period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,40020,10372,25.92
3_Month,0-9,232261,50917,21.92
6_Month,0-9,1195258,506140,42.35
1_Year,0-9,1490262,633280,42.49
All,0-9,1701690,741139,43.55
1_Month,10-19,43859,13850,31.58
3_Month,10-19,251538,50891,20.23
6_Month,10-19,1117746,546686,48.91
1_Year,10-19,1389380,640279,46.08
All,10-19,1621450,785674,48.46
1_Month,20-29,47995,13945,29.06
3_Month,20-29,339315,57907,17.07
6_Month,20-29,960243,384964,40.09
1_Year,20-29,1224084,448516,36.64
All,20-29,1456846,569809,39.11
1_Month,30-39,52105,17037,32.7
3_Month,30-39,332688,69514,20.89
6_Month,30-39,937866,418745,44.65
1_Year,30-39,1167001,484054,41.48
All,30-39,1357053,569845,41.99
1_Month,40-49,52955,18175,34.32
3_Month,40-49,320341,68061,21.25
6_Month,40-49,858031,388243,45.25
1_Year,40-49,1046031,438531,41.92
All,40-49,1204321,512279,42.54
1_Month,50-59,50277,17383,34.57
3_Month,50-59,285139,58523,20.52
6_Month,50-59,663747,266239,40.11
1_Year,50-59,810999,294580,36.32
All,50-59,938536,351272,37.43
1_Month,60-69,53154,18363,34.55
3_Month,60-69,257592,55513,21.55
6_Month,60-69,549680,192431,35.01
1_Year,60-69,668624,210384,31.47
All,60-69,769231,248452,32.3
1_Month,70-79,48385,16655,34.42
3_Month,70-79,179679,42938,23.9
6_Month,70-79,349302,113641,32.53
1_Year,70-79,425233,123425,29.03
All,70-79,489763,143682,29.34
1_Month,80-89,28187,6125,21.73
3_Month,80-89,70336,15886,22.59
6_Month,80-89,130782,43184,33.02
1_Year,80-89,163604,47816,29.23
All,80-89,205481,58735,28.58
1_Month,90+,9088,1284,14.13
3_Month,90+,17726,3544,19.99
6_Month,90+,30505,10686,35.03
1_Year,90+,38736,11901,30.72
All,90+,53071,15549,29.3
