name,value
מספר פרמדיקים בבידוד,4
מספר דיאטניות בבידוד,5
מספר פסיכולוגים/ות בבידוד,7
מספר עובדי מערך לוגיסטי בבידוד,8
מספר עובדי מעבדה בבידוד,9
מספר עוסים בבידוד,10
מספר רוקחים בבידוד,18
מספר פיזיותרפיסטים/ריפוי בעיסוק/קלינאי תקשורת בבידוד,30
מספר חובשי רפואת חירום בבידוד,37
סקטורים אחרים בבידוד,59
מספר אנשי כוח עזר בבידוד,96
מספר עובדי מינהל ומשק בבידוד,169
