city,diff,percentOfCityPopulation,sickCount,status,testsCount
ירושלים,0.3559563360227812,0.4541100773995138,4229,,109456
בני ברק,0.6244146113019046,1.6050317221596961,3223,,45820
תל אביב - יפו,1.079136690647482,0.2462703408565563,1124,,49420
בית שמש,0.1694915254237288,0.4659193037226243,591,,10855
אלעד,3.3333333333333335,0.9779591149995794,465,,7390
מודיעין עילית,1.7777777777777781,0.595029296748126,458,,9027
פתח תקווה,1.415094339622642,0.1751292087010707,430,,24661
אשדוד,5.597964376590331,0.1838666944312759,415,,17583
ביתר עילית,2.786377708978328,0.5385413963145601,332,,5235
בת ים,5.063291139240507,0.2556441925647581,332,,14456
באר שבע,1.538461538461539,0.1673699586139739,330,,23844
ראשון לציון,0,0.1297364085667216,315,,21017
אשקלון,1.0273972602739732,0.20801455396743687,295,,14524
חולון,3.237410071942446,0.1536073645900235,287,,17541
נתניה,0,0.13093772620183772,284,,16425
חיפה,0.3891050583657588,0.09435859925025143,258,,22937
רמת גן,1.746724890829694,0.1584258050478677,233,,15623
טבריה,1.382488479262673,0.48954161103693816,220,,6150
חורה,0.9615384615384616,1.184900976132709,210,,2634
רהט,0.9803921568627451,0.3078440456087392,206,בסגר חלקי,5708
ערערה-בנגב,5.294117647058824,0.9886771610052472,179,בסגר חלקי,2760
אור יהודה,1.142857142857143,0.5091620401001065,177,,4624
רעננה,2.547770700636943,0.21412137090875238,161,,8599
רחובות,3.3557046979865772,0.1105956364994327,154,,12346
דייר אל-אסד,0.6578947368421052,1.214864221057647,153,,4906
הרצליה,0,0.15846323006273852,147,,8423
מודיעין-מכבים-רעות,1.503759398496241,0.1541430218883091,135,,7572
נתיבות,0,0.3144572364146677,121,,3381
לוד,1.70940170940171,0.1559857908741758,119,,5961
צפת,0.847457627118644,0.330858842828148,119,,3488
רמלה,1.769911504424779,0.1518572805662296,115,,6321
אום אל-פחם,0.9433962264150944,0.19042534258764898,107,,4074
קרית גת,3,0.1791615933205775,103,,4087
מגדל העמק,0.9900990099009901,0.3919157765311611,102,,2529
כפר סבא,3.296703296703297,0.09593598824273847,94,,8517
יהוד,0,0.28949545078577343,84,,2666
חדרה,1.234567901234568,0.08589625408530965,82,,11904
שדרות,0,0.2920085754417092,79,,4111
באקה אל-גרביה,2.985074626865672,0.23339196319848457,69,,2894
עפולה,0,0.12720980263773268,68,,3992
ראש העין,1.515151515151515,0.1127566475934029,67,,5288
קרית מלאכי,8.19672131147541,0.27044746762825767,66,,1528
קרית אונו,0,0.176056338028169,66,,3555
