period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,8369,1187,14.18
3_Month,0-9,46315,14845,32.05
6_Month,0-9,232868,57677,24.77
1_Year,0-9,1288577,548261,42.55
All,0-9,1712387,766304,44.75
1_Month,10-19,12287,1895,15.42
3_Month,10-19,49914,12609,25.26
6_Month,10-19,249206,55371,22.22
1_Year,10-19,1206634,582311,48.26
All,10-19,1629602,807658,49.56
1_Month,20-29,16728,2039,12.19
3_Month,20-29,71089,19865,27.94
6_Month,20-29,328578,67748,20.62
1_Year,20-29,1082047,426427,39.41
All,20-29,1472209,603063,40.96
1_Month,30-39,17191,2743,15.96
3_Month,30-39,76357,24365,31.91
6_Month,30-39,326983,86194,26.36
1_Year,30-39,1045774,470374,44.98
All,30-39,1371716,611458,44.58
1_Month,40-49,18404,3119,16.95
3_Month,40-49,74343,24441,32.88
6_Month,40-49,314846,87286,27.72
1_Year,40-49,950187,439648,46.27
All,40-49,1218641,555256,45.56
1_Month,50-59,18234,3350,18.37
3_Month,50-59,71000,24115,33.96
6_Month,50-59,283873,82149,28.94
1_Year,50-59,747861,315850,42.23
All,50-59,954042,395478,41.45
1_Month,60-69,20265,4320,21.32
3_Month,60-69,78952,28291,35.83
6_Month,60-69,270825,89591,33.08
1_Year,60-69,627399,248334,39.58
All,60-69,787537,300576,38.17
1_Month,70-79,21460,5137,23.94
3_Month,70-79,76027,27446,36.1
6_Month,70-79,209023,80329,38.43
1_Year,70-79,412683,165231,40.04
All,70-79,512362,193291,37.73
1_Month,80-89,15651,2230,14.25
3_Month,80-89,44962,13112,29.16
6_Month,80-89,90082,34361,38.14
1_Year,80-89,160506,66467,41.41
All,80-89,218341,81019,37.11
1_Month,90+,5275,496,9.4
3_Month,90+,13921,3433,24.66
6_Month,90+,23344,8448,36.19
1_Year,90+,38148,16459,43.15
All,90+,56903,21011,36.92
