name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
Bir El-Maksur,2,ירוק,0.0,0,0, 0 ,ירוק,2022-10-13T00:00:00.000Z,68.38,61.78,36.80,0.0
Merkaz Shappira,1.4,ירוק,0.0,0,0, 0 ,ירוק,2022-10-13T00:00:00.000Z,75.11,69.78,52.48,0.0
Hazor Hagelilit,3.5,ירוק,1.0,7,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,69.93,62.12,45.59,
Teqoa,2.6,ירוק,2.4,11,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,62.75,56.69,37.32,
Kefar Adummim,4.1,ירוק,2.1,33,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,74.94,70.50,50.50,
Mazra'a,3.7,ירוק,2.5,1,0, 0 ,ירוק,2022-10-13T00:00:00.000Z,67.47,61.63,38.22,0.0
Isifya,4.5,ירוק,4.8,10,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,67.64,59.62,39.83,
Kafar Qasem,1.8,ירוק,0.0,0,0, 0 ,ירוק,2022-10-13T00:00:00.000Z,66.72,54.93,30.53,0.0
Abu Qureinat,2.7,אפור,1.5,16,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,9.83,8.44,3.21,
Modi'in-Makkabbim-Re'ut,4.8,צהוב,5.4,14,-23,83,צהוב,2022-10-13T00:00:00.000Z,87.00,83.51,67.25,8.8
Metar,5.7,צהוב,7.0,13,0,קטן מ-15,צהוב,2022-10-13T00:00:00.000Z,מעל 90%,מעל 90%,70.73,
Qarne Shomeron,4.9,צהוב,7.4,28,0,קטן מ-15,צהוב,2022-10-13T00:00:00.000Z,70.92,66.00,49.10,
El'ad,2.7,ירוק,0.4,7,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,38.73,28.10,14.65,
Ma'ale Iron,2.2,ירוק,0.7,2,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,62.29,51.71,27.96,
Al Sayyid,2.1,ירוק,1.7,4,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,10.10,8.22,2.49,
Nazareth,1.1,ירוק,1.3,3,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,68.30,59.22,36.10,
Netanya,4.8,צהוב,7.2,11,-8,223,צהוב,2022-10-13T00:00:00.000Z,71.72,67.30,51.00,10.0
Majd Al-Kurum,2.3,ירוק,0.6,1,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,74.23,60.20,33.71,
Nofit,4.4,ירוק,3.8,6,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,מעל 90%,89.17,76.95,
Qiryat Ono,5,כתום,9.8,12,21,54,צהוב,2022-10-13T00:00:00.000Z,83.51,80.14,64.16,13.2
Tire,3.3,ירוק,2.6,7,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,65.03,56.46,33.91,
Sakhnin,2.1,ירוק,0.6,0,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,73.65,62.46,38.24,
Akko,2.5,ירוק,3.0,3,-28,30,ירוק,2022-10-13T00:00:00.000Z,76.65,70.63,51.34,6.1
Rame,4,ירוק,5.2,12,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,81.33,72.29,49.29,
Bet Shemesh,1.8,ירוק,0.5,5,-50,17,ירוק,2022-10-13T00:00:00.000Z,42.80,34.79,22.38,1.3
Umm Al-Fahm,2.3,ירוק,1.1,2,-9,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,63.14,53.98,28.55,
Ez Efrayim,3.4,ירוק,4.0,50,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,70.36,65.51,45.30,
Omer,5.6,צהוב,9.2,10,0,קטן מ-15,צהוב,2022-10-13T00:00:00.000Z,מעל 90%,מעל 90%,81.32,
Abu Rubei'a,2,אפור,0.0,0,0, 0 ,ירוק,2022-10-13T00:00:00.000Z,10.08,8.22,3.03,0.0
Qiryat Mal'akhi,4.2,ירוק,2.1,7,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,60.13,52.80,33.98,
Bene Ayish,3.8,אדום,1.4,2,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,72.15,68.23,53.35,
Bet El,4.1,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,67.80,61.34,44.53,
Afula,5.1,כתום,5.8,14,-26,47,צהוב,2022-10-13T00:00:00.000Z,71.27,66.76,50.80,8.3
Pardes Hanna-Karkur,4.4,צהוב,5.5,11,4,33,ירוק,2022-10-13T00:00:00.000Z,72.71,68.95,52.23,7.6
Shoham,4.9,צהוב,3.3,14,-23,קטן מ-15,צהוב,2022-10-13T00:00:00.000Z,מעל 90%,מעל 90%,75.33,
Haspin,1.4,ירוק,0.0,0,0, 0 ,ירוק,2022-10-13T00:00:00.000Z,51.58,46.61,32.91,0.0
Bet She'an,3.1,ירוק,3.2,4,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,74.45,68.41,48.62,
Zikhron Ya'aqov,5.8,אדום,8.1,31,-5,27,צהוב,2022-10-13T00:00:00.000Z,80.70,76.98,62.50,11.5
Yehud,4.5,צהוב,8.0,8,19,36,צהוב,2022-10-13T00:00:00.000Z,82.19,77.86,62.53,12.0
Qiryat Bialik,6.9,אדום,14.6,23,7,64,כתום,2022-10-13T00:00:00.000Z,81.64,78.05,63.08,15.4
Kokhav Hashahar,4.1,ירוק,4.3,33,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,62.37,54.54,37.63,
Laqye,2.3,ירוק,0.7,6,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,31.37,25.98,10.03,
Gedera,3.3,צהוב,3.8,8,10,17,ירוק,2022-10-13T00:00:00.000Z,75.14,71.35,53.92,5.9
Ramat Hasharon,5.5,כתום,9.7,15,76,48,צהוב,2022-10-13T00:00:00.000Z,88.35,85.50,70.30,10.1
Bet Dagan,3.3,צהוב,0.0,0,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,74.95,70.39,55.60,
Qiryat Eqron,4.3,צהוב,3.6,13,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,69.65,65.57,48.16,
Fassuta,2,ירוק,0.0,0,0, 0 ,ירוק,2022-10-13T00:00:00.000Z,78.41,71.63,50.99,0.0
Fureidis,2.1,ירוק,0.7,3,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,69.63,60.67,37.93,
Ashdod,4.8,צהוב,5.4,10,-15,148,צהוב,2022-10-13T00:00:00.000Z,70.99,64.30,47.60,6.5
Sha'ab,2.2,ירוק,0.0,0,0, 0 ,ירוק,2022-10-13T00:00:00.000Z,71.56,62.27,36.89,0.0
Giv'at Shemu'el,3.3,כתום,6.2,9,-19,31,ירוק,2022-10-13T00:00:00.000Z,80.98,76.89,60.76,11.4
Gan Ner,3.4,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,87.56,83.96,68.19,
Kafar Kama,4.5,ירוק,2.9,20,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,74.06,70.35,55.45,
Ma'ale Adummim,3.8,צהוב,3.7,14,-22,25,ירוק,2022-10-13T00:00:00.000Z,77.63,72.15,55.48,6.6
Qiryat Yam,5.5,צהוב,14.5,12,42,57,צהוב,2022-10-13T00:00:00.000Z,77.79,74.13,58.61,14.5
Shelomi,4,כתום,3.0,2,0,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,77.39,73.14,56.32,
Bir Hadage,2,ירוק,0.0,0,0, 0 ,ירוק,2022-10-13T00:00:00.000Z,3.50,2.64,0.95,0.0
Bet Arye,4.9,ירוק,5.6,25,0,קטן מ-15,צהוב,2022-10-13T00:00:00.000Z,73.49,70.03,54.19,
Holon,5,צהוב,6.2,11,-30,182,צהוב,2022-10-13T00:00:00.000Z,74.85,70.96,56.14,9.3
Dimona,3,ירוק,3.1,6,-15,קטן מ-15,ירוק,2022-10-13T00:00:00.000Z,81.96,76.86,59.02,
