gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,מתחילת קורונה,441914,9.6,8,0.1,34,0.5,124,0.4,3294,3.7
זכר,0-9,חודש אחרון,562,2.1,0,0,1,1.3,0,0,30,2.2
זכר,0-9,6 חודשים,29764,4.7,1,0.1,5,0.8,13,0.4,596,3.8
זכר,0-9,שנה,307547,9.3,5,0.1,22,1.1,70,0.7,1976,5.1
זכר,0-9,3 חודשים,7272,4,0,0,3,0.8,5,0.3,284,3.7
נקבה,0-9,חודש אחרון,715,2.6,0,0,0,0,0,0,23,1.7
נקבה,0-9,שנה,246043,7.4,2,0.1,10,0.5,49,0.5,1614,4.1
נקבה,0-9,6 חודשים,25739,4,0,0,1,0.2,11,0.3,458,3
נקבה,0-9,מתחילת קורונה,363648,7.9,5,0,17,0.3,78,0.2,2672,3
נקבה,0-9,3 חודשים,6412,3.5,0,0,1,0.3,3,0.2,218,2.8
זכר,10-19,חודש אחרון,810,3,0,0,0,0,0,0,8,0.6
זכר,10-19,שנה,294837,8.9,3,0.1,12,0.6,32,0.3,483,1.2
זכר,10-19,6 חודשים,26247,4.1,0,0,1,0.2,5,0.1,135,0.9
זכר,10-19,מתחילת קורונה,439775,9.5,6,0.1,25,0.4,81,0.3,1084,1.2
זכר,10-19,3 חודשים,5551,3,0,0,1,0.3,2,0.1,67,0.9
נקבה,10-19,חודש אחרון,1233,4.5,0,0,0,0,0,0,4,0.3
נקבה,10-19,6 חודשים,27923,4.4,1,0.1,2,0.3,6,0.2,152,1
נקבה,10-19,שנה,295969,8.9,3,0.1,10,0.5,22,0.2,529,1.4
נקבה,10-19,מתחילת קורונה,430597,9.3,8,0.1,23,0.4,81,0.3,1222,1.4
נקבה,10-19,3 חודשים,6400,3.5,0,0,0,0,1,0.1,53,0.7
זכר,20-29,חודש אחרון,763,2.8,0,0,1,1.3,2,0.8,11,0.8
זכר,20-29,שנה,170250,5.1,4,0.1,19,0.9,56,0.5,545,1.4
זכר,20-29,6 חודשים,27453,4.3,1,0.1,3,0.5,13,0.4,175,1.1
זכר,20-29,מתחילת קורונה,269345,5.8,25,0.2,57,0.9,251,0.8,1675,1.9
זכר,20-29,3 חודשים,7754,4.2,1,0.2,2,0.6,7,0.4,76,1
נקבה,20-29,חודש אחרון,1318,4.8,0,0,0,0,2,0.8,35,2.6
נקבה,20-29,6 חודשים,38947,6.1,0,0,6,0.9,14,0.4,643,4.1
נקבה,20-29,שנה,261984,7.9,7,0.2,19,0.9,54,0.5,2353,6
נקבה,20-29,מתחילת קורונה,382151,8.3,22,0.2,62,1,284,0.9,5432,6.1
נקבה,20-29,3 חודשים,11011,6,0,0,5,1.4,7,0.4,280,3.6
זכר,30-39,חודש אחרון,1139,4.2,0,0,0,0,1,0.4,11,0.8
זכר,30-39,שנה,189682,5.7,14,0.4,38,1.8,97,0.9,705,1.8
זכר,30-39,6 חודשים,35422,5.6,0,0,7,1.1,19,0.5,233,1.5
זכר,30-39,מתחילת קורונה,269794,5.8,53,0.5,106,1.6,643,2,2363,2.7
זכר,30-39,3 חודשים,9683,5.3,0,0,2,0.6,9,0.5,103,1.3
נקבה,30-39,מתחילת קורונה,389611,8.4,40,0.3,113,1.7,601,1.9,5504,6.2
נקבה,30-39,חודש אחרון,1687,6.2,0,0,0,0,3,1.2,34,2.5
נקבה,30-39,6 חודשים,48991,7.7,4,0.4,14,2.2,17,0.5,669,4.3
נקבה,30-39,שנה,288646,8.7,9,0.2,31,1.5,99,0.9,2348,6
נקבה,30-39,3 חודשים,13403,7.3,1,0.2,7,1.9,7,0.4,287,3.7
זכר,40-49,חודש אחרון,1191,4.4,0,0,0,0,1,0.4,22,1.6
זכר,40-49,שנה,178117,5.4,33,0.9,77,3.7,203,1.9,937,2.4
זכר,40-49,6 חודשים,34626,5.4,5,0.5,13,2,40,1.1,308,2
זכר,40-49,מתחילת קורונה,244390,5.3,125,1.1,270,4.1,1435,4.5,3746,4.2
זכר,40-49,3 חודשים,9404,5.1,2,0.4,4,1.1,14,0.8,138,1.8
נקבה,40-49,חודש אחרון,2029,7.4,0,0,2,2.5,2,0.8,22,1.6
נקבה,40-49,6 חודשים,50892,8,5,0.5,11,1.7,29,0.8,315,2
נקבה,40-49,שנה,268388,8.1,19,0.5,36,1.7,140,1.3,1058,2.7
נקבה,40-49,מתחילת קורונה,350892,7.6,80,0.7,144,2.2,983,3.1,3714,4.2
נקבה,40-49,3 חודשים,13803,7.5,2,0.4,5,1.4,13,0.7,138,1.8
זכר,50-59,חודש אחרון,1245,4.6,1,2.8,5,6.3,5,2,53,3.9
זכר,50-59,6 חודשים,31144,4.9,20,2,38,5.9,100,2.7,536,3.5
זכר,50-59,מתחילת קורונה,171964,3.7,400,3.4,565,8.7,2302,7.2,5193,5.8
זכר,50-59,שנה,126687,3.8,99,2.7,157,7.5,434,4.1,1527,3.9
זכר,50-59,3 חודשים,8831,4.8,7,1.4,20,5.6,53,2.9,264,3.4
נקבה,50-59,חודש אחרון,2226,8.1,0,0,5,6.3,4,1.6,42,3.1
נקבה,50-59,6 חודשים,49483,7.8,7,0.7,20,3.1,75,2.1,410,2.6
נקבה,50-59,שנה,192627,5.8,52,1.4,87,4.2,311,3,1225,3.1
נקבה,50-59,מתחילת קורונה,247222,5.3,205,1.8,272,4.2,1629,5.1,4143,4.7
