age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,21635,1181,1505185,1.4,0.1
20-29,136697,11616,1277634,10.7,0.9
30-39,181709,22303,1186386,15.3,1.9
40-49,305544,32622,1080768,28.3,3
50-59,415285,38339,832687,49.9,4.6
60-69,505595,135195,735380,68.8,18.4
70-79,399358,125053,462148,86.4,27.1
80-89,177002,44942,222547,79.5,20.2
90+,41511,8644,50589,82.1,17.1
