section,male,female,period,order_period
0-9,"{'amount': 31, 'percentage': 0.2}","{'amount': 25, 'percentage': 0.1}",שנה,2
0-9,"{'amount': 34, 'percentage': 0.2}","{'amount': 29, 'percentage': 0.1}",מתחילת קורונה,1
0-9,"{'amount': 9, 'percentage': 0.4}","{'amount': 6, 'percentage': 0.2}",חודש אחרון,5
0-9,"{'amount': 11, 'percentage': 0.4}","{'amount': 8, 'percentage': 0.3}",3 חודשים,4
0-9,"{'amount': 15, 'percentage': 0.3}","{'amount': 16, 'percentage': 0.4}",6 חודשים,3
10-19,"{'amount': 8, 'percentage': 0.2}","{'amount': 12, 'percentage': 0.3}",6 חודשים,3
10-19,"{'amount': 5, 'percentage': 0.2}","{'amount': 7, 'percentage': 0.3}",חודש אחרון,5
10-19,"{'amount': 34, 'percentage': 0.2}","{'amount': 52, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 5, 'percentage': 0.2}","{'amount': 9, 'percentage': 0.3}",3 חודשים,4
10-19,"{'amount': 29, 'percentage': 0.2}","{'amount': 44, 'percentage': 0.3}",שנה,2
20-29,"{'amount': 21, 'percentage': 0.7}","{'amount': 20, 'percentage': 0.7}",3 חודשים,4
20-29,"{'amount': 18, 'percentage': 0.7}","{'amount': 18, 'percentage': 0.7}",חודש אחרון,5
20-29,"{'amount': 143, 'percentage': 0.8}","{'amount': 154, 'percentage': 0.9}",שנה,2
20-29,"{'amount': 156, 'percentage': 0.8}","{'amount': 182, 'percentage': 0.9}",מתחילת קורונה,1
20-29,"{'amount': 49, 'percentage': 1.1}","{'amount': 44, 'percentage': 1}",6 חודשים,3
30-39,"{'amount': 458, 'percentage': 2.3}","{'amount': 414, 'percentage': 2.1}",מתחילת קורונה,1
30-39,"{'amount': 387, 'percentage': 2.3}","{'amount': 374, 'percentage': 2.2}",שנה,2
30-39,"{'amount': 57, 'percentage': 2.2}","{'amount': 59, 'percentage': 2.3}",חודש אחרון,5
30-39,"{'amount': 63, 'percentage': 2.1}","{'amount': 68, 'percentage': 2.3}",3 חודשים,4
30-39,"{'amount': 111, 'percentage': 2.5}","{'amount': 130, 'percentage': 2.9}",6 חודשים,3
40-49,"{'amount': 260, 'percentage': 5.8}","{'amount': 178, 'percentage': 4}",6 חודשים,3
40-49,"{'amount': 141, 'percentage': 4.8}","{'amount': 92, 'percentage': 3.1}",3 חודשים,4
40-49,"{'amount': 117, 'percentage': 4.6}","{'amount': 84, 'percentage': 3.3}",חודש אחרון,5
40-49,"{'amount': 940, 'percentage': 5.5}","{'amount': 581, 'percentage': 3.4}",שנה,2
40-49,"{'amount': 1064, 'percentage': 5.4}","{'amount': 665, 'percentage': 3.4}",מתחילת קורונה,1
50-59,"{'amount': 204, 'percentage': 6.9}","{'amount': 145, 'percentage': 4.9}",3 חודשים,4
50-59,"{'amount': 184, 'percentage': 7.2}","{'amount': 123, 'percentage': 4.8}",חודש אחרון,5
50-59,"{'amount': 1496, 'percentage': 8.8}","{'amount': 988, 'percentage': 5.8}",שנה,2
50-59,"{'amount': 1732, 'percentage': 8.7}","{'amount': 1135, 'percentage': 5.7}",מתחילת קורונה,1
50-59,"{'amount': 335, 'percentage': 7.5}","{'amount': 263, 'percentage': 5.9}",6 חודשים,3
60-69,"{'amount': 476, 'percentage': 10.6}","{'amount': 385, 'percentage': 8.6}",6 חודשים,3
60-69,"{'amount': 337, 'percentage': 11.4}","{'amount': 245, 'percentage': 8.3}",3 חודשים,4
60-69,"{'amount': 290, 'percentage': 11.4}","{'amount': 212, 'percentage': 8.3}",חודש אחרון,5
60-69,"{'amount': 2443, 'percentage': 12.3}","{'amount': 1560, 'percentage': 7.9}",מתחילת קורונה,1
60-69,"{'amount': 2070, 'percentage': 12.1}","{'amount': 1371, 'percentage': 8}",שנה,2
70-79,"{'amount': 545, 'percentage': 12.1}","{'amount': 429, 'percentage': 9.6}",6 חודשים,3
70-79,"{'amount': 343, 'percentage': 13.5}","{'amount': 231, 'percentage': 9.1}",חודש אחרון,5
70-79,"{'amount': 2621, 'percentage': 13.2}","{'amount': 1847, 'percentage': 9.3}",מתחילת קורונה,1
70-79,"{'amount': 2219, 'percentage': 13}","{'amount': 1616, 'percentage': 9.5}",שנה,2
70-79,"{'amount': 402, 'percentage': 13.5}","{'amount': 280, 'percentage': 9.4}",3 חודשים,4
80-89,"{'amount': 1927, 'percentage': 9.7}","{'amount': 1930, 'percentage': 9.7}",מתחילת קורונה,1
80-89,"{'amount': 459, 'percentage': 10.2}","{'amount': 461, 'percentage': 10.3}",6 חודשים,3
80-89,"{'amount': 304, 'percentage': 11.9}","{'amount': 280, 'percentage': 11}",חודש אחרון,5
80-89,"{'amount': 358, 'percentage': 12.1}","{'amount': 322, 'percentage': 10.9}",3 חודשים,4
80-89,"{'amount': 1681, 'percentage': 9.8}","{'amount': 1649, 'percentage': 9.7}",שנה,2
90+,"{'amount': 593, 'percentage': 3}","{'amount': 925, 'percentage': 4.7}",מתחילת קורונה,1
90+,"{'amount': 113, 'percentage': 2.5}","{'amount': 197, 'percentage': 4.4}",6 חודשים,3
90+,"{'amount': 79, 'percentage': 2.7}","{'amount': 157, 'percentage': 5.3}",3 חודשים,4
90+,"{'amount': 71, 'percentage': 2.8}","{'amount': 128, 'percentage': 5}",חודש אחרון,5
90+,"{'amount': 504, 'percentage': 3}","{'amount': 776, 'percentage': 4.5}",שנה,2
