section,female,male,period
0-9,"{'amount': 1, 'percentage': 0.1}","{'amount': 1, 'percentage': 0.1}",3 חודשים
0-9,"{'amount': 2, 'percentage': 0.1}","{'amount': 4, 'percentage': 0.2}",6 חודשים
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
0-9,"{'amount': 5, 'percentage': 0}","{'amount': 7, 'percentage': 0.1}",מתחילת קורונה
0-9,"{'amount': 2, 'percentage': 0}","{'amount': 5, 'percentage': 0.1}",שנה
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.1}",3 חודשים
10-19,"{'amount': 2, 'percentage': 0.1}","{'amount': 4, 'percentage': 0.2}",6 חודשים
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
10-19,"{'amount': 7, 'percentage': 0.1}","{'amount': 7, 'percentage': 0.1}",מתחילת קורונה
10-19,"{'amount': 4, 'percentage': 0.1}","{'amount': 5, 'percentage': 0.1}",שנה
20-29,"{'amount': 9, 'percentage': 0.2}","{'amount': 5, 'percentage': 0.1}",שנה
20-29,"{'amount': 1, 'percentage': 0.1}","{'amount': 1, 'percentage': 0.1}",3 חודשים
20-29,"{'amount': 6, 'percentage': 0.2}","{'amount': 2, 'percentage': 0.1}",6 חודשים
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
20-29,"{'amount': 22, 'percentage': 0.2}","{'amount': 24, 'percentage': 0.2}",מתחילת קורונה
30-39,"{'amount': 3, 'percentage': 0.3}","{'amount': 5, 'percentage': 0.5}",3 חודשים
30-39,"{'amount': 5, 'percentage': 0.2}","{'amount': 12, 'percentage': 0.5}",6 חודשים
30-39,"{'amount': 1, 'percentage': 1}","{'amount': 0, 'percentage': 0}",חודש אחרון
30-39,"{'amount': 37, 'percentage': 0.3}","{'amount': 53, 'percentage': 0.5}",מתחילת קורונה
30-39,"{'amount': 16, 'percentage': 0.4}","{'amount': 25, 'percentage': 0.6}",שנה
40-49,"{'amount': 3, 'percentage': 0.3}","{'amount': 7, 'percentage': 0.6}",3 חודשים
40-49,"{'amount': 13, 'percentage': 0.5}","{'amount': 21, 'percentage': 0.8}",6 חודשים
40-49,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
40-49,"{'amount': 75, 'percentage': 0.7}","{'amount': 120, 'percentage': 1.1}",מתחילת קורונה
40-49,"{'amount': 20, 'percentage': 0.5}","{'amount': 52, 'percentage': 1.2}",שנה
50-59,"{'amount': 15, 'percentage': 1.4}","{'amount': 28, 'percentage': 2.5}",3 חודשים
50-59,"{'amount': 41, 'percentage': 1.6}","{'amount': 67, 'percentage': 2.6}",6 חודשים
50-59,"{'amount': 2, 'percentage': 2}","{'amount': 3, 'percentage': 3.1}",חודש אחרון
50-59,"{'amount': 199, 'percentage': 1.9}","{'amount': 382, 'percentage': 3.6}",מתחילת קורונה
50-59,"{'amount': 78, 'percentage': 1.8}","{'amount': 133, 'percentage': 3.1}",שנה
60-69,"{'amount': 54, 'percentage': 4.9}","{'amount': 86, 'percentage': 7.7}",3 חודשים
60-69,"{'amount': 110, 'percentage': 4.3}","{'amount': 179, 'percentage': 6.9}",6 חודשים
60-69,"{'amount': 6, 'percentage': 6.1}","{'amount': 1, 'percentage': 1}",חודש אחרון
60-69,"{'amount': 551, 'percentage': 5.1}","{'amount': 991, 'percentage': 9.2}",מתחילת קורונה
60-69,"{'amount': 249, 'percentage': 5.7}","{'amount': 350, 'percentage': 8.1}",שנה
70-79,"{'amount': 114, 'percentage': 10.3}","{'amount': 157, 'percentage': 14.1}",3 חודשים
70-79,"{'amount': 251, 'percentage': 9.7}","{'amount': 341, 'percentage': 13.2}",6 חודשים
70-79,"{'amount': 15, 'percentage': 15.3}","{'amount': 10, 'percentage': 10.2}",חודש אחרון
70-79,"{'amount': 1031, 'percentage': 9.6}","{'amount': 1628, 'percentage': 15.2}",מתחילת קורונה
70-79,"{'amount': 434, 'percentage': 10}","{'amount': 600, 'percentage': 13.8}",שנה
80-89,"{'amount': 181, 'percentage': 16.3}","{'amount': 215, 'percentage': 19.4}",3 חודשים
80-89,"{'amount': 463, 'percentage': 17.9}","{'amount': 491, 'percentage': 19}",6 חודשים
80-89,"{'amount': 17, 'percentage': 17.3}","{'amount': 13, 'percentage': 13.3}",חודש אחרון
80-89,"{'amount': 1727, 'percentage': 16.1}","{'amount': 1892, 'percentage': 17.6}",מתחילת קורונה
80-89,"{'amount': 737, 'percentage': 17}","{'amount': 778, 'percentage': 18}",שנה
90+,"{'amount': 117, 'percentage': 10.5}","{'amount': 120, 'percentage': 10.8}",3 חודשים
90+,"{'amount': 300, 'percentage': 11.6}","{'amount': 269, 'percentage': 10.4}",6 חודשים
90+,"{'amount': 16, 'percentage': 16.3}","{'amount': 14, 'percentage': 14.3}",חודש אחרון
90+,"{'amount': 1126, 'percentage': 10.5}","{'amount': 859, 'percentage': 8}",מתחילת קורונה
90+,"{'amount': 462, 'percentage': 10.7}","{'amount': 370, 'percentage': 8.5}",שנה
