section,female,male,period,order_period
0-9,"{'amount': 9, 'percentage': 0.2}","{'amount': 15, 'percentage': 0.3}",מתחילת קורונה,1
0-9,"{'amount': 1, 'percentage': 0.5}","{'amount': 2, 'percentage': 1}",חודש אחרון,5
0-9,"{'amount': 1, 'percentage': 0.2}","{'amount': 3, 'percentage': 0.7}",3 חודשים,4
0-9,"{'amount': 1, 'percentage': 0.1}","{'amount': 7, 'percentage': 0.6}",6 חודשים,3
0-9,"{'amount': 7, 'percentage': 0.3}","{'amount': 10, 'percentage': 0.4}",שנה,2
10-19,"{'amount': 3, 'percentage': 0.7}","{'amount': 2, 'percentage': 0.5}",3 חודשים,4
10-19,"{'amount': 11, 'percentage': 0.4}","{'amount': 9, 'percentage': 0.3}",שנה,2
10-19,"{'amount': 2, 'percentage': 1}","{'amount': 1, 'percentage': 0.5}",חודש אחרון,5
10-19,"{'amount': 16, 'percentage': 0.3}","{'amount': 17, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 7, 'percentage': 0.6}","{'amount': 8, 'percentage': 0.7}",6 חודשים,3
20-29,"{'amount': 2, 'percentage': 1}","{'amount': 2, 'percentage': 1}",חודש אחרון,5
20-29,"{'amount': 11, 'percentage': 0.9}","{'amount': 15, 'percentage': 1.3}",6 חודשים,3
20-29,"{'amount': 5, 'percentage': 1.2}","{'amount': 7, 'percentage': 1.7}",3 חודשים,4
20-29,"{'amount': 50, 'percentage': 1}","{'amount': 44, 'percentage': 0.9}",מתחילת קורונה,1
20-29,"{'amount': 29, 'percentage': 1.1}","{'amount': 37, 'percentage': 1.4}",שנה,2
30-39,"{'amount': 3, 'percentage': 1.5}","{'amount': 9, 'percentage': 4.5}",חודש אחרון,5
30-39,"{'amount': 8, 'percentage': 2}","{'amount': 14, 'percentage': 3.5}",3 חודשים,4
30-39,"{'amount': 24, 'percentage': 2}","{'amount': 27, 'percentage': 2.3}",6 חודשים,3
30-39,"{'amount': 61, 'percentage': 2.3}","{'amount': 51, 'percentage': 2}",שנה,2
30-39,"{'amount': 84, 'percentage': 1.7}","{'amount': 81, 'percentage': 1.6}",מתחילת קורונה,1
40-49,"{'amount': 83, 'percentage': 3.2}","{'amount': 142, 'percentage': 5.4}",שנה,2
40-49,"{'amount': 35, 'percentage': 2.9}","{'amount': 68, 'percentage': 5.7}",6 חודשים,3
40-49,"{'amount': 14, 'percentage': 3.5}","{'amount': 34, 'percentage': 8.5}",3 חודשים,4
40-49,"{'amount': 5, 'percentage': 2.5}","{'amount': 14, 'percentage': 7.1}",חודש אחרון,5
40-49,"{'amount': 126, 'percentage': 2.6}","{'amount': 221, 'percentage': 4.5}",מתחילת קורונה,1
50-59,"{'amount': 214, 'percentage': 4.3}","{'amount': 457, 'percentage': 9.3}",מתחילת קורונה,1
50-59,"{'amount': 12, 'percentage': 6.1}","{'amount': 17, 'percentage': 8.6}",חודש אחרון,5
50-59,"{'amount': 24, 'percentage': 6}","{'amount': 46, 'percentage': 11.4}",3 חודשים,4
50-59,"{'amount': 63, 'percentage': 5.3}","{'amount': 109, 'percentage': 9.1}",6 חודשים,3
50-59,"{'amount': 136, 'percentage': 5.2}","{'amount': 263, 'percentage': 10.1}",שנה,2
60-69,"{'amount': 42, 'percentage': 10.4}","{'amount': 55, 'percentage': 13.7}",3 חודשים,4
60-69,"{'amount': 416, 'percentage': 8.4}","{'amount': 797, 'percentage': 16.2}",מתחילת קורונה,1
60-69,"{'amount': 19, 'percentage': 9.6}","{'amount': 26, 'percentage': 13.1}",חודש אחרון,5
60-69,"{'amount': 131, 'percentage': 10.9}","{'amount': 163, 'percentage': 13.6}",6 חודשים,3
60-69,"{'amount': 259, 'percentage': 9.9}","{'amount': 377, 'percentage': 14.5}",שנה,2
70-79,"{'amount': 41, 'percentage': 10.2}","{'amount': 38, 'percentage': 9.5}",3 חודשים,4
70-79,"{'amount': 255, 'percentage': 9.8}","{'amount': 370, 'percentage': 14.2}",שנה,2
70-79,"{'amount': 14, 'percentage': 7.1}","{'amount': 24, 'percentage': 12.1}",חודש אחרון,5
70-79,"{'amount': 466, 'percentage': 9.5}","{'amount': 854, 'percentage': 17.3}",מתחילת קורונה,1
70-79,"{'amount': 117, 'percentage': 9.8}","{'amount': 166, 'percentage': 13.9}",6 חודשים,3
80-89,"{'amount': 98, 'percentage': 8.2}","{'amount': 106, 'percentage': 8.8}",6 חודשים,3
80-89,"{'amount': 25, 'percentage': 6.2}","{'amount': 28, 'percentage': 7}",3 חודשים,4
80-89,"{'amount': 19, 'percentage': 9.6}","{'amount': 19, 'percentage': 9.6}",חודש אחרון,5
80-89,"{'amount': 195, 'percentage': 7.5}","{'amount': 227, 'percentage': 8.7}",שנה,2
80-89,"{'amount': 366, 'percentage': 7.4}","{'amount': 501, 'percentage': 10.2}",מתחילת קורונה,1
90+,"{'amount': 46, 'percentage': 1.8}","{'amount': 39, 'percentage': 1.5}",שנה,2
90+,"{'amount': 22, 'percentage': 1.8}","{'amount': 20, 'percentage': 1.7}",6 חודשים,3
90+,"{'amount': 7, 'percentage': 1.7}","{'amount': 5, 'percentage': 1.2}",3 חודשים,4
90+,"{'amount': 3, 'percentage': 1.5}","{'amount': 4, 'percentage': 2}",חודש אחרון,5
90+,"{'amount': 96, 'percentage': 1.9}","{'amount': 100, 'percentage': 2}",מתחילת קורונה,1
