section,female,male,period,order_period
0-9,"{'amount': 42, 'percentage': 0.2}","{'amount': 69, 'percentage': 0.3}",מתחילת קורונה,1
0-9,"{'amount': 5, 'percentage': 0.4}","{'amount': 9, 'percentage': 0.7}",חודש אחרון,5
0-9,"{'amount': 7, 'percentage': 0.4}","{'amount': 10, 'percentage': 0.6}",3 חודשים,4
0-9,"{'amount': 20, 'percentage': 0.3}","{'amount': 36, 'percentage': 0.6}",6 חודשים,3
0-9,"{'amount': 34, 'percentage': 0.3}","{'amount': 50, 'percentage': 0.4}",שנה,2
10-19,"{'amount': 6, 'percentage': 0.4}","{'amount': 10, 'percentage': 0.6}",3 חודשים,4
10-19,"{'amount': 38, 'percentage': 0.3}","{'amount': 38, 'percentage': 0.3}",שנה,2
10-19,"{'amount': 4, 'percentage': 0.3}","{'amount': 8, 'percentage': 0.6}",חודש אחרון,5
10-19,"{'amount': 57, 'percentage': 0.2}","{'amount': 57, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 21, 'percentage': 0.3}","{'amount': 25, 'percentage': 0.4}",6 חודשים,3
20-29,"{'amount': 6, 'percentage': 0.5}","{'amount': 10, 'percentage': 0.8}",חודש אחרון,5
20-29,"{'amount': 72, 'percentage': 1.1}","{'amount': 57, 'percentage': 0.9}",6 חודשים,3
20-29,"{'amount': 12, 'percentage': 0.7}","{'amount': 15, 'percentage': 0.9}",3 חודשים,4
20-29,"{'amount': 234, 'percentage': 1}","{'amount': 190, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 155, 'percentage': 1.2}","{'amount': 136, 'percentage': 1.1}",שנה,2
30-39,"{'amount': 13, 'percentage': 1.1}","{'amount': 11, 'percentage': 0.9}",חודש אחרון,5
30-39,"{'amount': 28, 'percentage': 1.7}","{'amount': 23, 'percentage': 1.4}",3 חודשים,4
30-39,"{'amount': 166, 'percentage': 2.5}","{'amount': 166, 'percentage': 2.5}",6 חודשים,3
30-39,"{'amount': 365, 'percentage': 2.9}","{'amount': 354, 'percentage': 2.8}",שנה,2
30-39,"{'amount': 518, 'percentage': 2.2}","{'amount': 543, 'percentage': 2.3}",מתחילת קורונה,1
40-49,"{'amount': 554, 'percentage': 4.3}","{'amount': 757, 'percentage': 5.9}",שנה,2
40-49,"{'amount': 254, 'percentage': 3.9}","{'amount': 350, 'percentage': 5.4}",6 חודשים,3
40-49,"{'amount': 38, 'percentage': 2.3}","{'amount': 60, 'percentage': 3.7}",3 חודשים,4
40-49,"{'amount': 16, 'percentage': 1.3}","{'amount': 38, 'percentage': 3.1}",חודש אחרון,5
40-49,"{'amount': 839, 'percentage': 3.6}","{'amount': 1246, 'percentage': 5.3}",מתחילת קורונה,1
50-59,"{'amount': 1365, 'percentage': 5.8}","{'amount': 1985, 'percentage': 8.4}",מתחילת קורונה,1
50-59,"{'amount': 42, 'percentage': 3.4}","{'amount': 66, 'percentage': 5.4}",חודש אחרון,5
50-59,"{'amount': 73, 'percentage': 4.4}","{'amount': 99, 'percentage': 6}",3 חודשים,4
50-59,"{'amount': 363, 'percentage': 5.6}","{'amount': 488, 'percentage': 7.5}",6 חודשים,3
50-59,"{'amount': 777, 'percentage': 6.1}","{'amount': 1066, 'percentage': 8.3}",שנה,2
60-69,"{'amount': 118, 'percentage': 7.2}","{'amount': 157, 'percentage': 9.6}",3 חודשים,4
60-69,"{'amount': 1867, 'percentage': 7.9}","{'amount': 2789, 'percentage': 11.8}",מתחילת קורונה,1
60-69,"{'amount': 74, 'percentage': 6}","{'amount': 110, 'percentage': 8.9}",חודש אחרון,5
60-69,"{'amount': 508, 'percentage': 7.8}","{'amount': 678, 'percentage': 10.4}",6 חודשים,3
60-69,"{'amount': 1020, 'percentage': 8}","{'amount': 1312, 'percentage': 10.3}",שנה,2
70-79,"{'amount': 155, 'percentage': 9.4}","{'amount': 206, 'percentage': 12.6}",3 חודשים,4
70-79,"{'amount': 1187, 'percentage': 9.3}","{'amount': 1442, 'percentage': 11.3}",שנה,2
70-79,"{'amount': 108, 'percentage': 8.8}","{'amount': 172, 'percentage': 13.9}",חודש אחרון,5
70-79,"{'amount': 2200, 'percentage': 9.3}","{'amount': 3030, 'percentage': 12.9}",מתחילת קורונה,1
70-79,"{'amount': 604, 'percentage': 9.3}","{'amount': 773, 'percentage': 11.8}",6 חודשים,3
80-89,"{'amount': 715, 'percentage': 11}","{'amount': 685, 'percentage': 10.5}",6 חודשים,3
80-89,"{'amount': 230, 'percentage': 14}","{'amount': 205, 'percentage': 12.5}",3 חודשים,4
80-89,"{'amount': 202, 'percentage': 16.4}","{'amount': 176, 'percentage': 14.3}",חודש אחרון,5
80-89,"{'amount': 1324, 'percentage': 10.4}","{'amount': 1193, 'percentage': 9.3}",שנה,2
80-89,"{'amount': 2381, 'percentage': 10.1}","{'amount': 2297, 'percentage': 9.7}",מתחילת קורונה,1
90+,"{'amount': 588, 'percentage': 4.6}","{'amount': 380, 'percentage': 3}",שנה,2
90+,"{'amount': 346, 'percentage': 5.3}","{'amount': 201, 'percentage': 3.1}",6 חודשים,3
90+,"{'amount': 107, 'percentage': 6.5}","{'amount': 82, 'percentage': 5}",3 חודשים,4
90+,"{'amount': 89, 'percentage': 7.2}","{'amount': 74, 'percentage': 6}",חודש אחרון,5
90+,"{'amount': 1136, 'percentage': 4.8}","{'amount': 729, 'percentage': 3.1}",מתחילת קורונה,1
