coronaOccupancy,isolatedTeam,name,normalOccupancy
130,96,לניאדו,
109.09090909090911,59,נהריה,74.55048370361328
100,27,שערי צדק,92.50614166259766
99.05660377358491,121,הדסה עין כרם,115.7894744873047
95,65,"רמב""ם",89.89690399169922
91.66666666666666,22,הסקוטי,106.7669143676758
85.18518518518519,0,סנט ג'וזף,
85.18518518518519,5,מעייני הישועה,96.48562622070312
83.33333333333334,16,בני ציון,85.68128967285156
81.48148148148148,12,אסותא אשדוד,
80.3921568627451,19,שמיר (אסף הרופא),63.6363639831543
70,32,המרכזי בעמק,74.48275756835938
70,23,פוריה,70.1408462524414
69.23076923076923,23,זיו צפת,76.94524383544922
65,53,שיבא,98.35443115234375
63.33333333333333,12,הלל יפה,86.60194396972656
55.55555555555556,17,הכרמל,65.64417266845703
54.44444444444444,31,סוראסקי,106.1485900878906
52,103,רבין ק. בילינסון,92.3353271484375
49.206349206349195,22,ברזילי,75.5
47.05882352941176,29,וולפסון,68.66764068603516
46.25,26,קפלן,92.59928131103516
41.46341463414634,50,מאיר,75.06427001953125
32.05128205128205,30,סורוקה,71.4161605834961
31.70731707317073,22,השרון ק. גולדה,53.52696990966797
12.5,21,שניידר,85.65400695800781
