Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc
2020-12-19T00:00:00.000Z,44,61,0,0,0,0,0,0,0
2020-12-20T00:00:00.000Z,7377,7438,0.08,0,0,0,0,0,0
2020-12-21T00:00:00.000Z,24887,32325,0.35,0,0,0,0,0,0
2020-12-22T00:00:00.000Z,44621,76946,0.83,0,0,0,0,0,0
2020-12-23T00:00:00.000Z,62847,139793,1.5,0,0,0,0,0,0
2020-12-24T00:00:00.000Z,73343,213136,2.29,0,0,0,0,0,0
2020-12-25T00:00:00.000Z,38463,251599,2.71,0,0,0,0,0,0
2020-12-26T00:00:00.000Z,32583,284182,3.06,0,0,0,0,0,0
2020-12-27T00:00:00.000Z,104412,388594,4.18,0,0,0,0,0,0
2020-12-28T00:00:00.000Z,134861,523455,5.63,0,0,0,0,0,0
2020-12-29T00:00:00.000Z,156052,679507,7.31,0,0,0,0,0,0
2020-12-30T00:00:00.000Z,152823,832330,8.95,0,0,0,0,0,0
2020-12-31T00:00:00.000Z,158286,990616,10.65,0,0,0,0,0,0
2021-01-01T00:00:00.000Z,71273,1061889,11.42,0,0,0,0,0,0
2021-01-02T00:00:00.000Z,71637,1133526,12.19,0,0,0,0,0,0
2021-01-03T00:00:00.000Z,149471,1282997,13.8,0,0,0,0,0,0
2021-01-04T00:00:00.000Z,151908,1434905,15.43,1,1,0,0,0,0
2021-01-05T00:00:00.000Z,124917,1559822,16.77,0,1,0,0,0,0
2021-01-06T00:00:00.000Z,103114,1662936,17.88,1,2,0,0,0,0
2021-01-07T00:00:00.000Z,115854,1778790,19.13,5,7,0,0,0,0
2021-01-08T00:00:00.000Z,66312,1845102,19.84,3,10,0,0,0,0
2021-01-09T00:00:00.000Z,44463,1889565,20.32,22,32,0,0,0,0
2021-01-10T00:00:00.000Z,37552,1927117,20.72,5988,6020,0.06,0,0,0
2021-01-11T00:00:00.000Z,21031,1948148,20.95,19239,25259,0.27,0,0,0
2021-01-12T00:00:00.000Z,23917,1972065,21.21,35642,60901,0.65,0,0,0
2021-01-13T00:00:00.000Z,51935,2024000,21.77,56830,117731,1.27,0,0,0
2021-01-14T00:00:00.000Z,56309,2080309,22.37,68770,186501,2.01,0,0,0
2021-01-15T00:00:00.000Z,30627,2110936,22.7,35890,222391,2.39,0,0,0
2021-01-16T00:00:00.000Z,29367,2140303,23.02,25984,248375,2.67,0,0,0
2021-01-17T00:00:00.000Z,68267,2208570,23.75,84496,332871,3.58,0,0,0
2021-01-18T00:00:00.000Z,69542,2278112,24.5,120285,453156,4.87,0,0,0
2021-01-19T00:00:00.000Z,72626,2350738,25.28,137615,590771,6.35,0,0,0
2021-01-20T00:00:00.000Z,76578,2427316,26.1,143493,734264,7.9,0,0,0
2021-01-21T00:00:00.000Z,69708,2497024,26.85,164099,898363,9.66,0,0,0
2021-01-22T00:00:00.000Z,37727,2534751,27.26,70974,969337,10.42,0,0,0
2021-01-23T00:00:00.000Z,39866,2574617,27.69,53495,1022832,11,0,0,0
2021-01-24T00:00:00.000Z,68950,2643567,28.43,140434,1163266,12.51,0,0,0
2021-01-25T00:00:00.000Z,80747,2724314,29.3,139248,1302514,14.01,0,0,0
2021-01-26T00:00:00.000Z,78499,2802813,30.14,126156,1428670,15.36,0,0,0
2021-01-27T00:00:00.000Z,77712,2880525,30.98,124782,1553452,16.71,0,0,0
2021-01-28T00:00:00.000Z,79416,2959941,31.83,130370,1683822,18.11,0,0,0
2021-01-29T00:00:00.000Z,36527,2996468,32.22,64651,1748473,18.8,0,0,0
2021-01-30T00:00:00.000Z,34301,3030769,32.59,42677,1791150,19.26,0,0,0
2021-01-31T00:00:00.000Z,73198,3103967,33.38,59364,1850514,19.9,0,0,0
2021-02-01T00:00:00.000Z,82299,3186266,34.26,35224,1885738,20.28,0,0,0
2021-02-02T00:00:00.000Z,69879,3256145,35.02,30965,1916703,20.61,0,0,0
2021-02-03T00:00:00.000Z,60091,3316236,35.66,51291,1967994,21.16,0,0,0
2021-02-04T00:00:00.000Z,72412,3388648,36.44,57944,2025938,21.79,0,0,0
2021-02-05T00:00:00.000Z,33785,3422433,36.8,28670,2054608,22.09,0,0,0
2021-02-06T00:00:00.000Z,21540,3443973,37.03,22142,2076750,22.33,0,0,0
2021-02-07T00:00:00.000Z,53960,3497933,37.61,68558,2145308,23.07,0,0,0
2021-02-08T00:00:00.000Z,58494,3556427,38.24,65229,2210537,23.77,0,0,0
2021-02-09T00:00:00.000Z,66143,3622570,38.96,67334,2277871,24.5,0,0,0
2021-02-10T00:00:00.000Z,70347,3692917,39.71,72033,2349904,25.27,0,0,0
2021-02-11T00:00:00.000Z,81026,3773943,40.58,71756,2421660,26.04,0,0,0
2021-02-12T00:00:00.000Z,38948,3812891,41,37424,2459084,26.44,0,0,0
2021-02-13T00:00:00.000Z,27389,3840280,41.3,30360,2489444,26.77,0,0,0
2021-02-14T00:00:00.000Z,74747,3915027,42.1,68898,2558342,27.51,0,0,0
2021-02-15T00:00:00.000Z,81331,3996358,42.97,75510,2633852,28.32,0,0,0
2021-02-16T00:00:00.000Z,83327,4079685,43.87,78063,2711915,29.16,0,0,0
2021-02-17T00:00:00.000Z,61803,4141488,44.54,75376,2787291,29.97,0,0,0
2021-02-18T00:00:00.000Z,68986,4210474,45.28,79518,2866809,30.83,0,0,0
2021-02-19T00:00:00.000Z,39565,4250039,45.7,38003,2904812,31.24,0,0,0
2021-02-20T00:00:00.000Z,31586,4281625,46.04,28653,2933465,31.55,0,0,0
2021-02-21T00:00:00.000Z,79323,4360948,46.9,78380,3011845,32.39,0,0,0
2021-02-22T00:00:00.000Z,84894,4445842,47.81,80388,3092233,33.25,0,0,0
2021-02-23T00:00:00.000Z,77197,4523039,48.64,70251,3162484,34.01,0,0,0
2021-02-24T00:00:00.000Z,60887,4583926,49.29,62900,3225384,34.68,0,0,0
2021-02-25T00:00:00.000Z,51550,4635476,49.85,64576,3289960,35.38,0,0,0
2021-02-26T00:00:00.000Z,25766,4661242,50.12,31898,3321858,35.72,0,0,0
2021-02-27T00:00:00.000Z,18262,4679504,50.32,21133,3342991,35.95,0,0,0
2021-02-28T00:00:00.000Z,40174,4719678,50.75,55747,3398738,36.55,0,0,0
2021-03-01T00:00:00.000Z,45519,4765197,51.24,61280,3460018,37.21,0,0,0
2021-03-02T00:00:00.000Z,41011,4806208,51.68,64563,3524581,37.9,0,0,0
2021-03-03T00:00:00.000Z,41792,4848000,52.13,66588,3591169,38.62,0,0,0
2021-03-04T00:00:00.000Z,39486,4887486,52.56,78886,3670055,39.47,0,0,0
2021-03-05T00:00:00.000Z,17164,4904650,52.74,40331,3710386,39.9,0,0,0
2021-03-06T00:00:00.000Z,10570,4915220,52.86,25282,3735668,40.17,0,0,0
2021-03-07T00:00:00.000Z,30982,4946202,53.19,72696,3808364,40.95,0,0,0
2021-03-08T00:00:00.000Z,27161,4973363,53.48,73103,3881467,41.74,0,0,0
2021-03-09T00:00:00.000Z,26504,4999867,53.77,76498,3957965,42.56,0,0,0
2021-03-10T00:00:00.000Z,23099,5022966,54.01,58517,4016482,43.19,0,0,0
2021-03-11T00:00:00.000Z,23065,5046031,54.26,68905,4085387,43.93,0,0,0
2021-03-12T00:00:00.000Z,11100,5057131,54.38,41306,4126693,44.38,0,0,0
2021-03-13T00:00:00.000Z,7850,5064981,54.47,25184,4151877,44.65,0,0,0
2021-03-14T00:00:00.000Z,20824,5085805,54.69,73849,4225726,45.44,0,0,0
2021-03-15T00:00:00.000Z,19926,5105731,54.9,78080,4303806,46.28,0,0,0
2021-03-16T00:00:00.000Z,18538,5124269,55.1,71372,4375178,47.05,0,0,0
2021-03-17T00:00:00.000Z,17497,5141766,55.29,58850,4434028,47.68,0,0,0
2021-03-18T00:00:00.000Z,15834,5157600,55.46,57979,4492007,48.3,0,0,0
2021-03-19T00:00:00.000Z,6749,5164349,55.53,27879,4519886,48.6,0,0,0
2021-03-20T00:00:00.000Z,5123,5169472,55.59,15234,4535120,48.77,0,0,0
2021-03-21T00:00:00.000Z,13039,5182511,55.73,40380,4575500,49.2,0,0,0
2021-03-22T00:00:00.000Z,13351,5195862,55.87,40385,4615885,49.64,0,0,0
2021-03-23T00:00:00.000Z,2605,5198467,55.9,7158,4623043,49.71,0,0,0
2021-03-24T00:00:00.000Z,10793,5209260,56.02,46371,4669414,50.21,0,0,0
2021-03-25T00:00:00.000Z,10038,5219298,56.13,35277,4704691,50.59,0,0,0
2021-03-26T00:00:00.000Z,4008,5223306,56.17,13221,4717912,50.73,0,0,0
2021-03-27T00:00:00.000Z,1709,5225015,56.19,4202,4722114,50.78,0,0,0
2021-03-28T00:00:00.000Z,2038,5227053,56.21,4552,4726666,50.83,0,0,0
2021-03-29T00:00:00.000Z,6771,5233824,56.28,29873,4756539,51.15,0,0,0
2021-03-30T00:00:00.000Z,7661,5241485,56.36,22241,4778780,51.39,0,0,0
2021-03-31T00:00:00.000Z,7955,5249440,56.45,19264,4798044,51.6,0,0,0
2021-04-01T00:00:00.000Z,7946,5257386,56.54,18479,4816523,51.79,0,0,0
