name,value
פראמדיקים,0
חובשי רפואת חירום,0
ריפוי בעיסוק,8
קלינאות תקשורת,8
שירות סוציאלי,10
פסיכולוגיה,12
מערך לוגיסטי,25
פיזיותרפיה,32
רוקחות,35
מעבדה,39
כוח עזר,75
סקטורים אחרים,184
מינהל ומשק,506
