name,value
פראמדיקים,15
קלינאות תקשורת,21
פסיכולוגיה,28
ריפוי בעיסוק,37
שירות סוציאלי,43
פיזיותרפיה,49
מעבדה,58
חובשי רפואת חירום,74
כוח עזר,78
רוקחות,80
מערך לוגיסטי,91
מינהל ומשק,462
סקטורים אחרים,1419
