period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
All,0-9,1656631,625977,37.79
6_Month,0-9,1390058,501255,36.06
1_Month,0-9,965832,353889,36.64
3_Month,0-9,1139173,390721,34.3
1_Year,0-9,1507672,540674,35.86
3_Month,10-19,1033098,433297,41.94
1_Month,10-19,788549,374096,47.44
All,10-19,1564365,675059,43.15
1_Year,10-19,1382185,547802,39.63
6_Month,10-19,1255912,513829,40.91
6_Month,20-29,1022239,336613,32.93
1_Month,20-29,562483,240494,42.76
3_Month,20-29,785821,281283,35.79
1_Year,20-29,1168416,363359,31.1
All,20-29,1351158,471561,34.9
1_Month,30-39,581281,260888,44.88
3_Month,30-39,768282,293965,38.26
6_Month,30-39,969323,350188,36.13
All,30-39,1244154,450347,36.2
1_Year,30-39,1094777,373699,34.13
1_Month,40-49,535119,236319,44.16
3_Month,40-49,704832,266927,37.87
6_Month,40-49,865746,308361,35.62
1_Year,40-49,967167,327513,33.86
All,40-49,1099549,395479,35.97
1_Year,50-59,718146,205834,28.66
1_Month,50-59,373595,152354,40.78
3_Month,50-59,509776,170795,33.5
All,50-59,831010,259266,31.2
6_Month,50-59,637907,193051,30.26
3_Month,60-69,405337,111698,27.56
6_Month,60-69,508876,124304,24.43
1_Year,60-69,573961,133449,23.25
All,60-69,666441,169624,25.45
1_Month,60-69,299639,99222,33.11
3_Month,70-79,240183,56310,23.44
6_Month,70-79,306399,62673,20.45
All,70-79,410555,87044,21.2
1_Year,70-79,350770,68034,19.4
1_Month,70-79,174694,49632,28.41
1_Month,80-89,72021,19806,27.5
3_Month,80-89,93645,21918,23.41
6_Month,80-89,119281,25131,21.07
1_Year,80-89,141514,27669,19.55
All,80-89,177449,37818,21.31
1_Month,90+,18974,5401,28.47
3_Month,90+,23548,5906,25.08
6_Month,90+,29319,6765,23.07
1_Year,90+,35523,7460,21
All,90+,47090,10889,23.12
