amount,date,recovered
0,2020-02-12T00:00:00.000Z,0
0,2020-02-13T00:00:00.000Z,0
0,2020-02-14T00:00:00.000Z,0
0,2020-02-15T00:00:00.000Z,0
0,2020-02-16T00:00:00.000Z,0
0,2020-02-17T00:00:00.000Z,0
0,2020-02-18T00:00:00.000Z,0
0,2020-02-19T00:00:00.000Z,0
0,2020-02-20T00:00:00.000Z,0
1,2020-02-21T00:00:00.000Z,0
0,2020-02-22T00:00:00.000Z,0
0,2020-02-23T00:00:00.000Z,0
1,2020-02-24T00:00:00.000Z,0
0,2020-02-25T00:00:00.000Z,0
0,2020-02-26T00:00:00.000Z,0
1,2020-02-27T00:00:00.000Z,0
3,2020-02-28T00:00:00.000Z,0
0,2020-02-29T00:00:00.000Z,0
1,2020-03-01T00:00:00.000Z,1
5,2020-03-02T00:00:00.000Z,0
3,2020-03-03T00:00:00.000Z,1
0,2020-03-04T00:00:00.000Z,1
2,2020-03-05T00:00:00.000Z,0
4,2020-03-06T00:00:00.000Z,1
4,2020-03-07T00:00:00.000Z,0
9,2020-03-08T00:00:00.000Z,1
4,2020-03-09T00:00:00.000Z,2
33,2020-03-10T00:00:00.000Z,0
20,2020-03-11T00:00:00.000Z,0
21,2020-03-12T00:00:00.000Z,0
36,2020-03-13T00:00:00.000Z,1
29,2020-03-14T00:00:00.000Z,0
38,2020-03-15T00:00:00.000Z,1
73,2020-03-16T00:00:00.000Z,1
94,2020-03-17T00:00:00.000Z,6
118,2020-03-18T00:00:00.000Z,5
135,2020-03-19T00:00:00.000Z,11
168,2020-03-20T00:00:00.000Z,4
210,2020-03-21T00:00:00.000Z,4
254,2020-03-22T00:00:00.000Z,8
352,2020-03-23T00:00:00.000Z,15
423,2020-03-24T00:00:00.000Z,10
425,2020-03-25T00:00:00.000Z,16
520,2020-03-26T00:00:00.000Z,18
434,2020-03-27T00:00:00.000Z,11
480,2020-03-28T00:00:00.000Z,26
532,2020-03-29T00:00:00.000Z,39
546,2020-03-30T00:00:00.000Z,33
738,2020-03-31T00:00:00.000Z,67
701,2020-04-01T00:00:00.000Z,76
719,2020-04-02T00:00:00.000Z,98
597,2020-04-03T00:00:00.000Z,97
427,2020-04-04T00:00:00.000Z,61
583,2020-04-05T00:00:00.000Z,107
451,2020-04-06T00:00:00.000Z,106
378,2020-04-07T00:00:00.000Z,134
338,2020-04-08T00:00:00.000Z,152
343,2020-04-09T00:00:00.000Z,113
359,2020-04-10T00:00:00.000Z,205
345,2020-04-11T00:00:00.000Z,172
554,2020-04-12T00:00:00.000Z,347
438,2020-04-13T00:00:00.000Z,313
399,2020-04-14T00:00:00.000Z,386
311,2020-04-15T00:00:00.000Z,304
296,2020-04-16T00:00:00.000Z,361
298,2020-04-17T00:00:00.000Z,374
291,2020-04-18T00:00:00.000Z,376
277,2020-04-19T00:00:00.000Z,307
299,2020-04-20T00:00:00.000Z,541
283,2020-04-21T00:00:00.000Z,450
226,2020-04-22T00:00:00.000Z,364
276,2020-04-23T00:00:00.000Z,391
248,2020-04-24T00:00:00.000Z,508
159,2020-04-25T00:00:00.000Z,437
83,2020-04-26T00:00:00.000Z,235
127,2020-04-27T00:00:00.000Z,568
160,2020-04-28T00:00:00.000Z,507
82,2020-04-29T00:00:00.000Z,431
142,2020-04-30T00:00:00.000Z,406
117,2020-05-01T00:00:00.000Z,650
57,2020-05-02T00:00:00.000Z,268
27,2020-05-03T00:00:00.000Z,150
53,2020-05-04T00:00:00.000Z,366
32,2020-05-05T00:00:00.000Z,358
65,2020-05-06T00:00:00.000Z,218
61,2020-05-07T00:00:00.000Z,271
33,2020-05-08T00:00:00.000Z,303
19,2020-05-09T00:00:00.000Z,112
29,2020-05-10T00:00:00.000Z,126
39,2020-05-11T00:00:00.000Z,451
23,2020-05-12T00:00:00.000Z,206
39,2020-05-13T00:00:00.000Z,186
22,2020-05-14T00:00:00.000Z,253
12,2020-05-15T00:00:00.000Z,236
5,2020-05-16T00:00:00.000Z,67
15,2020-05-17T00:00:00.000Z,140
27,2020-05-18T00:00:00.000Z,300
22,2020-05-19T00:00:00.000Z,200
15,2020-05-20T00:00:00.000Z,130
17,2020-05-21T00:00:00.000Z,215
20,2020-05-22T00:00:00.000Z,175
5,2020-05-23T00:00:00.000Z,37
13,2020-05-24T00:00:00.000Z,121
22,2020-05-25T00:00:00.000Z,191
50,2020-05-26T00:00:00.000Z,97
40,2020-05-27T00:00:00.000Z,107
77,2020-05-28T00:00:00.000Z,155
113,2020-05-29T00:00:00.000Z,42
28,2020-05-30T00:00:00.000Z,35
88,2020-05-31T00:00:00.000Z,63
100,2020-06-01T00:00:00.000Z,116
121,2020-06-02T00:00:00.000Z,57
97,2020-06-03T00:00:00.000Z,50
141,2020-06-04T00:00:00.000Z,82
124,2020-06-05T00:00:00.000Z,51
78,2020-06-06T00:00:00.000Z,45
140,2020-06-07T00:00:00.000Z,68
179,2020-06-08T00:00:00.000Z,50
172,2020-06-09T00:00:00.000Z,59
238,2020-06-10T00:00:00.000Z,82
191,2020-06-11T00:00:00.000Z,87
183,2020-06-12T00:00:00.000Z,79
149,2020-06-13T00:00:00.000Z,52
136,2020-06-14T00:00:00.000Z,47
198,2020-06-15T00:00:00.000Z,78
297,2020-06-16T00:00:00.000Z,50
269,2020-06-17T00:00:00.000Z,69
303,2020-06-18T00:00:00.000Z,82
307,2020-06-19T00:00:00.000Z,71
158,2020-06-20T00:00:00.000Z,62
174,2020-06-21T00:00:00.000Z,46
342,2020-06-22T00:00:00.000Z,101
447,2020-06-23T00:00:00.000Z,129
486,2020-06-24T00:00:00.000Z,68
514,2020-06-25T00:00:00.000Z,135
465,2020-06-26T00:00:00.000Z,138
399,2020-06-27T00:00:00.000Z,96
382,2020-06-28T00:00:00.000Z,109
750,2020-06-29T00:00:00.000Z,196
783,2020-06-30T00:00:00.000Z,131
969,2020-07-01T00:00:00.000Z,126
1146,2020-07-02T00:00:00.000Z,149
939,2020-07-03T00:00:00.000Z,142
830,2020-07-04T00:00:00.000Z,157
833,2020-07-05T00:00:00.000Z,159
1134,2020-07-06T00:00:00.000Z,174
1384,2020-07-07T00:00:00.000Z,182
1322,2020-07-08T00:00:00.000Z,132
1524,2020-07-09T00:00:00.000Z,194
1407,2020-07-10T00:00:00.000Z,206
1167,2020-07-11T00:00:00.000Z,225
1240,2020-07-12T00:00:00.000Z,274
1718,2020-07-13T00:00:00.000Z,346
1608,2020-07-14T00:00:00.000Z,333
1874,2020-07-15T00:00:00.000Z,432
1936,2020-07-16T00:00:00.000Z,516
1598,2020-07-17T00:00:00.000Z,501
1441,2020-07-18T00:00:00.000Z,592
1015,2020-07-19T00:00:00.000Z,450
1883,2020-07-20T00:00:00.000Z,867
2005,2020-07-21T00:00:00.000Z,1291
2043,2020-07-22T00:00:00.000Z,2129
1958,2020-07-23T00:00:00.000Z,2534
1832,2020-07-24T00:00:00.000Z,560
1108,2020-07-25T00:00:00.000Z,778
1041,2020-07-26T00:00:00.000Z,516
2058,2020-07-27T00:00:00.000Z,158
1865,2020-07-28T00:00:00.000Z,134
