age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,652864,551996,1538337,42.4,35.9
20-29,1029155,939613,1300361,79.1,72.3
30-39,998305,930684,1197026,83.4,77.7
40-49,949714,891091,1098556,86.5,81.1
50-59,762878,718926,849966,89.8,84.6
60-69,674420,645766,741639,90.9,87.1
70-79,468985,456262,490784,95.6,93
80-89,212210,206182,225538,94.1,91.4
90+,48164,46386,51496,93.5,90.1
