city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
ירושלים,138433,3731,2648,61093,39
תל אביב - יפו,38540,3695,2309,64349,81
אשדוד,33896,3575,2411,29231,158
נתניה,26211,2913,1749,25250,134
פתח תקווה,29076,2599,1712,32731,105
בני ברק,52791,2566,2033,15334,126
ראשון לציון,22023,2476,1491,29981,101
חיפה,22030,2368,1612,29392,87
באר שבע,20618,2201,1453,25752,111
חולון,20805,2047,1363,21468,110
אשקלון,16262,1808,1115,16274,126
רחובות,15804,1645,1043,17728,116
בית שמש,22442,1395,1200,10799,104
בת ים,13579,1363,889,13749,107
חדרה,10498,1357,838,11465,140
רמת גן,11568,1187,729,18845,79
ערד,4271,1063,779,5801,389
רמלה,12126,1019,658,7459,133
קרית גת,9772,953,675,6522,162
קרית אתא,6536,894,643,6533,155
לוד,10822,847,544,7481,106
הרצליה,6646,782,495,14140,83
אלעד,13081,781,542,4653,163
ראש העין,7401,768,527,8775,118
אילת,4110,756,543,7277,133
רעננה,5890,722,388,13369,94
רכסים,4089,713,511,2897,552
כפר סבא,6523,707,419,14547,72
מודיעין עילית,26202,671,557,3922,84
אופקים,5556,668,510,4147,199
טבריה,5738,653,433,4537,142
נתיבות,8430,630,472,4576,156
מודיעין-מכבים-רעות,6946,621,424,13639,70
יבנה,6207,614,405,5887,127
עפולה,5681,610,434,5594,109
אור יהודה,5791,589,385,4160,170
קרית מוצקין,3741,522,344,5199,114
פרדס חנה-כרכור,4166,520,326,6226,123
נהריה,4813,502,355,5033,83
קרית ים,3608,487,314,4634,126
מגדל העמק,3071,460,303,3153,176
נס ציונה,3718,459,287,6585,100
נצרת,10084,455,281,4517,58
עכו,5241,453,333,4282,88
באר יעקב,3306,420,299,4236,156
נוף הגליל,3658,413,278,4192,93
בית שאן,2610,402,256,2181,203
הוד השרון,4247,387,247,9073,63
קרית ביאליק,3325,386,243,4097,95
קרית מלאכי,5445,380,245,2407,152
שדרות,3932,376,259,3030,133
גבעתיים,3230,363,204,7450,66
גדרה,2713,351,215,3724,139
מעלה אדומים,4772,327,212,3680,88
צפת,5572,314,201,2607,87
דימונה,3250,307,227,4298,85
כפר יונה,2492,283,173,3562,117
קרית אונו,2795,271,167,5200,72
רמת השרון,3103,271,163,6987,60
כרמיאל,3179,258,185,4070,56
גן יבנה,2268,250,149,2766,111
גבעת זאב,4160,247,202,1824,125
טירת כרמל,1910,242,168,2344,100
רהט,5383,240,144,2257,35
גבעת שמואל,2412,239,140,3532,93
"כפר חב""ד",2098,232,131,1362,332
יהוד,2737,230,148,3598,79
אור עקיבא,2199,219,127,1734,110
נשר,1463,202,140,2290,92
ביתר עילית,13247,189,146,1654,30
טמרה,4212,183,113,1883,53
מגאר,2499,181,102,1252,78
גני תקווה,1870,177,115,3050,84
חריש,2194,175,120,1643,85
שפרעם,4516,171,121,2061,41
יקנעם עילית,1589,168,112,2376,72
אום אל-פחם,6544,167,106,1941,29
ירוחם,1269,166,131,1649,153
קדימה-צורן,1761,164,97,2722,78
מבשרת ציון,2347,163,117,2799,70
תל מונד,836,159,96,2244,122
אריאל,1367,155,99,2340,85
זכרון יעקב,1813,153,90,2817,68
שוהם,1584,150,97,2952,75
קרית עקרון,1289,149,109,1276,140
באקה אל-גרביה,3049,148,100,1268,49
מעלות-תרשיחא,2028,145,95,1966,63
טירה,3134,143,69,1810,53
טייבה,5058,142,91,2500,32
מזכרת בתיה,1200,142,88,2038,93
חצור הגלילית,1692,139,102,855,138
בנימינה-גבעת עדה,1121,137,89,2559,94
עתלית,653,137,69,1142,150
סח'נין,4877,135,81,1672,41
קרית שמונה,1627,129,84,1848,58
עראבה,2666,129,76,1367,48
ג'דיידה-מכר,2404,128,83,1013,61
אבן יהודה,995,122,77,2206,91
דאלית אל-כרמל,2546,112,66,750,64
קרית טבעון,905,109,67,2050,68
אזור,1567,97,73,1391,79
יד בנימין,876,96,64,829,225
קלנסווה,2670,96,64,1697,41
בית דגן,764,94,59,938,143
כפר קרע,1932,91,54,946,47
כפר קאסם,3622,88,50,1209,36
קרני שומרון,987,87,73,1335,90
קרית יערים,1709,86,79,873,134
שלומי,637,85,56,576,124
כפר כנא,2597,84,49,989,36
אעבלין,1365,79,52,577,59
ג'לג'וליה,1076,73,40,606,71
עומר,462,72,50,1634,90
גבע בנימין,831,72,58,517,131
מעלה עירון,2032,72,45,475,47
פוריידיס,1420,71,48,414,53
ריינה,1903,69,46,669,41
ג'ת,1424,67,54,599,54
יפיע,2405,67,34,708,35
קרית ארבע,968,66,44,587,89
ניצן,358,65,50,412,273
דייר חנא,1595,64,40,559,59
רמת ישי,428,63,35,972,85
בית אריה,387,62,44,625,120
מיתר,595,61,49,1774,58
כפר יאסיף,1094,61,37,701,57
אבו סנאן,1517,59,38,844,44
כוכב יעקב,2025,59,45,588,64
ערערה,2202,58,23,828,29
פרדסיה,451,57,36,1000,83
כוכב יאיר,633,57,40,1244,62
נחף,1314,56,37,422,41
צור יצחק,373,55,33,987,85
אורנית,632,53,32,1373,59
טורעאן,1409,53,36,677,36
"בני עי""ש",662,52,42,653,78
מבוא חורון,411,52,40,465,201
קיסריה,372,52,33,919,92
עיילבון,694,51,38,450,89
עספיא,1513,51,26,546,41
להבים,388,50,20,1185,78
אלפי מנשה,491,50,32,1148,63
צור הדסה,795,50,40,1041,51
אפרת,1226,50,35,1916,42
"בסמ""ה",1001,47,37,434,43
בסמת טבעון,587,46,33,281,58
אכסאל,1612,46,29,523,30
אליכין,383,45,32,452,129
טלמון,638,44,30,701,87
אבו גוש,1357,44,31,985,54
תל שבע,662,42,25,518,20
שערי תקווה,589,42,23,655,74
בית אל,651,40,32,685,71
אבו ג'ווייעד (שבט),136,40,26,573,86
קדומים,495,40,28,642,87
ראמה,1063,39,31,431,47
קצרין,419,39,28,658,51
פסוטה,347,38,19,217,112
כפר אדומים,353,38,28,607,87
כפר ורדים,347,37,26,573,67
גבעת אבני,183,37,21,342,178
מרכז שפירא,303,37,30,401,165
בית ג'ן,2050,37,30,511,31
אלקנה,366,36,33,486,94
מג'ד אל-כרום,2272,36,22,474,23
סביון,361,35,15,878,81
כסרא-סמיע,1142,35,18,234,40
כוכב השחר,341,35,27,505,136
עלי,463,34,22,526,82
נוף איילון,310,34,29,533,149
תפרח,758,34,27,206,152
בועיינה-נוג'ידאת,1062,33,17,408,32
אחוזת ברק,195,33,28,482,134
הושעיה,210,32,17,665,154
כפר תבור,308,32,24,516,72
בת חפר,374,32,22,575,63
הר אדר,282,32,22,717,79
ביר אל-מכסור,684,31,24,310,30
ג'סר א-זרקא,1040,31,17,757,20
מצפה יריחו,315,31,23,357,127
שילה,461,30,26,520,65
מזרעה,366,29,25,174,72
כעביה-טבאש-חג'אג'רה,628,29,26,164,49
לא ידוע,353,28,20,522,45
חורה,950,28,16,365,15
מתן,237,27,18,583,84
זרזיר,562,27, 11-14 ,232,31
בענה,1034,27,21,312,32
כאבול,1368,27,15,564,22
כפר מנדא,1765,26,15,520,13
פדואל,286,26,20,355,121
עלי זהב,432,26,20,633,64
גן נר,203,25,15,285,94
כפר כמא,212,25, 11-14 ,220,73
מצפה רמון,333,25,19,501,50
זמר,647,25,21,261,35
שגב-שלום,391,25,15,287,22
מג'דל שמס,1785,24,16,200,21
צור משה,169,24,18,347,91
ירכא,2179,24,18,500,15
גבעת ברנר,121,23, 11-14 ,783,98
חשמונאים,520,23,18,617,79
