section,female,male,period,order_period
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 3, 'percentage': 0.6}",חודש אחרון,5
0-9,"{'amount': 7, 'percentage': 0.2}","{'amount': 8, 'percentage': 0.2}",שנה,2
0-9,"{'amount': 3, 'percentage': 0.3}","{'amount': 3, 'percentage': 0.3}",6 חודשים,3
0-9,"{'amount': 1, 'percentage': 0.2}","{'amount': 3, 'percentage': 0.5}",3 חודשים,4
0-9,"{'amount': 10, 'percentage': 0.2}","{'amount': 10, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 10, 'percentage': 0.2}","{'amount': 15, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 1, 'percentage': 0.2}","{'amount': 3, 'percentage': 0.6}",חודש אחרון,5
10-19,"{'amount': 1, 'percentage': 0.2}","{'amount': 4, 'percentage': 0.6}",3 חודשים,4
10-19,"{'amount': 3, 'percentage': 0.3}","{'amount': 5, 'percentage': 0.5}",6 חודשים,3
10-19,"{'amount': 7, 'percentage': 0.2}","{'amount': 12, 'percentage': 0.3}",שנה,2
20-29,"{'amount': 8, 'percentage': 0.8}","{'amount': 12, 'percentage': 1.2}",6 חודשים,3
20-29,"{'amount': 5, 'percentage': 0.8}","{'amount': 5, 'percentage': 0.8}",3 חודשים,4
20-29,"{'amount': 4, 'percentage': 0.8}","{'amount': 4, 'percentage': 0.8}",חודש אחרון,5
20-29,"{'amount': 42, 'percentage': 1}","{'amount': 34, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 32, 'percentage': 0.9}","{'amount': 32, 'percentage': 0.9}",שנה,2
30-39,"{'amount': 69, 'percentage': 2}","{'amount': 53, 'percentage': 1.5}",שנה,2
30-39,"{'amount': 33, 'percentage': 3.3}","{'amount': 20, 'percentage': 2}",6 חודשים,3
30-39,"{'amount': 13, 'percentage': 2}","{'amount': 14, 'percentage': 2.1}",3 חודשים,4
30-39,"{'amount': 12, 'percentage': 2.3}","{'amount': 13, 'percentage': 2.5}",חודש אחרון,5
30-39,"{'amount': 79, 'percentage': 1.8}","{'amount': 72, 'percentage': 1.7}",מתחילת קורונה,1
40-49,"{'amount': 90, 'percentage': 2.5}","{'amount': 160, 'percentage': 4.5}",שנה,2
40-49,"{'amount': 30, 'percentage': 3}","{'amount': 58, 'percentage': 5.8}",6 חודשים,3
40-49,"{'amount': 20, 'percentage': 3.1}","{'amount': 36, 'percentage': 5.5}",3 חודשים,4
40-49,"{'amount': 19, 'percentage': 3.7}","{'amount': 30, 'percentage': 5.9}",חודש אחרון,5
40-49,"{'amount': 104, 'percentage': 2.4}","{'amount': 189, 'percentage': 4.3}",מתחילת קורונה,1
50-59,"{'amount': 62, 'percentage': 6.2}","{'amount': 103, 'percentage': 10.3}",6 חודשים,3
50-59,"{'amount': 32, 'percentage': 4.9}","{'amount': 53, 'percentage': 8.1}",3 חודשים,4
50-59,"{'amount': 153, 'percentage': 4.3}","{'amount': 339, 'percentage': 9.6}",שנה,2
50-59,"{'amount': 179, 'percentage': 4.1}","{'amount': 407, 'percentage': 9.3}",מתחילת קורונה,1
50-59,"{'amount': 27, 'percentage': 5.3}","{'amount': 47, 'percentage': 9.2}",חודש אחרון,5
60-69,"{'amount': 67, 'percentage': 10.3}","{'amount': 88, 'percentage': 13.5}",3 חודשים,4
60-69,"{'amount': 102, 'percentage': 10.2}","{'amount': 129, 'percentage': 12.8}",6 חודשים,3
60-69,"{'amount': 53, 'percentage': 10.4}","{'amount': 68, 'percentage': 13.3}",חודש אחרון,5
60-69,"{'amount': 348, 'percentage': 8}","{'amount': 714, 'percentage': 16.4}",מתחילת קורונה,1
60-69,"{'amount': 297, 'percentage': 8.4}","{'amount': 580, 'percentage': 16.4}",שנה,2
70-79,"{'amount': 41, 'percentage': 8}","{'amount': 81, 'percentage': 15.8}",חודש אחרון,5
70-79,"{'amount': 56, 'percentage': 8.6}","{'amount': 110, 'percentage': 16.9}",3 חודשים,4
70-79,"{'amount': 96, 'percentage': 9.6}","{'amount': 145, 'percentage': 14.4}",6 חודשים,3
70-79,"{'amount': 331, 'percentage': 9.4}","{'amount': 623, 'percentage': 17.6}",שנה,2
70-79,"{'amount': 400, 'percentage': 9.2}","{'amount': 785, 'percentage': 18}",מתחילת קורונה,1
80-89,"{'amount': 53, 'percentage': 8.1}","{'amount': 69, 'percentage': 10.6}",3 חודשים,4
80-89,"{'amount': 251, 'percentage': 7.1}","{'amount': 360, 'percentage': 10.2}",שנה,2
80-89,"{'amount': 69, 'percentage': 6.9}","{'amount': 93, 'percentage': 9.3}",6 חודשים,3
80-89,"{'amount': 36, 'percentage': 7}","{'amount': 56, 'percentage': 10.9}",חודש אחרון,5
80-89,"{'amount': 320, 'percentage': 7.4}","{'amount': 460, 'percentage': 10.6}",מתחילת קורונה,1
90+,"{'amount': 84, 'percentage': 1.9}","{'amount': 91, 'percentage': 2.1}",מתחילת קורונה,1
90+,"{'amount': 7, 'percentage': 1.4}","{'amount': 7, 'percentage': 1.4}",חודש אחרון,5
90+,"{'amount': 11, 'percentage': 1.7}","{'amount': 11, 'percentage': 1.7}",3 חודשים,4
90+,"{'amount': 15, 'percentage': 1.5}","{'amount': 15, 'percentage': 1.5}",6 חודשים,3
90+,"{'amount': 63, 'percentage': 1.8}","{'amount': 69, 'percentage': 2}",שנה,2
