gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,חודש אחרון,39934,11.5,1,0.1,8,1.4,16,0.8
זכר,0-9,מתחילת קורונה,401217,10.9,7,0.1,30,0.5,101,0.4
זכר,0-9,3 חודשים,257056,11,4,0.2,16,1.4,45,0.8
זכר,0-9,6 חודשים,285271,11.4,4,0.1,19,1.1,57,0.7
זכר,0-9,שנה,334348,11.7,5,0.1,22,0.9,76,0.6
נקבה,0-9,מתחילת קורונה,310280,8.4,4,0,15,0.3,69,0.2
נקבה,0-9,חודש אחרון,27951,8.1,0,0,4,0.7,15,0.7
נקבה,0-9,3 חודשים,188435,8.1,1,0,8,0.7,32,0.6
נקבה,0-9,6 חודשים,213062,8.5,1,0,8,0.5,42,0.5
נקבה,0-9,שנה,255638,8.9,2,0,10,0.4,59,0.5
זכר,10-19,6 חודשים,272269,10.9,5,0.2,12,0.7,29,0.4
זכר,10-19,שנה,310646,10.8,5,0.1,14,0.5,39,0.3
זכר,10-19,מתחילת קורונה,405279,11,7,0.1,22,0.4,69,0.2
זכר,10-19,חודש אחרון,34593,10,1,0.1,3,0.5,7,0.3
זכר,10-19,3 חודשים,253112,10.8,4,0.2,8,0.7,21,0.4
נקבה,10-19,מתחילת קורונה,373815,10.2,7,0.1,20,0.3,62,0.2
נקבה,10-19,3 חודשים,235937,10.1,2,0.1,8,0.7,14,0.2
נקבה,10-19,חודש אחרון,29784,8.6,0,0,3,0.5,8,0.4
נקבה,10-19,6 חודשים,254994,10.2,3,0.1,12,0.7,23,0.3
נקבה,10-19,שנה,292505,10.2,4,0.1,14,0.5,33,0.3
זכר,20-29,3 חודשים,125942,5.4,1,0,9,0.8,37,0.6
זכר,20-29,שנה,156936,5.5,8,0.2,31,1.2,107,0.9
זכר,20-29,חודש אחרון,16318,4.7,0,0,3,0.5,11,0.5
זכר,20-29,6 חודשים,133171,5.3,4,0.1,20,1.2,62,0.8
זכר,20-29,מתחילת קורונה,227229,6.2,24,0.2,52,0.9,212,0.8
נקבה,20-29,מתחילת קורונה,314373,8.5,21,0.2,54,0.9,244,0.9
נקבה,20-29,חודש אחרון,24961,7.2,1,0.1,2,0.3,5,0.2
נקבה,20-29,3 חודשים,192925,8.2,5,0.2,12,1.1,22,0.4
נקבה,20-29,6 חודשים,204150,8.2,6,0.2,15,0.9,60,0.8
נקבה,20-29,שנה,233130,8.1,9,0.2,22,0.9,108,0.9
זכר,30-39,מתחילת קורונה,215772,5.9,49,0.5,93,1.6,565,2
זכר,30-39,6 חודשים,141268,5.7,13,0.4,32,1.9,133,1.7
זכר,30-39,שנה,163759,5.7,26,0.6,50,2,237,1.9
זכר,30-39,חודש אחרון,20571,5.9,1,0.1,16,2.8,15,0.7
זכר,30-39,3 חודשים,133351,5.7,7,0.3,23,2,46,0.8
נקבה,30-39,חודש אחרון,30933,8.9,2,0.3,5,0.9,13,0.6
נקבה,30-39,מתחילת קורונה,310331,8.4,36,0.3,92,1.6,548,2
נקבה,30-39,3 חודשים,206923,8.8,4,0.2,8,0.7,53,0.9
נקבה,30-39,6 חודשים,220470,8.8,9,0.3,24,1.4,134,1.7
נקבה,30-39,שנה,250026,8.7,16,0.4,48,1.9,254,2.1
זכר,40-49,3 חודשים,124656,5.3,15,0.7,43,3.8,129,2.3
זכר,40-49,שנה,149483,5.2,59,1.3,119,4.6,532,4.3
זכר,40-49,חודש אחרון,19765,5.7,5,0.7,17,3,53,2.5
זכר,40-49,6 חודשים,130984,5.2,38,1.3,76,4.5,289,3.6
זכר,40-49,מתחילת קורונה,193116,5.3,117,1.1,241,4.1,1306,4.7
נקבה,40-49,חודש אחרון,29148,8.4,2,0.3,12,2.1,29,1.4
נקבה,40-49,3 חודשים,186492,8,10,0.5,18,1.6,72,1.3
נקבה,40-49,מתחילת קורונה,270351,7.4,74,0.7,139,2.4,900,3.2
נקבה,40-49,6 חודשים,194929,7.8,19,0.7,41,2.4,206,2.6
נקבה,40-49,שנה,217985,7.6,27,0.6,62,2.4,390,3.2
זכר,50-59,מתחילת קורונה,127937,3.5,371,3.6,529,9.1,2164,7.8
זכר,50-59,6 חודשים,84491,3.4,98,3.4,155,9.1,471,5.9
זכר,50-59,חודש אחרון,12850,3.7,17,2.3,52,9.1,105,5
זכר,50-59,3 חודשים,81602,3.5,50,2.3,92,8.1,269,4.7
זכר,50-59,שנה,95391,3.3,156,3.6,243,9.5,795,6.4
נקבה,50-59,מתחילת קורונה,174343,4.7,192,1.9,248,4.3,1495,5.4
נקבה,50-59,חודש אחרון,19901,5.7,8,1.1,21,3.7,58,2.7
נקבה,50-59,6 חודשים,123248,4.9,54,1.9,84,4.9,340,4.3
נקבה,50-59,3 חודשים,119311,5.1,33,1.5,51,4.5,183,3.2
נקבה,50-59,שנה,136684,4.8,87,2,135,5.3,603,4.9
זכר,60-69,3 חודשים,55329,2.4,139,6.5,136,11.9,508,8.9
זכר,60-69,שנה,64201,2.2,373,8.5,330,12.9,1200,9.7
זכר,60-69,חודש אחרון,8823,2.5,56,7.7,83,14.5,190,9
זכר,60-69,6 חודשים,57006,2.3,231,8,215,12.6,750,9.4
זכר,60-69,מתחילת קורונה,86352,2.3,960,9.3,897,15.4,3176,11.4
נקבה,60-69,מתחילת קורונה,110447,3,530,5.1,469,8.1,2119,7.6
נקבה,60-69,6 חודשים,79009,3.2,154,5.3,149,8.7,549,6.9
נקבה,60-69,חודש אחרון,13252,3.8,34,4.7,49,8.6,137,6.5
נקבה,60-69,3 חודשים,76628,3.3,79,3.7,75,6.6,356,6.2
נקבה,60-69,שנה,87363,3,268,6.1,231,9,921,7.4
