gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,חודש אחרון,31347,10.6,1,0.2,7,1.3,13,0.7
זכר,0-9,6 חודשים,282310,11.3,4,0.1,19,1.1,58,0.7
זכר,0-9,שנה,334626,11.6,5,0.1,22,0.9,77,0.6
זכר,0-9,מתחילת קורונה,402088,10.9,7,0.1,30,0.5,102,0.4
זכר,0-9,3 חודשים,257653,10.9,4,0.2,16,1.4,46,0.8
נקבה,0-9,חודש אחרון,22217,7.5,0,0,2,0.4,13,0.7
נקבה,0-9,3 חודשים,189577,8,1,0,6,0.5,32,0.6
נקבה,0-9,שנה,256778,8.9,2,0,8,0.3,58,0.5
נקבה,0-9,6 חודשים,211321,8.5,1,0,6,0.4,42,0.5
נקבה,0-9,מתחילת קורונה,311903,8.4,4,0,14,0.2,69,0.2
זכר,10-19,חודש אחרון,27757,9.4,1,0.2,3,0.6,6,0.3
זכר,10-19,6 חודשים,270304,10.8,5,0.2,12,0.7,28,0.4
זכר,10-19,3 חודשים,253583,10.8,4,0.2,8,0.7,21,0.4
זכר,10-19,שנה,310820,10.8,5,0.1,14,0.6,38,0.3
זכר,10-19,מתחילת קורונה,405891,11,7,0.1,22,0.4,69,0.2
נקבה,10-19,חודש אחרון,24529,8.3,0,0,2,0.4,6,0.3
נקבה,10-19,3 חודשים,237373,10.1,2,0.1,8,0.7,14,0.2
נקבה,10-19,6 חודשים,254416,10.2,3,0.1,12,0.7,22,0.3
נקבה,10-19,שנה,293775,10.2,4,0.1,14,0.6,32,0.3
נקבה,10-19,מתחילת קורונה,375670,10.2,7,0.1,20,0.3,62,0.2
זכר,20-29,מתחילת קורונה,228122,6.2,24,0.2,52,0.9,212,0.8
זכר,20-29,חודש אחרון,14328,4.9,0,0,4,0.8,10,0.5
זכר,20-29,3 חודשים,126747,5.4,1,0,10,0.9,37,0.6
זכר,20-29,שנה,157623,5.5,8,0.2,32,1.3,105,0.9
זכר,20-29,6 חודשים,132775,5.3,4,0.1,21,1.3,59,0.8
נקבה,20-29,6 חודשים,204197,8.2,6,0.2,15,0.9,58,0.7
נקבה,20-29,מתחילת קורונה,316043,8.5,21,0.2,54,0.9,244,0.9
נקבה,20-29,חודש אחרון,21968,7.5,0,0,1,0.2,4,0.2
נקבה,20-29,3 חודשים,194429,8.3,5,0.2,10,0.9,22,0.4
נקבה,20-29,שנה,234397,8.1,9,0.2,21,0.8,106,0.9
זכר,30-39,מתחילת קורונה,217073,5.9,50,0.5,93,1.6,565,2
זכר,30-39,3 חודשים,134520,5.7,8,0.4,23,2,46,0.8
זכר,30-39,חודש אחרון,18108,6.1,1,0.2,15,2.8,14,0.8
זכר,30-39,שנה,164822,5.7,26,0.6,48,1.9,230,1.9
זכר,30-39,6 חודשים,141354,5.7,12,0.4,31,1.8,126,1.6
נקבה,30-39,חודש אחרון,26465,9,2,0.3,6,1.1,13,0.7
נקבה,30-39,6 חודשים,220389,8.8,9,0.3,25,1.5,127,1.6
נקבה,30-39,שנה,251445,8.7,16,0.4,49,1.9,248,2
נקבה,30-39,מתחילת קורונה,312082,8.4,36,0.3,93,1.6,549,2
נקבה,30-39,3 חודשים,208529,8.9,4,0.2,9,0.8,50,0.9
זכר,40-49,מתחילת קורונה,194311,5.3,117,1.1,241,4.1,1307,4.7
