section,female,male,period
0-9,"{'amount': 189577, 'percentage': 8}","{'amount': 257653, 'percentage': 10.9}",3 חודשים
0-9,"{'amount': 311903, 'percentage': 8.4}","{'amount': 402088, 'percentage': 10.9}",מתחילת קורונה
0-9,"{'amount': 256778, 'percentage': 8.9}","{'amount': 334626, 'percentage': 11.6}",שנה
0-9,"{'amount': 211321, 'percentage': 8.5}","{'amount': 282310, 'percentage': 11.3}",6 חודשים
0-9,"{'amount': 22217, 'percentage': 7.5}","{'amount': 31347, 'percentage': 10.6}",חודש אחרון
10-19,"{'amount': 375670, 'percentage': 10.2}","{'amount': 405891, 'percentage': 11}",מתחילת קורונה
10-19,"{'amount': 293775, 'percentage': 10.2}","{'amount': 310820, 'percentage': 10.8}",שנה
10-19,"{'amount': 254416, 'percentage': 10.2}","{'amount': 270304, 'percentage': 10.8}",6 חודשים
10-19,"{'amount': 237373, 'percentage': 10.1}","{'amount': 253583, 'percentage': 10.8}",3 חודשים
10-19,"{'amount': 24529, 'percentage': 8.3}","{'amount': 27757, 'percentage': 9.4}",חודש אחרון
20-29,"{'amount': 234397, 'percentage': 8.1}","{'amount': 157623, 'percentage': 5.5}",שנה
20-29,"{'amount': 194429, 'percentage': 8.3}","{'amount': 126747, 'percentage': 5.4}",3 חודשים
20-29,"{'amount': 21968, 'percentage': 7.5}","{'amount': 14328, 'percentage': 4.9}",חודש אחרון
20-29,"{'amount': 204197, 'percentage': 8.2}","{'amount': 132775, 'percentage': 5.3}",6 חודשים
20-29,"{'amount': 316043, 'percentage': 8.5}","{'amount': 228122, 'percentage': 6.2}",מתחילת קורונה
30-39,"{'amount': 251445, 'percentage': 8.7}","{'amount': 164822, 'percentage': 5.7}",שנה
30-39,"{'amount': 220389, 'percentage': 8.8}","{'amount': 141354, 'percentage': 5.7}",6 חודשים
30-39,"{'amount': 208529, 'percentage': 8.9}","{'amount': 134520, 'percentage': 5.7}",3 חודשים
30-39,"{'amount': 26465, 'percentage': 9}","{'amount': 18108, 'percentage': 6.1}",חודש אחרון
30-39,"{'amount': 312082, 'percentage': 8.4}","{'amount': 217073, 'percentage': 5.9}",מתחילת קורונה
40-49,"{'amount': 188195, 'percentage': 8}","{'amount': 125755, 'percentage': 5.3}",3 חודשים
40-49,"{'amount': 219557, 'percentage': 7.6}","{'amount': 150528, 'percentage': 5.2}",שנה
40-49,"{'amount': 195687, 'percentage': 7.8}","{'amount': 131308, 'percentage': 5.3}",6 חודשים
40-49,"{'amount': 25038, 'percentage': 8.5}","{'amount': 17039, 'percentage': 5.8}",חודש אחרון
40-49,"{'amount': 272213, 'percentage': 7.4}","{'amount': 194311, 'percentage': 5.3}",מתחילת קורונה
50-59,"{'amount': 137937, 'percentage': 4.8}","{'amount': 96142, 'percentage': 3.3}",שנה
50-59,"{'amount': 124230, 'percentage': 5}","{'amount': 84968, 'percentage': 3.4}",6 חודשים
50-59,"{'amount': 120678, 'percentage': 5.1}","{'amount': 82398, 'percentage': 3.5}",3 חודשים
50-59,"{'amount': 17582, 'percentage': 6}","{'amount': 11387, 'percentage': 3.9}",חודש אחרון
50-59,"{'amount': 175786, 'percentage': 4.8}","{'amount': 128762, 'percentage': 3.5}",מתחילת קורונה
60-69,"{'amount': 88287, 'percentage': 3.1}","{'amount': 64779, 'percentage': 2.2}",שנה
60-69,"{'amount': 79745, 'percentage': 3.2}","{'amount': 57441, 'percentage': 2.3}",6 חודשים
60-69,"{'amount': 77610, 'percentage': 3.3}","{'amount': 55959, 'percentage': 2.4}",3 חודשים
60-69,"{'amount': 11943, 'percentage': 4.1}","{'amount': 7944, 'percentage': 2.7}",חודש אחרון
60-69,"{'amount': 111475, 'percentage': 3}","{'amount': 87005, 'percentage': 2.4}",מתחילת קורונה
70-79,"{'amount': 55080, 'percentage': 1.5}","{'amount': 46822, 'percentage': 1.3}",מתחילת קורונה
70-79,"{'amount': 43437, 'percentage': 1.5}","{'amount': 35744, 'percentage': 1.2}",שנה
70-79,"{'amount': 38737, 'percentage': 1.6}","{'amount': 31734, 'percentage': 1.3}",6 חודשים
70-79,"{'amount': 37740, 'percentage': 1.6}","{'amount': 30957, 'percentage': 1.3}",3 חודשים
70-79,"{'amount': 6439, 'percentage': 2.2}","{'amount': 4962, 'percentage': 1.7}",חודש אחרון
80-89,"{'amount': 25490, 'percentage': 0.7}","{'amount': 18266, 'percentage': 0.5}",מתחילת קורונה
80-89,"{'amount': 18505, 'percentage': 0.6}","{'amount': 13292, 'percentage': 0.5}",שנה
80-89,"{'amount': 16122, 'percentage': 0.6}","{'amount': 11430, 'percentage': 0.5}",6 חודשים
80-89,"{'amount': 15629, 'percentage': 0.7}","{'amount': 11073, 'percentage': 0.5}",3 חודשים
80-89,"{'amount': 2570, 'percentage': 0.9}","{'amount': 1782, 'percentage': 0.6}",חודש אחרון
90+,"{'amount': 8212, 'percentage': 0.2}","{'amount': 4220, 'percentage': 0.1}",מתחילת קורונה
90+,"{'amount': 5503, 'percentage': 0.2}","{'amount': 2943, 'percentage': 0.1}",שנה
90+,"{'amount': 4613, 'percentage': 0.2}","{'amount': 2461, 'percentage': 0.1}",3 חודשים
90+,"{'amount': 4767, 'percentage': 0.2}","{'amount': 2544, 'percentage': 0.1}",6 חודשים
90+,"{'amount': 692, 'percentage': 0.2}","{'amount': 385, 'percentage': 0.1}",חודש אחרון
