name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
ראש פינה,8.9,אדום,89.7,0.225352112676,0,27,אדום,2022-03-15T00:00:00.000Z,73.65,70.80,55.49,83.5
מזכרת בתיה,8.2,אדום,82.8,0.1564310544611,-0.1776315789474,99,אדום,2022-03-15T00:00:00.000Z,מעל 90%,86.06,65.98,65.6
אופקים,7.5,אדום,33.4,0.1662269129287,-0.41304347826090004,127,אדום,2022-03-15T00:00:00.000Z,65.40,57.99,40.50,39.2
אליכין,7.7,אדום,46.2,0.1792452830188,-0.4666666666667,16,אדום,2022-03-15T00:00:00.000Z,72.30,68.84,51.90,46.2
יבנאל,5.2,כתום,6.9,0.0441176470588,0, קטן מ-15 ,צהוב,2022-03-15T00:00:00.000Z,41.37,36.83,25.29,
כפר תבור,7.6,אדום,52.3,0.1231343283582,-0.439024390244,28,אדום,2022-03-15T00:00:00.000Z,88.23,83.75,66.28,63.6
עתלית,8.7,אדום,101.9,0.2007575757575,-0.10810810810820004,84,אדום,2022-03-15T00:00:00.000Z,73.66,70.08,53.41,86.5
אשדוד,6.5,כתום,33.2,0.1107382550335,-0.23186925434119998,670,כתום,2022-03-15T00:00:00.000Z,70.94,64.16,47.27,29.6
מצפה רמון,9.3,אדום,44.4,0.235294117647,-0.3611111111112,19,אדום,2022-03-15T00:00:00.000Z,68.65,64.23,48.52,36.7
רמת ישי,8.8,אדום,96.3,0.2087155963302,0.2666666666666,65,אדום,2022-03-15T00:00:00.000Z,84.57,82.00,66.76,82.3
גבעת ברנר,7.7,אדום,90.1,0.1911764705882,0,18,אדום,2022-03-15T00:00:00.000Z,79.10,76.85,61.76,67.5
תל מונד,8.6,אדום,97.3,0.1371268656716,-0.16025641025649995,107,אדום,2022-03-15T00:00:00.000Z,מעל 90%,87.44,69.36,79.5
גן יבנה,7.2,אדום,53.6,0.1301615798922,-0.23353293413179999,109,כתום,2022-03-15T00:00:00.000Z,78.88,74.29,57.03,45.6
