cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו ג'ווייעד (שבט),קטן מ-15,אין מידע,17,36.57,6.01,כתום,4649
אבו גוש,קטן מ-15,אין מידע,35,44.52,4.48,ירוק,7862
אבו סנאן,קטן מ-15,אין מידע,27,18.87,3.99,ירוק,14306
אבן יהודה,38,28.36,134,95.47,8.17,אדום,14036
אום אל-פחם,29,44.62,65,11.46,3.12,ירוק,56713
אופקים,30,23.44,128,39.53,7.51,אדום,32378
אור יהודה,45,25.42,177,48.38,7.51,אדום,36587
אור עקיבא,22,25.29,87,44.81,7.47,כתום,19417
אורנית,19,25.00,76,84.35,8.45,אדום,9010
אזור,קטן מ-15,אין מידע,54,40.82,6.83,כתום,13228
אחוזת ברק,קטן מ-15,אין מידע,24,100.08,9.21,אדום,2398
אילת,58,25.33,229,43.61,5.63,צהוב,52507
אכסאל,קטן מ-15,אין מידע,27,17.95,3.87,ירוק,15039
אלון שבות,קטן מ-15,אין מידע,23,73.93,8.25,אדום,3111
אליכין,קטן מ-15,אין מידע,16,46.16,7.65,אדום,3466
אלפי מנשה,16,23.19,69,86.13,8.92,אדום,8011
אלקנה,קטן מ-15,אין מידע,48,121.24,7.47,כתום,3959
אעבלין,קטן מ-15,אין מידע,26,19.24,2.44,ירוק,13515
אפרת,16,27.12,59,51.66,7.61,אדום,11420
אריאל,17,20.73,82,40.02,7.15,כתום,20488
אשדוד,141,20.92,674,29.78,6.53,כתום,226329
אשקלון,184,26.74,688,46.98,7.11,כתום,146442
באקה אל-גרביה,25,35.71,70,22.99,4.83,צהוב,30448
באר יעקב,43,29.45,146,50.66,7.82,אדום,28818
באר שבע,319,26.90,1186,56.31,7.69,אדום,210624
בית אריה,קטן מ-15,אין מידע,34,63.65,9.27,אדום,5342
בית דגן,קטן מ-15,אין מידע,26,35.63,7.17,כתום,7298
בית יצחק-שער חפר,קטן מ-15,אין מידע,26,121.27,9.03,אדום,2144
בית שאן,22,20.95,105,55.32,6.28,כתום,18980
בית שמש,29,19.08,152,11.50,5.64,צהוב,132210
בני ברק,20,16.26,123,5.91,3.93,ירוק,208031
"בני עי""ש",קטן מ-15,אין מידע,24,34.77,7.63,אדום,6902
בנימינה-גבעת עדה,43,34.68,124,77.64,8.85,אדום,15971
"בסמ""ה",קטן מ-15,אין מידע,26,25.36,4.74,צהוב,10252
בת חפר,קטן מ-15,אין מידע,22,41.68,7.37,כתום,5278
בת ים,98,18.92,518,40.54,6.69,כתום,127772
ג'לג'וליה,קטן מ-15,אין מידע,21,20.40,4.71,צהוב,10295
ג'סר א-זרקא,15,55.56,27,17.87,3.21,ירוק,15113
ג'ת,קטן מ-15,אין מידע,27,22.04,4.38,ירוק,12252
גבעת ברנר,קטן מ-15,אין מידע,19,71.29,7.7,אדום,2665
גבעת זאב,קטן מ-15,אין מידע,45,23.43,7.39,כתום,19205
גבעת שמואל,41,25.31,162,59.48,7.46,כתום,27236
גבעתיים,94,23.33,403,66.20,8.46,אדום,60872
גדרה,75,37.13,202,70.13,8.82,אדום,28805
גן יבנה,28,25.69,109,45.63,7.24,כתום,23887
גן נר,קטן מ-15,אין מידע,21,77.78,9.24,אדום,2700
גני תקווה,76,35.85,212,98.57,8.1,אדום,21508
דאלית אל-כרמל,קטן מ-15,אין מידע,31,17.36,5.4,צהוב,17862
דייר חנא,קטן מ-15,אין מידע,26,24.86,5.34,צהוב,10459
דימונה,73,36.87,198,56.65,7.32,כתום,34954
הוד השרון,130,28.08,463,71.50,8.14,אדום,64755
הר אדר,קטן מ-15,אין מידע,35,85.43,7.91,אדום,4097
הרצליה,190,26.35,721,72.68,7.85,אדום,99208
זכרון יעקב,45,26.47,170,72.33,7.86,אדום,23503
זרזיר,קטן מ-15,אין מידע,22,26.57,5.92,צהוב,8279
חדרה,125,24.85,503,50.85,7.36,כתום,98928
חולון,189,21.98,860,43.76,7.47,כתום,196510
חורה,קטן מ-15,אין מידע,21,9.11,3.21,ירוק,23062
חיפה,333,22.56,1476,51.79,7.04,כתום,284981
חצור הגלילית,16,25.40,63,66.05,7.65,אדום,9538
חריש,27,28.72,94,47.94,8.78,אדום,19608
