period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,149569,45994,30.75
3_Month,0-9,1135373,453735,39.96
6_Month,0-9,1290747,497666,38.56
1_Year,0-9,1487420,584966,39.33
All,0-9,1671514,690839,41.33
1_Month,10-19,143054,44643,31.21
3_Month,10-19,1036838,494071,47.65
6_Month,10-19,1178459,524991,44.55
1_Year,10-19,1370436,592049,43.2
All,10-19,1582370,735799,46.5
1_Month,20-29,163823,31815,19.42
3_Month,20-29,806363,323240,40.09
6_Month,20-29,980736,338907,34.56
1_Year,20-29,1169730,389618,33.31
All,20-29,1383121,511936,37.01
1_Month,30-39,162806,38420,23.6
3_Month,30-39,790871,345351,43.67
6_Month,30-39,938693,363658,38.74
1_Year,30-39,1104175,413581,37.46
All,30-39,1277149,500576,39.19
1_Month,40-49,159284,36290,22.78
3_Month,40-49,726320,316106,43.52
6_Month,40-49,847768,328958,38.8
1_Year,40-49,983540,368810,37.5
All,40-49,1131112,443689,39.23
1_Month,50-59,135190,25357,18.76
3_Month,50-59,530902,204564,38.53
6_Month,50-59,635144,210628,33.16
1_Year,50-59,739975,234251,31.66
All,50-59,862368,292134,33.88
1_Month,60-69,117583,17553,14.93
3_Month,60-69,426313,134585,31.57
6_Month,60-69,511987,138227,27
1_Year,60-69,597812,153513,25.68
All,60-69,695267,192163,27.64
1_Month,70-79,78654,10179,12.94
3_Month,70-79,258214,69348,26.86
6_Month,70-79,312304,71151,22.78
1_Year,70-79,369593,79651,21.55
All,70-79,432656,100040,23.12
1_Month,80-89,36021,3802,10.55
3_Month,80-89,100275,26916,26.84
6_Month,80-89,119378,27771,23.26
1_Year,80-89,146509,31905,21.78
All,80-89,185545,42769,23.05
1_Month,90+,9931,920,9.26
3_Month,90+,24554,7108,28.95
6_Month,90+,28867,7340,25.43
1_Year,90+,35920,8428,23.46
All,90+,48721,12069,24.77
