Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc,vaccinated_validity_perc,vaccinated_expired_perc,not_vaccinated_perc
2020-12-19T00:00:00.000Z,45,64,0,0,1,0,0,0,0,0,0,100
2020-12-20T00:00:00.000Z,7385,7449,0.08,0,1,0,0,0,0,0,0,100
2020-12-21T00:00:00.000Z,24906,32355,0.35,0,1,0,0,0,0,0,0,100
2020-12-22T00:00:00.000Z,44633,76988,0.83,0,1,0,0,0,0,0,0,100
2020-12-23T00:00:00.000Z,62884,139872,1.5,0,1,0,0,0,0,0,0,100
2020-12-24T00:00:00.000Z,73384,213256,2.29,0,1,0,0,0,0,0,0,100
2020-12-25T00:00:00.000Z,38486,251742,2.71,0,1,0,0,0,0,0,0,100
2020-12-26T00:00:00.000Z,32603,284345,3.06,0,1,0,0,0,0,0,0,100
2020-12-27T00:00:00.000Z,104491,388836,4.18,0,1,0,0,0,0,0,0,100
2020-12-28T00:00:00.000Z,134949,523785,5.63,0,1,0,0,0,0,0,0,100
2020-12-29T00:00:00.000Z,156192,679977,7.31,0,1,0,0,0,0,0,0,100
2020-12-30T00:00:00.000Z,153023,833000,8.96,0,1,0,0,0,0,0,0,100
2020-12-31T00:00:00.000Z,158453,991453,10.66,0,1,0,0,0,0,0,0,100
2021-01-01T00:00:00.000Z,71365,1062818,11.43,0,1,0,0,0,0,0,0,100
2021-01-02T00:00:00.000Z,71692,1134510,12.2,0,1,0,0,0,0,0,0,100
2021-01-03T00:00:00.000Z,149640,1284150,13.81,0,1,0,0,0,0,0,0,100
2021-01-04T00:00:00.000Z,152071,1436221,15.44,1,2,0,0,0,0,0,0,100
2021-01-05T00:00:00.000Z,125071,1561292,16.79,0,2,0,0,0,0,0,0,100
2021-01-06T00:00:00.000Z,103252,1664544,17.9,2,4,0,0,0,0,0,0,100
2021-01-07T00:00:00.000Z,115973,1780517,19.15,5,9,0,0,0,0,0,0,100
2021-01-08T00:00:00.000Z,66403,1846920,19.86,3,12,0,0,0,0,0,0,100
2021-01-09T00:00:00.000Z,44501,1891421,20.34,23,35,0,0,0,0,0,0,100
2021-01-10T00:00:00.000Z,37593,1929014,20.74,5994,6029,0.06,0,0,0,0,0,100
2021-01-11T00:00:00.000Z,21097,1950111,20.97,19250,25279,0.27,0,0,0,0,0,100
2021-01-12T00:00:00.000Z,23993,1974104,21.23,35648,60927,0.66,0,0,0,0,0,100
2021-01-13T00:00:00.000Z,51992,2026096,21.79,56852,117779,1.27,0,0,0,0,0,100
2021-01-14T00:00:00.000Z,56400,2082496,22.39,68806,186585,2.01,0,0,0,0,0,100
2021-01-15T00:00:00.000Z,30695,2113191,22.72,35910,222495,2.39,0,0,0,0,0,100
2021-01-16T00:00:00.000Z,29418,2142609,23.04,26000,248495,2.67,0,0,0,0,0,100
2021-01-17T00:00:00.000Z,68357,2210966,23.78,84548,333043,3.58,0,0,0,0.36,0,99.64
2021-01-18T00:00:00.000Z,69668,2280634,24.52,120353,453396,4.88,0,0,0,0.64,0,99.36
2021-01-19T00:00:00.000Z,72747,2353381,25.31,137731,591127,6.36,0,0,0,1.16,0,98.84
2021-01-20T00:00:00.000Z,76726,2430107,26.13,143637,734764,7.9,0,0,0,1.98,0,98.02
2021-01-21T00:00:00.000Z,69828,2499935,26.88,164288,899052,9.67,0,0,0,2.98,0,97.02
2021-01-22T00:00:00.000Z,37808,2537743,27.29,71052,970104,10.43,0,0,0,3.5,0,96.5
2021-01-23T00:00:00.000Z,39906,2577649,27.72,53536,1023640,11.01,0,0,0,3.89,0,96.11
2021-01-24T00:00:00.000Z,69018,2646667,28.46,140584,1164224,12.52,0,0,0,5.1,0,94.9
2021-01-25T00:00:00.000Z,80809,2727476,29.33,139389,1303613,14.02,0,0,0,6.77,0,93.23
2021-01-26T00:00:00.000Z,78607,2806083,30.18,126294,1429907,15.38,0,0,0,8.64,0,91.36
2021-01-27T00:00:00.000Z,77827,2883910,31.01,124924,1554831,16.72,0,0,0,10.55,0,89.45
2021-01-28T00:00:00.000Z,79437,2963347,31.87,130491,1685322,18.12,0,0,0,12.68,0,87.32
2021-01-29T00:00:00.000Z,36592,2999939,32.26,64726,1750048,18.82,0,0,0,13.6,0,86.4
2021-01-30T00:00:00.000Z,34343,3034282,32.63,42712,1792760,19.28,0,0,0,14.29,0,85.71
2021-01-31T00:00:00.000Z,73243,3107525,33.42,59433,1852193,19.92,0,0,0,16.06,0,83.94
2021-02-01T00:00:00.000Z,82398,3189923,34.3,35286,1887479,20.3,0,0,0,17.8,0,82.2
