section,male,female,period
0-9,"{'amount': 448, 'percentage': 1.3}","{'amount': 581, 'percentage': 1.7}",חודש אחרון
0-9,"{'amount': 1554, 'percentage': 1.9}","{'amount': 1994, 'percentage': 2.4}",3 חודשים
0-9,"{'amount': 302696, 'percentage': 9.1}","{'amount': 241523, 'percentage': 7.2}",שנה
0-9,"{'amount': 23972, 'percentage': 4.2}","{'amount': 21278, 'percentage': 3.7}",6 חודשים
0-9,"{'amount': 442392, 'percentage': 9.5}","{'amount': 364470, 'percentage': 7.8}",מתחילת קורונה
10-19,"{'amount': 1016, 'percentage': 3}","{'amount': 1622, 'percentage': 4.7}",חודש אחרון
10-19,"{'amount': 440845, 'percentage': 9.4}","{'amount': 432676, 'percentage': 9.3}",מתחילת קורונה
10-19,"{'amount': 2493, 'percentage': 3}","{'amount': 3842, 'percentage': 4.6}",3 חודשים
10-19,"{'amount': 22195, 'percentage': 3.9}","{'amount': 24386, 'percentage': 4.3}",6 חודשים
10-19,"{'amount': 292060, 'percentage': 8.8}","{'amount': 293654, 'percentage': 8.8}",שנה
20-29,"{'amount': 1255, 'percentage': 3.7}","{'amount': 2333, 'percentage': 6.8}",חודש אחרון
20-29,"{'amount': 24718, 'percentage': 4.3}","{'amount': 35302, 'percentage': 6.2}",6 חודשים
20-29,"{'amount': 2750, 'percentage': 3.3}","{'amount': 4929, 'percentage': 5.9}",3 חודשים
20-29,"{'amount': 270872, 'percentage': 5.8}","{'amount': 385024, 'percentage': 8.3}",מתחילת קורונה
20-29,"{'amount': 170791, 'percentage': 5.1}","{'amount': 262972, 'percentage': 7.9}",שנה
30-39,"{'amount': 1466, 'percentage': 4.3}","{'amount': 2370, 'percentage': 6.9}",חודש אחרון
30-39,"{'amount': 3575, 'percentage': 4.3}","{'amount': 5621, 'percentage': 6.7}",3 חודשים
30-39,"{'amount': 190274, 'percentage': 5.7}","{'amount': 289183, 'percentage': 8.7}",שנה
30-39,"{'amount': 30970, 'percentage': 5.4}","{'amount': 43094, 'percentage': 7.5}",6 חודשים
30-39,"{'amount': 271722, 'percentage': 5.8}","{'amount': 392498, 'percentage': 8.4}",מתחילת קורונה
40-49,"{'amount': 1548, 'percentage': 4.5}","{'amount': 2967, 'percentage': 8.7}",חודש אחרון
40-49,"{'amount': 3725, 'percentage': 4.4}","{'amount': 6782, 'percentage': 8.1}",3 חודשים
40-49,"{'amount': 30201, 'percentage': 5.3}","{'amount': 45560, 'percentage': 8}",6 חודשים
40-49,"{'amount': 246389, 'percentage': 5.3}","{'amount': 354492, 'percentage': 7.6}",מתחילת קורונה
40-49,"{'amount': 178930, 'percentage': 5.4}","{'amount': 270415, 'percentage': 8.1}",שנה
50-59,"{'amount': 174075, 'percentage': 3.7}","{'amount': 251028, 'percentage': 5.4}",מתחילת קורונה
50-59,"{'amount': 1589, 'percentage': 4.6}","{'amount': 3057, 'percentage': 8.9}",חודש אחרון
50-59,"{'amount': 3853, 'percentage': 4.6}","{'amount': 7237, 'percentage': 8.6}",3 חודשים
50-59,"{'amount': 28007, 'percentage': 4.9}","{'amount': 45082, 'percentage': 7.9}",6 חודשים
50-59,"{'amount': 128272, 'percentage': 3.8}","{'amount': 195763, 'percentage': 5.9}",שנה
60-69,"{'amount': 2111, 'percentage': 6.2}","{'amount': 3106, 'percentage': 9.1}",חודש אחרון
60-69,"{'amount': 5242, 'percentage': 6.2}","{'amount': 8017, 'percentage': 9.5}",3 חודשים
60-69,"{'amount': 32882, 'percentage': 5.8}","{'amount': 47789, 'percentage': 8.4}",6 חודשים
60-69,"{'amount': 136679, 'percentage': 2.9}","{'amount': 184807, 'percentage': 4}",מתחילת קורונה
60-69,"{'amount': 105899, 'percentage': 3.2}","{'amount': 150898, 'percentage': 4.5}",שנה
70-79,"{'amount': 92975, 'percentage': 2}","{'amount': 113454, 'percentage': 2.4}",מתחילת קורונה
70-79,"{'amount': 2317, 'percentage': 6.8}","{'amount': 2981, 'percentage': 8.7}",חודש אחרון
70-79,"{'amount': 6071, 'percentage': 7.2}","{'amount': 8043, 'percentage': 9.6}",3 חודשים
70-79,"{'amount': 77270, 'percentage': 2.3}","{'amount': 96066, 'percentage': 2.9}",שנה
70-79,"{'amount': 32795, 'percentage': 5.7}","{'amount': 41688, 'percentage': 7.3}",6 חודשים
80-89,"{'amount': 1049, 'percentage': 3.1}","{'amount': 1625, 'percentage': 4.8}",חודש אחרון
80-89,"{'amount': 2686, 'percentage': 3.2}","{'amount': 3865, 'percentage': 4.6}",3 חודשים
80-89,"{'amount': 29823, 'percentage': 0.9}","{'amount': 40852, 'percentage': 1.2}",שנה
80-89,"{'amount': 13922, 'percentage': 2.4}","{'amount': 19039, 'percentage': 3.3}",6 חודשים
80-89,"{'amount': 36934, 'percentage': 0.8}","{'amount': 50760, 'percentage': 1.1}",מתחילת קורונה
90+,"{'amount': 261, 'percentage': 0.8}","{'amount': 486, 'percentage': 1.4}",חודש אחרון
90+,"{'amount': 601, 'percentage': 0.7}","{'amount': 1100, 'percentage': 1.3}",3 חודשים
90+,"{'amount': 2818, 'percentage': 0.5}","{'amount': 5378, 'percentage': 0.9}",6 חודשים
90+,"{'amount': 7942, 'percentage': 0.2}","{'amount': 15164, 'percentage': 0.3}",מתחילת קורונה
90+,"{'amount': 6198, 'percentage': 0.2}","{'amount': 11570, 'percentage': 0.3}",שנה
