gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,חודש אחרון,440,1.3,0,0,0,0,0,0,34,2
זכר,0-9,3 חודשים,1547,1.8,0,0,1,0.5,0,0,91,2.4
זכר,0-9,6 חודשים,23832,4.2,1,0.1,5,0.8,9,0.3,556,3.6
זכר,0-9,מתחילת קורונה,442394,9.5,8,0.1,34,0.5,124,0.4,3332,3.7
זכר,0-9,שנה,302595,9.1,5,0.1,20,1,65,0.6,1952,5
נקבה,0-9,6 חודשים,21234,3.7,0,0,1,0.2,9,0.3,428,2.8
נקבה,0-9,מתחילת קורונה,364480,7.8,4,0,17,0.3,78,0.2,2689,3
נקבה,0-9,חודש אחרון,574,1.7,0,0,0,0,0,0,20,1.2
נקבה,0-9,שנה,241441,7.2,2,0.1,10,0.5,43,0.4,1577,4
נקבה,0-9,3 חודשים,1982,2.4,0,0,0,0,1,0.1,63,1.6
זכר,10-19,6 חודשים,22082,3.9,0,0,1,0.2,4,0.1,124,0.8
זכר,10-19,מתחילת קורונה,440876,9.4,6,0.1,25,0.4,81,0.3,1089,1.2
זכר,10-19,חודש אחרון,1023,3,0,0,0,0,0,0,7,0.4
זכר,10-19,שנה,292037,8.8,3,0.1,11,0.6,29,0.3,467,1.2
זכר,10-19,3 חודשים,2512,3,0,0,0,0,0,0,18,0.5
נקבה,10-19,שנה,293612,8.8,2,0.1,9,0.5,22,0.2,505,1.3
נקבה,10-19,6 חודשים,24340,4.3,0,0,0,0,7,0.2,138,0.9
נקבה,10-19,חודש אחרון,1634,4.8,0,0,0,0,2,0.6,10,0.6
נקבה,10-19,3 חודשים,3864,4.6,0,0,0,0,2,0.3,23,0.6
נקבה,10-19,מתחילת קורונה,432723,9.3,7,0.1,23,0.3,83,0.3,1233,1.4
זכר,20-29,6 חודשים,24689,4.3,1,0.1,6,1,10,0.3,167,1.1
זכר,20-29,מתחילת קורונה,270935,5.8,25,0.2,60,0.9,252,0.8,1691,1.9
זכר,20-29,חודש אחרון,1288,3.8,0,0,2,2.1,1,0.3,14,0.8
זכר,20-29,שנה,170838,5.1,3,0.1,17,0.9,49,0.5,532,1.4
זכר,20-29,3 חודשים,2788,3.3,0,0,4,1.9,3,0.4,29,0.8
נקבה,20-29,מתחילת קורונה,385083,8.3,22,0.2,62,0.9,284,0.9,5465,6
נקבה,20-29,חודש אחרון,2350,6.9,0,0,0,0,0,0,33,1.9
נקבה,20-29,6 חודשים,35222,6.2,0,0,6,1,14,0.4,592,3.9
נקבה,20-29,שנה,263005,7.9,6,0.2,18,0.9,40,0.4,2269,5.8
נקבה,20-29,3 חודשים,4941,5.9,0,0,0,0,3,0.4,85,2.2
זכר,30-39,6 חודשים,30869,5.4,0,0,4,0.7,16,0.5,215,1.4
זכר,30-39,מתחילת קורונה,271772,5.8,53,0.4,107,1.6,642,2,2380,2.6
זכר,30-39,חודש אחרון,1476,4.3,0,0,1,1.1,0,0,15,0.9
זכר,30-39,שנה,190304,5.7,12,0.3,34,1.7,78,0.8,670,1.7
זכר,30-39,3 חודשים,3597,4.3,0,0,1,0.5,2,0.3,37,1
נקבה,30-39,חודש אחרון,2365,6.9,0,0,1,1.1,2,0.6,39,2.3
נקבה,30-39,3 חודשים,5621,6.7,0,0,3,1.5,7,0.9,96,2.5
נקבה,30-39,6 חודשים,42946,7.5,2,0.2,12,2,13,0.4,595,3.9
נקבה,30-39,מתחילת קורונה,392539,8.4,40,0.3,114,1.7,605,1.9,5545,6.1
נקבה,30-39,שנה,289192,8.7,8,0.2,26,1.3,83,0.8,2281,5.8
זכר,40-49,6 חודשים,30096,5.3,5,0.5,11,1.9,37,1,297,1.9
זכר,40-49,מתחילת קורונה,246422,5.3,125,1.1,271,4.1,1438,4.4,3773,4.2
זכר,40-49,חודש אחרון,1545,4.5,0,0,0,0,2,0.6,23,1.4
זכר,40-49,שנה,178940,5.4,26,0.7,62,3.2,181,1.8,887,2.3
זכר,40-49,3 חודשים,3731,4.4,0,0,3,1.5,5,0.7,64,1.7
נקבה,40-49,3 חודשים,6785,8.1,2,1,2,1,3,0.4,59,1.5
נקבה,40-49,6 חודשים,45429,8,6,0.6,7,1.2,25,0.7,290,1.9
נקבה,40-49,חודש אחרון,2935,8.6,2,3.4,1,1.1,1,0.3,25,1.5
נקבה,40-49,מתחילת קורונה,354539,7.6,82,0.7,144,2.2,986,3.1,3738,4.1
נקבה,40-49,שנה,270424,8.1,18,0.5,27,1.4,113,1.1,1007,2.6
זכר,50-59,6 חודשים,27941,4.9,11,1.1,26,4.4,92,2.6,500,3.3
זכר,50-59,מתחילת קורונה,174125,3.7,400,3.4,569,8.6,2314,7.2,5242,5.8
זכר,50-59,חודש אחרון,1599,4.7,0,0,6,6.3,11,3.1,56,3.3
זכר,50-59,שנה,128316,3.8,84,2.3,134,6.8,391,3.8,1482,3.8
זכר,50-59,3 חודשים,3879,4.6,1,0.5,14,6.8,19,2.5,130,3.4
נקבה,50-59,3 חודשים,7239,8.6,3,1.5,8,3.9,16,2.1,109,2.8
נקבה,50-59,6 חודשים,44951,7.9,8,0.8,20,3.4,72,2,400,2.6
נקבה,50-59,חודש אחרון,3029,8.9,1,1.7,3,3.2,7,2,47,2.8
נקבה,50-59,מתחילת קורונה,251076,5.4,207,1.8,274,4.2,1635,5.1,4184,4.6
נקבה,50-59,שנה,195798,5.9,48,1.3,74,3.8,274,2.7,1186,3
זכר,60-69,6 חודשים,32796,5.8,50,5.2,82,13.9,274,7.8,1089,7.1
זכר,60-69,מתחילת קורונה,136719,2.9,1047,8.9,1005,15.2,3534,10.9,7424,8.2
זכר,60-69,חודש אחרון,2097,6.1,1,1.7,12,12.6,25,7.1,137,8.1
זכר,60-69,שנה,105936,3.2,228,6.3,243,12.4,871,8.5,2758,7
זכר,60-69,3 חודשים,5260,6.2,9,4.6,32,15.5,52,6.8,288,7.5
נקבה,60-69,6 חודשים,47640,8.4,22,2.3,37,6.3,175,5,844,5.5
נקבה,60-69,מתחילת קורונה,184860,4,579,4.9,537,8.1,2380,7.4,5505,6.1
נקבה,60-69,חודש אחרון,3084,9,3,5.1,8,8.4,16,4.6,89,5.2
