period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,6891,1055,15.31
3_Month,0-9,19725,3673,18.62
6_Month,0-9,115662,46430,40.14
1_Year,0-9,1241755,539450,43.44
All,0-9,1714025,767144,44.76
1_Month,10-19,10537,2682,25.45
3_Month,10-19,28104,6453,22.96
6_Month,10-19,123534,47287,38.28
1_Year,10-19,1165354,576917,49.51
All,10-19,1630951,809411,49.63
1_Month,20-29,16282,3684,22.63
3_Month,20-29,41965,7863,18.74
6_Month,20-29,161221,60677,37.64
1_Year,20-29,1028879,426965,41.5
All,20-29,1475368,605909,41.07
1_Month,30-39,16156,3886,24.05
3_Month,30-39,41028,9353,22.8
6_Month,30-39,173971,74672,42.92
1_Year,30-39,998238,470416,47.12
All,30-39,1373898,614520,44.73
1_Month,40-49,17389,4523,26.01
3_Month,40-49,42562,10647,25.02
6_Month,40-49,170624,76467,44.82
1_Year,40-49,911181,441010,48.4
All,40-49,1220724,558734,45.77
1_Month,50-59,18200,4657,25.59
3_Month,50-59,43349,11229,25.9
6_Month,50-59,158684,73748,46.47
1_Year,50-59,715905,319340,44.61
All,50-59,956317,399662,41.79
1_Month,60-69,20533,5223,25.44
3_Month,60-69,49695,13416,27
6_Month,60-69,170250,81353,47.78
1_Year,60-69,603275,253377,42
All,60-69,790367,306031,38.72
1_Month,70-79,22466,5300,23.59
3_Month,70-79,51439,14260,27.72
6_Month,70-79,154056,75072,48.73
1_Year,70-79,401111,170936,42.62
All,70-79,516069,199209,38.6
1_Month,80-89,18275,2678,14.65
3_Month,80-89,33287,6629,19.91
6_Month,80-89,77789,33171,42.64
1_Year,80-89,157392,69372,44.08
All,80-89,220627,84008,38.08
1_Month,90+,6608,750,11.35
3_Month,90+,11050,1719,15.56
6_Month,90+,21819,8238,37.76
1_Year,90+,37714,17230,45.69
All,90+,57803,21786,37.69
