period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,26892,9776,36.35
3_Month,0-9,116496,44055,37.82
6_Month,0-9,391690,133637,34.12
1_Year,0-9,1454933,639817,43.98
All,0-9,1709845,764262,44.7
1_Month,10-19,26580,7289,27.42
3_Month,10-19,118048,42662,36.14
6_Month,10-19,407104,128434,31.55
1_Year,10-19,1341132,646589,48.21
All,10-19,1627307,805136,49.48
1_Month,20-29,39031,12899,33.05
3_Month,20-29,155751,53837,34.57
6_Month,20-29,523892,133564,25.49
1_Year,20-29,1186890,469581,39.56
All,20-29,1468073,599636,40.85
1_Month,30-39,44426,15355,34.56
3_Month,30-39,170501,66905,39.24
6_Month,30-39,517651,161590,31.22
1_Year,30-39,1136010,512262,45.09
All,30-39,1367873,607117,44.38
1_Month,40-49,42615,14843,34.83
3_Month,40-49,167306,67552,40.38
6_Month,40-49,490518,157478,32.1
1_Year,40-49,1018794,467910,45.93
All,40-49,1215160,550404,45.29
1_Month,50-59,40164,14429,35.93
3_Month,50-59,153841,64035,41.62
6_Month,50-59,427966,132769,31.02
1_Year,50-59,794327,327655,41.25
All,50-59,950206,389952,41.04
1_Month,60-69,44464,16427,36.94
3_Month,60-69,159436,69295,43.46
6_Month,60-69,386611,125127,32.37
1_Year,60-69,660727,250359,37.89
All,60-69,783260,293244,37.44
1_Month,70-79,43354,15116,34.87
3_Month,70-79,136069,61855,45.46
6_Month,70-79,274432,98439,35.87
1_Year,70-79,429506,161368,37.57
All,70-79,506918,184843,36.46
1_Month,80-89,29749,7700,25.88
3_Month,80-89,66966,26689,39.85
6_Month,80-89,108641,40151,36.96
1_Year,80-89,167733,65108,38.82
All,80-89,215253,77361,35.94
1_Month,90+,9746,2080,21.34
3_Month,90+,18655,6516,34.93
6_Month,90+,26411,9646,36.52
1_Year,90+,39922,16200,40.58
All,90+,55909,20150,36.04
