period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,42644,19819,46.48
3_Month,0-9,148262,45604,30.76
6_Month,0-9,520326,218085,41.91
1_Year,0-9,1471852,648616,44.07
All,0-9,1708988,763217,44.66
1_Month,10-19,38298,14285,37.3
3_Month,10-19,149964,44337,29.57
6_Month,10-19,515543,204303,39.63
1_Year,10-19,1362005,653318,47.97
All,10-19,1626700,804290,49.44
1_Month,20-29,55402,22873,41.29
3_Month,20-29,208711,54034,25.89
6_Month,20-29,594074,172202,28.99
1_Year,20-29,1204196,474603,39.41
All,20-29,1466748,597870,40.76
1_Month,30-39,65863,28581,43.39
3_Month,30-39,222764,67604,30.35
6_Month,30-39,597470,213969,35.81
1_Year,30-39,1150275,516843,44.93
All,30-39,1366628,605077,44.28
1_Month,40-49,63392,27593,43.53
3_Month,40-49,212246,68297,32.18
6_Month,40-49,563355,206538,36.66
1_Year,40-49,1031832,472015,45.75
All,40-49,1214034,548267,45.16
1_Month,50-59,58791,26382,44.87
3_Month,50-59,192557,64063,33.27
6_Month,50-59,475477,162316,34.14
1_Year,50-59,803836,329749,41.02
All,50-59,948951,387631,40.85
1_Month,60-69,63954,29126,45.54
3_Month,60-69,188926,69011,36.53
6_Month,60-69,420556,142389,33.86
1_Year,60-69,667855,250649,37.53
All,60-69,781834,290268,37.13
1_Month,70-79,60065,25950,43.2
3_Month,70-79,150358,61001,40.57
6_Month,70-79,291933,105726,36.22
1_Year,70-79,433248,160534,37.05
All,70-79,505285,181902,36
1_Month,80-89,37589,12411,33.02
3_Month,80-89,68988,25727,37.29
6_Month,80-89,114063,42745,37.47
1_Year,80-89,169166,64475,38.11
All,80-89,214137,75788,35.39
1_Month,90+,11770,3252,27.63
3_Month,90+,18649,6180,33.14
6_Month,90+,27373,10283,37.57
1_Year,90+,40224,16000,39.78
All,90+,55568,19726,35.5
