gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,6 חודשים,283104,9.6,4,0.1,17,1.2,57,0.7,1551,5.5
זכר,0-9,שנה,361276,10.3,5,0.1,23,0.9,83,0.6,2069,5
זכר,0-9,חודש אחרון,10951,4.5,0,0,2,1.4,2,0.2,173,3.7
זכר,0-9,מתחילת קורונה,429945,9.9,7,0.1,31,0.5,115,0.4,2960,3.7
זכר,0-9,3 חודשים,22328,5.2,0,0,2,0.6,9,0.5,293,3.6
נקבה,0-9,6 חודשים,222345,7.6,2,0.1,9,0.6,38,0.5,1262,4.4
נקבה,0-9,שנה,294753,8.4,2,0,9,0.4,58,0.4,1693,4.1
נקבה,0-9,חודש אחרון,9734,4,0,0,0,0,5,0.5,138,2.9
נקבה,0-9,3 חודשים,18442,4.3,0,0,0,0,8,0.4,228,2.8
נקבה,0-9,מתחילת קורונה,353044,8.1,5,0,16,0.3,77,0.3,2412,3
זכר,10-19,שנה,334458,9.5,5,0.1,15,0.6,42,0.3,544,1.3
זכר,10-19,חודש אחרון,11739,4.8,0,0,0,0,1,0.1,28,0.6
זכר,10-19,מתחילת קורונה,431478,9.9,7,0.1,24,0.4,78,0.3,998,1.2
זכר,10-19,3 חודשים,20514,4.8,0,0,0,0,2,0.1,56,0.7
זכר,10-19,6 חודשים,273964,9.3,4,0.1,10,0.7,24,0.3,363,1.3
נקבה,10-19,6 חודשים,270428,9.2,3,0.1,9,0.6,17,0.2,417,1.5
נקבה,10-19,שנה,334910,9.5,4,0.1,15,0.6,36,0.3,646,1.6
נקבה,10-19,חודש אחרון,12358,5.1,0,0,0,0,2,0.2,64,1.4
נקבה,10-19,מתחילת קורונה,420650,9.7,8,0.1,23,0.4,80,0.3,1164,1.4
נקבה,10-19,3 חודשים,20997,4.9,1,0.3,2,0.6,4,0.2,98,1.2
זכר,20-29,3 חודשים,18496,4.3,0,0,2,0.6,6,0.3,92,1.1
זכר,20-29,6 חודשים,152685,5.2,2,0.1,11,0.8,40,0.5,400,1.4
זכר,20-29,חודש אחרון,10839,4.4,0,0,1,0.7,2,0.2,52,1.1
זכר,20-29,שנה,186373,5.3,5,0.1,22,0.9,93,0.7,640,1.6
זכר,20-29,מתחילת קורונה,257187,5.9,24,0.2,55,0.9,244,0.8,1578,2
נקבה,20-29,חודש אחרון,15202,6.2,0,0,1,0.7,8,0.8,198,4.2
נקבה,20-29,מתחילת קורונה,366021,8.4,22,0.2,57,0.9,278,0.9,5105,6.3
נקבה,20-29,3 חודשים,26514,6.2,0,0,1,0.3,9,0.5,331,4.1
נקבה,20-29,6 חודשים,236923,8.1,5,0.2,10,0.7,27,0.4,1813,6.4
נקבה,20-29,שנה,282088,8,9,0.2,20,0.8,104,0.8,2657,6.5
זכר,30-39,6 חודשים,169168,5.8,10,0.4,29,2,63,0.8,523,1.8
זכר,30-39,שנה,201883,5.7,24,0.5,49,2,222,1.7,952,2.3
זכר,30-39,חודש אחרון,13572,5.6,0,0,2,1.4,6,0.6,81,1.7
זכר,30-39,3 חודשים,24835,5.8,1,0.3,9,2.6,13,0.7,139,1.7
זכר,30-39,מתחילת קורונה,254660,5.9,53,0.5,105,1.7,631,2.1,2254,2.8
נקבה,30-39,6 חודשים,259512,8.8,7,0.3,16,1.1,64,0.8,1834,6.4
נקבה,30-39,שנה,306892,8.7,17,0.4,37,1.5,223,1.7,2813,6.9
נקבה,30-39,חודש אחרון,18782,7.7,1,1,4,2.8,3,0.3,202,4.3
נקבה,30-39,מתחילת קורונה,369457,8.5,39,0.4,106,1.7,597,2,5173,6.4
נקבה,30-39,3 חודשים,34508,8,3,0.8,8,2.3,13,0.7,385,4.8
זכר,40-49,3 חודשים,24293,5.7,3,0.8,10,2.8,23,1.3,170,2.1
זכר,40-49,6 חודשים,158488,5.4,18,0.7,47,3.3,142,1.9,660,2.3
זכר,40-49,חודש אחרון,13295,5.5,2,2,6,4.2,12,1.1,104,2.2
זכר,40-49,שנה,185624,5.3,53,1.2,106,4.3,473,3.6,1309,3.2
זכר,40-49,מתחילת קורונה,229871,5.3,122,1.1,265,4.3,1412,4.7,3588,4.5
נקבה,40-49,6 חודשים,240278,8.2,11,0.4,18,1.2,88,1.1,797,2.8
נקבה,40-49,שנה,276058,7.9,21,0.5,52,2.1,339,2.6,1482,3.6
נקבה,40-49,חודש אחרון,20190,8.3,0,0,2,1.4,8,0.8,108,2.3
נקבה,40-49,מתחילת קורונה,330458,7.6,76,0.7,140,2.3,972,3.2,3577,4.4
נקבה,40-49,3 חודשים,35745,8.3,1,0.3,6,1.7,15,0.8,186,2.3
זכר,50-59,6 חודשים,110482,3.8,68,2.5,101,7,313,4.1,1137,4
זכר,50-59,שנה,125762,3.6,138,3,189,7.6,732,5.6,1872,4.6
זכר,50-59,חודש אחרון,12113,5,2,2,4,2.8,24,2.3,171,3.6
זכר,50-59,מתחילת קורונה,158671,3.6,391,3.6,549,8.9,2251,7.5,4934,6.1
זכר,50-59,3 חודשים,21159,4.9,12,3.3,22,6.3,49,2.7,308,3.8
נקבה,50-59,6 חודשים,167920,5.7,36,1.3,54,3.7,213,2.8,876,3.1
נקבה,50-59,שנה,187584,5.3,74,1.6,108,4.4,543,4.1,1523,3.7
נקבה,50-59,חודש אחרון,19118,7.8,0,0,5,3.5,20,1.9,110,2.3
נקבה,50-59,מתחילת קורונה,226508,5.2,199,1.8,256,4.2,1586,5.3,3919,4.9
נקבה,50-59,3 חודשים,33364,7.8,3,0.8,8,2.3,35,1.9,198,2.5
זכר,60-69,3 חודשים,22885,5.3,17,4.6,49,13.9,145,7.9,629,7.8
זכר,60-69,6 חודשים,85404,2.9,178,6.6,170,11.8,666,8.7,2022,7.1
זכר,60-69,חודש אחרון,13385,5.5,6,5.9,22,15.4,83,7.8,365,7.7
זכר,60-69,שנה,95194,2.7,361,8,311,12.6,1256,9.5,2981,7.3
זכר,60-69,מתחילת קורונה,117759,2.7,1005,9.2,942,15.3,3350,11.2,6753,8.4
נקבה,60-69,6 חודשים,122082,4.1,108,4,99,6.9,458,6,1488,5.2
נקבה,60-69,שנה,134149,3.8,256,5.6,215,8.7,924,7,2282,5.6
נקבה,60-69,חודש אחרון,19551,8,1,1,9,6.3,54,5.1,283,6
נקבה,60-69,מתחילת קורונה,158057,3.6,559,5.1,513,8.3,2265,7.6,4980,6.2
נקבה,60-69,3 חודשים,34037,7.9,15,4.1,27,7.7,95,5.2,485,6
זכר,70-79,6 חודשים,57097,1.9,365,13.5,246,17,1091,14.2,2869,10.1
זכר,70-79,שנה,62473,1.8,633,13.9,393,15.9,1707,13,3859,9.4
זכר,70-79,חודש אחרון,12866,5.3,18,17.8,26,18.2,156,14.7,574,12.1
זכר,70-79,מתחילת קורונה,73745,1.7,1662,15.1,1048,17,3826,12.8,7415,9.2
זכר,70-79,3 חודשים,21248,5,50,13.6,67,19,275,15,988,12.3
נקבה,70-79,6 חודשים,70678,2.4,252,9.3,150,10.4,800,10.4,2312,8.1
נקבה,70-79,שנה,77011,2.2,449,9.9,258,10.4,1316,10,3177,7.8
נקבה,70-79,חודש אחרון,16121,6.6,5,5,16,11.2,108,10.2,459,9.7
נקבה,70-79,מתחילת קורונה,89070,2,1049,9.6,594,9.6,2882,9.6,6009,7.5
נקבה,70-79,3 חודשים,26734,6.2,33,9,34,9.7,182,9.9,763,9.5
זכר,80-89,6 חודשים,20896,0.7,517,19.1,190,13.2,1177,15.4,2790,9.8
זכר,80-89,שנה,23193,0.7,809,17.8,277,11.2,1703,12.9,3644,8.9
זכר,80-89,חודש אחרון,5001,2.1,16,15.8,17,11.9,182,17.2,588,12.4
זכר,80-89,3 חודשים,8137,1.9,59,16,44,12.5,286,15.6,927,11.5
זכר,80-89,מתחילת קורונה,28279,0.6,1927,17.6,654,10.6,3225,10.8,6134,7.6
נקבה,80-89,6 חודשים,28343,1,492,18.2,146,10.1,1200,15.7,2898,10.2
נקבה,80-89,שנה,31348,0.9,776,17.1,228,9.2,1740,13.2,3803,9.3
נקבה,80-89,חודש אחרון,6404,2.6,20,19.8,8,5.6,169,16,546,11.5
נקבה,80-89,מתחילת קורונה,38571,0.9,1769,16.1,484,7.9,3314,11.1,6586,8.2
נקבה,80-89,3 חודשים,10539,2.5,64,17.4,25,7.1,293,16,927,11.5
זכר,90+,שנה,4742,0.1,399,8.8,71,2.9,640,4.9,1245,3
זכר,90+,חודש אחרון,881,0.4,16,15.8,8,5.6,86,8.1,199,4.2
זכר,90+,מתחילת קורונה,6032,0.1,889,8.1,150,2.4,1118,3.7,2022,2.5
זכר,90+,3 חודשים,1516,0.4,48,13,16,4.5,161,8.8,352,4.4
זכר,90+,6 חודשים,4241,0.1,296,10.9,55,3.8,516,6.7,1029,3.6
נקבה,90+,6 חודשים,7894,0.3,328,12.1,56,3.9,670,8.7,1395,4.9
נקבה,90+,שנה,8801,0.3,500,11,75,3,924,7,1785,4.4
נקבה,90+,חודש אחרון,1655,0.7,14,13.9,10,7,128,12.1,295,6.2
נקבה,90+,3 חודשים,2797,0.7,58,15.8,20,5.7,208,11.4,491,6.1
נקבה,90+,מתחילת קורונה,11593,0.3,1165,10.6,148,2.4,1645,5.5,3041,3.8
