name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
בוקעאתא,8.4,כתום,46.4,0.0541012216404,0.1481481481481,46,אדום,2021-12-09T00:00:00.000Z,77.15,65.54,41.77,68.9
שפרעם,1.7,ירוק,0.5,0.0016474464579,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,68.49,61.15,36.03,
כוכב יאיר,2.9,ירוק,1.1,0.0012886597938,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,מעל 90%,89.80,76.77,
מעלה אדומים,3.4,ירוק,3.2,0.0050920485703,-0.25,16,ירוק,2021-12-09T00:00:00.000Z,75.39,69.07,52.15,4.2
אשדוד,1.7,ירוק,0.9,0.0016337326902,-0.16,40,ירוק,2021-12-09T00:00:00.000Z,68.64,61.89,44.2,1.8
ירוחם,3.5,ירוק,3.7,0.0053981106612,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,67.57,60.20,43.81,
רמת גן,3.4,ירוק,2.0,0.0020749496981,-0.02941176470590001,51,ירוק,2021-12-09T00:00:00.000Z,72.89,69.10,56.45,3.1
אבטין,2,ירוק,0.0,0,0, 0 ,ירוק,2021-12-09T00:00:00.000Z,62.94,56.36,28.47,0.0
ביתר עילית,5.1,ירוק,11.9,0.0575184880854,3.0555555555555,82,צהוב,2021-12-09T00:00:00.000Z,32.22,22.66,10.83,13.4
עין מאהל,2.9,ירוק,1.5,0.0061349693251,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,70.42,56.95,29.91,
אבו סנאן,4.2,ירוק,9.1,0.0092658588738,0.08333333333329995,17,ירוק,2021-12-09T00:00:00.000Z,67.36,59.26,33.31,11.9
שילה,4.4,ירוק,10.9,0.0119760479041,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,48.41,41.81,26.02,
אבני חפץ,2,ירוק,0.0,0,0, 0 ,ירוק,2021-12-09T00:00:00.000Z,59.84,50.79,35.21,0.0
גן יבנה,2.5,ירוק,1.7,0.0022688598979,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,75.25,70.20,52.64,
ראש העין,4.8,כתום,7.3,0.0086535133264,-0.2461538461539,79,צהוב,2021-12-09T00:00:00.000Z,67.64,62.65,48.16,11.7
בסמת טבעון,3.9,ירוק,12.5,0.025,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,57.26,52.18,26.65,
אשקלון,2.1,ירוק,2.0,0.0035652815343,1.9,38,ירוק,2021-12-09T00:00:00.000Z,69.53,64.62,47.06,2.6
מג'דל שמס,8.9,צהוב,52.5,0.0560303893637,-0.03278688524600004,90,אדום,2021-12-09T00:00:00.000Z,72.10,61.08,37.7,80.0
דבוריה,2.7,ירוק,3.7,0.0071428571428,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,67.06,57.95,34.44,
שלומי,2,ירוק,0.0,0,0, 0 ,ירוק,2021-12-09T00:00:00.000Z,73.17,69.11,51.22,0.0
רמלה,3.1,ירוק,3.6,0.0063520871143,0.07692307692300004,38,ירוק,2021-12-09T00:00:00.000Z,66.27,59.25,38.5,4.9
קרית גת,1.9,ירוק,2.2,0.0046312789454,0.3,16,ירוק,2021-12-09T00:00:00.000Z,64.25,57.31,39.78,2.7
כפר מנדא,1.3,ירוק,0.5,0.0024813895781,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,59.83,51.05,23.68,
סייד (שבט),3.5,אפור,4.6,0.02,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,16.60,13.00,2.78,
עראבה,2.2,ירוק,0.4,0.0004017677782,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,65.19,57.22,30.43,
יד בנימין,2,ירוק,0.0,0,0, 0 ,ירוק,2021-12-09T00:00:00.000Z,56.01,48.06,32.08,0.0
טירה,1.3,ירוק,0.4,0.0004164931278,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,62.57,54.60,30.54,
מעלה עירון,1.6,ירוק,0.7,0.0009199632014,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,59.14,49.92,25.11,
כפר אדומים,2.3,ירוק,2.1,0.0035842293906,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,68.58,60.56,44.62,
קרית מוצקין,2.3,ירוק,2.6,0.004054054054,0.2,16,ירוק,2021-12-09T00:00:00.000Z,80.11,75.98,61.3,3.5
אבו רוקייק (שבט),4.8,אפור,10.8,0.05,0.1000000000000001,22,צהוב,2021-12-09T00:00:00.000Z,12.51,10.54,2.69,21.5
צור יצחק,2.3,ירוק,1.5,0.002624671916,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,64.68,58.75,47.06,
מודיעין עילית,3.1,ירוק,5.3,0.0388529139685,0.6153846153846001,53,ירוק,2021-12-09T00:00:00.000Z,37.04,23.50,11.69,6.7
באקה אל-גרביה,0.9,ירוק,0.3,0.0005917159763,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,64.46,57.27,30.92,
צור משה,2,ירוק,0.0,0,0, 0 ,ירוק,2021-12-09T00:00:00.000Z,66.48,62.59,47.9,0.0
גבעת זאב,3.1,צהוב,12.0,0.0240334378265,-0.3030303030304,28,ירוק,2021-12-09T00:00:00.000Z,57.40,48.58,33.68,14.6
זמר,2.9,צהוב,2.8,0.0036764705882,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,64.06,57.00,31.91,
אזור,2.4,ירוק,1.5,0.0029498525073,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,66.68,62.13,47.1,
עפרה,2,ירוק,0.0,0,0, 0 ,ירוק,2021-12-09T00:00:00.000Z,73.55,65.99,48.27,0.0
לפיד,2,ירוק,0.0,0,0, 0 ,ירוק,2021-12-09T00:00:00.000Z,87.63,83.07,68.27,0.0
קדומים,6.2,ירוק,34.9,0.0351648351648,0,18,כתום,2021-12-09T00:00:00.000Z,69.53,61.76,46.01,39.3
מצפה רמון,2,ירוק,0.0,0,0, 0 ,ירוק,2021-12-09T00:00:00.000Z,65.95,60.78,45.53,0.0
חיפה,3.4,ירוק,2.2,0.0037971725668,0.28,102,ירוק,2021-12-09T00:00:00.000Z,75.94,71.20,56.36,3.6
אחוזת ברק,2.6,ירוק,4.2,0.0052083333333,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,83.74,78.44,60.59,
חספין,6.3,ירוק,63.4,0.0648648648648,0.3,17,כתום,2021-12-09T00:00:00.000Z,47.49,41.20,30.52,82.9
בית שאן,2.8,ירוק,1.6,0.0032930845225,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,71.65,65.28,45.2,
ברכה,4.3,ירוק,86.6,0.0869565217391,1.5,25,ירוק,2021-12-09T00:00:00.000Z,54.67,43.80,28.7,86.6
יקנעם עילית,1.9,ירוק,0.4,0.0006784260515,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,76.86,72.10,57.67,
עפולה,2.6,ירוק,3.0,0.0060155697098,0.7,19,ירוק,2021-12-09T00:00:00.000Z,68.37,63.62,47.14,3.3
יפיע,2.7,צהוב,4.1,0.0119047619047,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,62.41,53.65,29.35,
כפר קאסם,2.6,ירוק,1.7,0.00195599022,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,62.68,51.61,25.81,
סביון,2.7,ירוק,2.5,0.0030303030303,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,מעל 90%,מעל 90%,76.09,
קרית יערים,3.8,ירוק,6.4,0.0191387559808,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,47.55,36.95,22.63,
ירושלים,4.5,צהוב,10.5,0.0159184972938,0.2422360248447,1346,צהוב,2021-12-09T00:00:00.000Z,58.25,49.66,30.51,14.1
כוכב השחר,3.5,ירוק,4.3,0.0074626865671,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,57.53,50.34,34.12,
גבעת ברנר,2,ירוק,0.0,0,0, 0 ,ירוק,2021-12-09T00:00:00.000Z,74.52,69.19,55.98,0.0
קרית ים,1.4,ירוק,1.3,0.0021061499578,0, קטן מ-15 ,ירוק,2021-12-09T00:00:00.000Z,76.50,72.26,55.43,
אום בטין,6.7,כתום,42.4,0.0642857142857,0.7272727272727,23,כתום,2021-12-09T00:00:00.000Z,17.92,14.51,4.64,51.3
