age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,371673,326256,1538337,24.2,21.2
20-29,1009084,929931,1300361,77.6,71.5
30-39,976320,915915,1197026,81.6,76.5
40-49,935277,882601,1098556,85.1,80.3
50-59,761054,719100,849966,89.5,84.6
60-69,670635,642363,741639,90.4,86.6
70-79,482314,467524,490784,98.3,95.3
80-89,216358,209683,225538,95.9,93
90+,50897,48629,51496,98.8,94.4
