section,male,female,period,order_period
0-9,"{'amount': 89448, 'percentage': 9.1}","{'amount': 86771, 'percentage': 8.9}",שנה,2
0-9,"{'amount': 96283, 'percentage': 8.7}","{'amount': 93425, 'percentage': 8.5}",מתחילת קורונה,1
0-9,"{'amount': 26941, 'percentage': 12.1}","{'amount': 26419, 'percentage': 11.9}",חודש אחרון,5
0-9,"{'amount': 32179, 'percentage': 11.8}","{'amount': 31699, 'percentage': 11.6}",3 חודשים,4
0-9,"{'amount': 36101, 'percentage': 11.8}","{'amount': 35601, 'percentage': 11.7}",6 חודשים,3
10-19,"{'amount': 28862, 'percentage': 9.5}","{'amount': 32358, 'percentage': 10.6}",6 חודשים,3
10-19,"{'amount': 20552, 'percentage': 9.2}","{'amount': 23022, 'percentage': 10.3}",חודש אחרון,5
10-19,"{'amount': 118061, 'percentage': 10.7}","{'amount': 116015, 'percentage': 10.5}",מתחילת קורונה,1
10-19,"{'amount': 25215, 'percentage': 9.2}","{'amount': 28147, 'percentage': 10.3}",3 חודשים,4
10-19,"{'amount': 104031, 'percentage': 10.6}","{'amount': 104864, 'percentage': 10.7}",שנה,2
20-29,"{'amount': 17690, 'percentage': 6.5}","{'amount': 22053, 'percentage': 8.1}",3 חודשים,4
20-29,"{'amount': 15077, 'percentage': 6.8}","{'amount': 18893, 'percentage': 8.5}",חודש אחרון,5
20-29,"{'amount': 77741, 'percentage': 7.9}","{'amount': 90622, 'percentage': 9.3}",שנה,2
20-29,"{'amount': 90609, 'percentage': 8.2}","{'amount': 103806, 'percentage': 9.4}",מתחילת קורונה,1
20-29,"{'amount': 19600, 'percentage': 6.4}","{'amount': 24676, 'percentage': 8.1}",6 חודשים,3
30-39,"{'amount': 71344, 'percentage': 6.5}","{'amount': 82935, 'percentage': 7.5}",מתחילת קורונה,1
30-39,"{'amount': 62726, 'percentage': 6.4}","{'amount': 73964, 'percentage': 7.6}",שנה,2
30-39,"{'amount': 14181, 'percentage': 6.4}","{'amount': 18485, 'percentage': 8.3}",חודש אחרון,5
30-39,"{'amount': 16991, 'percentage': 6.2}","{'amount': 22173, 'percentage': 8.1}",3 חודשים,4
30-39,"{'amount': 18745, 'percentage': 6.1}","{'amount': 24545, 'percentage': 8}",6 חודשים,3
40-49,"{'amount': 16015, 'percentage': 5.2}","{'amount': 19861, 'percentage': 6.5}",6 חודשים,3
40-49,"{'amount': 14569, 'percentage': 5.3}","{'amount': 18093, 'percentage': 6.6}",3 חודשים,4
40-49,"{'amount': 11674, 'percentage': 5.2}","{'amount': 14622, 'percentage': 6.6}",חודש אחרון,5
40-49,"{'amount': 52548, 'percentage': 5.4}","{'amount': 62182, 'percentage': 6.4}",שנה,2
40-49,"{'amount': 60084, 'percentage': 5.4}","{'amount': 70648, 'percentage': 6.4}",מתחילת קורונה,1
50-59,"{'amount': 8919, 'percentage': 3.3}","{'amount': 10957, 'percentage': 4}",3 חודשים,4
50-59,"{'amount': 6982, 'percentage': 3.1}","{'amount': 8639, 'percentage': 3.9}",חודש אחרון,5
50-59,"{'amount': 36642, 'percentage': 3.7}","{'amount': 42069, 'percentage': 4.3}",שנה,2
50-59,"{'amount': 42634, 'percentage': 3.9}","{'amount': 48575, 'percentage': 4.4}",מתחילת קורונה,1
50-59,"{'amount': 9737, 'percentage': 3.2}","{'amount': 12054, 'percentage': 3.9}",6 חודשים,3
60-69,"{'amount': 6565, 'percentage': 2.2}","{'amount': 7768, 'percentage': 2.5}",6 חודשים,3
60-69,"{'amount': 6011, 'percentage': 2.2}","{'amount': 7012, 'percentage': 2.6}",3 חודשים,4
60-69,"{'amount': 4206, 'percentage': 1.9}","{'amount': 4996, 'percentage': 2.2}",חודש אחרון,5
60-69,"{'amount': 28919, 'percentage': 2.6}","{'amount': 30193, 'percentage': 2.7}",מתחילת קורונה,1
60-69,"{'amount': 24706, 'percentage': 2.5}","{'amount': 26132, 'percentage': 2.7}",שנה,2
70-79,"{'amount': 3693, 'percentage': 1.2}","{'amount': 4282, 'percentage': 1.4}",6 חודשים,3
70-79,"{'amount': 2241, 'percentage': 1}","{'amount': 2677, 'percentage': 1.2}",חודש אחרון,5
70-79,"{'amount': 14681, 'percentage': 1.3}","{'amount': 15663, 'percentage': 1.4}",מתחילת קורונה,1
70-79,"{'amount': 12578, 'percentage': 1.3}","{'amount': 13634, 'percentage': 1.4}",שנה,2
70-79,"{'amount': 3390, 'percentage': 1.2}","{'amount': 3898, 'percentage': 1.4}",3 חודשים,4
80-89,"{'amount': 6602, 'percentage': 0.6}","{'amount': 9000, 'percentage': 0.8}",מתחילת קורונה,1
80-89,"{'amount': 1691, 'percentage': 0.6}","{'amount': 2159, 'percentage': 0.7}",6 חודשים,3
80-89,"{'amount': 1073, 'percentage': 0.5}","{'amount': 1357, 'percentage': 0.6}",חודש אחרון,5
80-89,"{'amount': 1525, 'percentage': 0.6}","{'amount': 1910, 'percentage': 0.7}",3 חודשים,4
80-89,"{'amount': 5702, 'percentage': 0.6}","{'amount': 7736, 'percentage': 0.8}",שנה,2
90+,"{'amount': 1612, 'percentage': 0.1}","{'amount': 3332, 'percentage': 0.3}",מתחילת קורונה,1
90+,"{'amount': 359, 'percentage': 0.1}","{'amount': 667, 'percentage': 0.2}",6 חודשים,3
90+,"{'amount': 319, 'percentage': 0.1}","{'amount': 579, 'percentage': 0.2}",3 חודשים,4
90+,"{'amount': 237, 'percentage': 0.1}","{'amount': 394, 'percentage': 0.2}",חודש אחרון,5
90+,"{'amount': 1387, 'percentage': 0.1}","{'amount': 2786, 'percentage': 0.3}",שנה,2
