city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
ירושלים,142599,4867,3754,68412,51
תל אביב - יפו,41499,3567,2513,62870,78
אשדוד,36817,3385,2502,31387,150
בני ברק,55656,3237,2661,20274,158
נתניה,28376,2678,1949,26146,124
פתח תקווה,31305,2658,1933,32753,107
חיפה,24047,2405,1823,32080,88
ראשון לציון,23838,2240,1547,29020,92
באר שבע,22391,2106,1570,26672,106
חולון,22580,2029,1510,22807,109
בית שמש,23879,1710,1372,12127,128
אשקלון,17588,1627,1184,16426,113
רחובות,17172,1610,1261,18037,114
בת ים,14737,1417,983,14710,111
מודיעין עילית,27296,1194,962,6186,150
חדרה,11457,1124,872,11103,116
רמת גן,12461,1099,782,18733,73
רמלה,12846,927,651,7164,121
קרית אתא,7295,863,674,7533,149
נתיבות,9222,858,768,5687,213
קרית גת,10520,844,672,6505,143
לוד,11476,795,584,7119,100
אופקים,6223,786,590,4736,234
אילת,4768,763,582,8455,135
אלעד,13758,761,591,4964,159
ראש העין,8044,756,526,9208,116
הרצליה,7253,751,529,13738,80
כפר סבא,7105,719,483,12586,73
ערד,4857,659,468,4217,241
טבריה,6281,644,467,5107,140
רעננה,6350,631,416,12125,82
מודיעין-מכבים-רעות,7439,600,408,12778,68
יבנה,6709,594,443,5770,123
עפולה,6167,578,434,5735,103
אור יהודה,6264,568,409,4252,164
פרדס חנה-כרכור,4572,547,379,6173,130
נהריה,5280,544,432,5783,90
עכו,5711,529,445,5045,103
רכסים,4449,453,323,1704,351
באקה אל-גרביה,3435,419,365,2254,140
קרית ביאליק,3704,416,330,4685,102
הוד השרון,4603,412,295,8244,67
מגדל העמק,3435,385,317,3554,147
קרית מוצקין,4092,383,308,5677,83
טירת כרמל,2243,372,310,3163,153
קרית ים,3945,372,306,4943,96
נצרת,10369,369,256,3771,47
נס ציונה,4013,366,235,6453,80
דימונה,3562,365,300,4664,101
קרית מלאכי,5745,348,273,2699,139
שדרות,4239,347,288,2922,123
אום אל-פחם,6866,344,294,2423,61
רמת השרון,3391,338,260,6808,74
טמרה,4540,335,293,2592,96
צפת,5865,328,277,3357,90
חריש,2484,327,266,2290,159
באר יעקב,3579,326,223,3800,121
נוף הגליל,3907,326,233,4025,73
כרמיאל,3469,312,259,5134,67
בית שאן,2872,306,235,2293,155
יהוד,2996,304,213,4091,105
רהט,5621,302,218,2291,44
גבעתיים,3477,299,199,6770,54
ביתר עילית,13507,298,244,2958,47
גן יבנה,2534,297,237,3155,132
מעלה אדומים,5022,291,226,3404,78
גבעת זאב,4401,287,221,2327,145
קרית אונו,3049,276,212,4731,73
קרית שמונה,1866,263,231,2417,119
גדרה,2896,247,166,3372,98
טייבה,5277,244,203,2899,55
גבעת שמואל,2606,237,179,3862,92
אור עקיבא,2391,232,170,1874,116
שפרעם,4734,231,190,2139,56
מעלות-תרשיחא,2231,229,186,2609,100
כפר יונה,2666,222,157,3564,92
טירה,3311,219,165,1871,81
כפר קאסם,3815,216,175,1281,88
מגאר,2667,213,140,1431,92
יקנעם עילית,1783,212,176,2712,91
סח'נין,5063,203,165,1943,61
מבשרת ציון,2503,191,147,2885,82
ג'דיידה-מכר,2585,191,141,1377,91
חצור הגלילית,1858,188,149,1034,186
קדימה-צורן,1920,185,146,3039,88
"כפר חב""ד",2239,181,109,1466,259
עראבה,2826,177,143,1558,66
נשר,1603,176,129,2464,80
גני תקווה,2020,174,133,3215,83
זכרון יעקב,1946,168,124,2716,75
אריאל,1493,168,126,2471,92
תל מונד,947,161,102,2748,123
אעבלין,1524,161,143,895,120
קלנסווה,2778,137,104,1387,58
מעלה עירון,2157,132,105,1211,86
שוהם,1683,130,91,2948,65
בנימינה-גבעת עדה,1210,127,79,2152,87
קרית עקרון,1409,125,104,1108,117
אבן יהודה,1101,123,91,2283,91
ערערה,2323,123,101,1327,61
מזכרת בתיה,1307,122,89,1890,80
עתלית,758,120,91,1289,132
קרית יערים,1811,115,89,803,180
קרני שומרון,1079,113,83,1353,117
ג'ת,1525,107,87,704,87
פוריידיס,1511,106,85,625,79
ירוחם,1364,106,88,2687,98
כפר כנא,2671,100,67,1063,43
אזור,1662,100,81,1387,82
שלומי,722,98,76,688,143
קרית טבעון,986,98,67,2063,61
ג'לג'וליה,1155,97,69,594,94
בסמת טבעון,667,96,76,412,120
אלפי מנשה,578,95,74,1606,120
טורעאן,1483,94,70,807,64
גבע בנימין,913,92,74,691,168
דאלית אל-כרמל,2632,92,73,686,53
כפר קרע,2011,91,65,843,47
נחף,1401,91,70,498,67
"בסמ""ה",1076,89,68,553,81
תל שבע,746,86,75,644,41
חורה,1026,86,70,526,47
כפר יאסיף,1164,86,63,777,80
יד בנימין,953,86,65,737,201
