averageInfected,begin_date,end_date,isCurrentWeek
4206,2022-06-05T00:00:00.000Z,2022-06-11T00:00:00.000Z,False
6776,2022-06-12T00:00:00.000Z,2022-06-18T00:00:00.000Z,False
9623,2022-06-19T00:00:00.000Z,2022-06-25T00:00:00.000Z,False
