city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
ירושלים,130470,459,142,23075,5
רהט,4967,150,51,1241,22
תל אביב - יפו,26324,124,50,17251,3
באר שבע,15108,114,48,6461,6
נתניה,16967,92,33,6764,4
חיפה,16640,84,39,9230,3
אשדוד,25553,83,47,6100,4
פתח תקווה,21626,79,46,7423,3
טייבה,4562,60,36,1037,13
לקיה,787,53,34,351,33
נצרת,9027,50,16,1357,6
חולון,14641,50,20,5049,3
לוד,8627,49, 11-14 ,7093,6
אום אל-פחם,6144,43,23,819,8
בת ים,9664,41, 11-14 ,4107,3
אשקלון,11828,40,17,3925,3
אבו גוש,1282,40, 11-14 ,532,49
ראשון לציון,14857,39, 11-14 ,6745,2
נתיבות,7020,38,  6-10  ,897,9
רחובות,11310,35,17,6671,2
ערערה-בנגב,1001,34,17,224,18
בית שמש,20228,32,16,2189,2
צפת,4815,28,  6-10  ,801,8
כסיפה,907,27,15,181,15
בני ברק,48212,26, 11-14 ,2583,1
מעלה עירון,1888,25, 11-14 ,224,16
כפר קאסם,3372,24, 11-14 ,562,10
טמרה,3875,24,15,707,7
באקה אל-גרביה,2766,24,16,571,8
תל שבע,571,23, 11-14 ,297,11
רמלה,9517,23,  1-5  ,2030,3
מגאר,2105,22, 11-14 ,787,10
רמת גן,7894,22, 11-14 ,14788,1
הרצליה,4237,22, 11-14 ,3626,2
אעצם (שבט),80,21,  1-5  ,74,19
קלנסווה,2497,21, 11-14 ,510,9
רעננה,3845,21, 11-14 ,2834,3
אבו סנאן,1339,20,  1-5  ,1059,15
אבו קורינאת (שבט),53,20,  6-10  ,53,30
חדרה,6823,20,  1-5  ,2824,2
קרית גת,7309,19,  6-10  ,1371,3
טבריה,4516,18,  1-5  ,994,4
טירה,2729,18,  6-10  ,651,7
יבנה,4335,17, 11-14 ,1198,4
אילת,2512,16,  1-5  ,7108,3
נס ציונה,2469,16,15,1540,3
שגב-שלום,331,16,  6-10  ,141,14
משהד,798,16,  6-10  ,113,18
ערערה,2022,16,  1-5  ,386,8
קרית ביאליק,2243,16,  6-10  ,1224,4
מסעודין אל-עזאזמה,110,16,  6-10  ,78,9
קרית אתא,4682,15,  1-5  ,1509,3
אור עקיבא,1641,15,  6-10  ,465,8
אבו רוקייק (שבט),85, קטן מ-15 ,  1-5  ,35,9
רמת השרון,1919, קטן מ-15 ,  1-5  ,2087,1
קרית ארבע,855, קטן מ-15 ,  1-5  ,290,12
אבו ג'ווייעד (שבט),62, קטן מ-15 ,  1-5  ,251,9
מודיעין עילית,25182, קטן מ-15 ,  1-5  ,531,2
קדימה-צורן,1154, קטן מ-15 ,  0  ,578,2
פרדס חנה-כרכור,2345, קטן מ-15 ,  1-5  ,1299,3
קרית מלאכי,4095, קטן מ-15 ,  1-5  ,482,3
זכרון יעקב,1377, קטן מ-15 ,  1-5  ,611,2
בנימינה-גבעת עדה,601, קטן מ-15 ,  0  ,378,1
עתלית,354, קטן מ-15 ,  0  ,187,1
אטרש (שבט),41, קטן מ-15 ,  1-5  ,19,8
נוף הגליל,2861, קטן מ-15 ,  1-5  ,4311,2
רמת ישי,281, קטן מ-15 ,  0  ,183,1
גן יבנה,1657, קטן מ-15 ,  1-5  ,643,1
בית דגן,529, קטן מ-15 ,  1-5  ,189,3
בית ג'ן,1891, קטן מ-15 ,  1-5  ,132,7
דבוריה,1202, קטן מ-15 ,  0  ,404,1
חורפיש,996, קטן מ-15 ,  0  ,80,2
פוריידיס,1251, קטן מ-15 ,  6-10  ,171,10
קרית עקרון,896, קטן מ-15 ,  1-5  ,295,6
"כפר חב""ד",1372, קטן מ-15 ,  1-5  ,274,10
בועיינה-נוג'ידאת,918, קטן מ-15 ,  0  ,139,9
אלפי מנשה,321, קטן מ-15 ,  1-5  ,233,1
צור הדסה,706, קטן מ-15 ,  0  ,276,1
אופקים,4305, קטן מ-15 ,  1-5  ,755,2
כפר ורדים,234, קטן מ-15 ,  0  ,145,2
כעביה-טבאש-חג'אג'רה,574, קטן מ-15 ,  1-5  ,69,5
אליכין,247, קטן מ-15 ,  0  ,103,9
יבנאל,312, קטן מ-15 ,  1-5  ,53,7
תל מונד,493, קטן מ-15 ,  0  ,404,1
כפר יונה,1424, קטן מ-15 ,  1-5  ,624,1
פרדסיה,262, קטן מ-15 ,  1-5  ,164,1
גבעת אבני,113, קטן מ-15 ,  0  ,56,5
דייר חנא,1472, קטן מ-15 ,  0  ,155,2
כאבול,1299, קטן מ-15 ,  1-5  ,252,2
סח'נין,4360, קטן מ-15 ,  1-5  ,528,3
כפר מנדא,1682, קטן מ-15 ,  1-5  ,261,6
כפר מצר,315, קטן מ-15 ,  0  ,49,4
מזרעה,305, קטן מ-15 ,  0  ,99,10
מעיליא,268, קטן מ-15 ,  0  ,99,3
הוד השרון,2793, קטן מ-15 ,  6-10  ,2839,2
עיילבון,604, קטן מ-15 ,  1-5  ,147,2
