date,visited_country,israeli_positive,foreigner_positive,israeli_percnet_positive,foreigner_percnet_positive
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
2021-05-01T00:00:00.000Z,,0,0,0,0
