date,visited_country,israeli_incoming_vaccination,israeli_incoming_none_vaccination,israeli_incoming_vaccination_expired,israeli_positive_vaccination,israeli_positive_none_vaccination,israeli_positive_vaccination_expired
2021-09-30T00:00:00.000Z,,138,0,10,0,0,0
2021-09-30T00:00:00.000Z,,399,0,38,0,0,0
2021-09-30T00:00:00.000Z,,0,0,0,0,0,0
2021-09-30T00:00:00.000Z,,2,0,0,0,0,0
2021-09-30T00:00:00.000Z,,18,0,2,0,0,0
2021-09-30T00:00:00.000Z,,1,0,0,0,0,0
2021-09-30T00:00:00.000Z,,7,0,2,0,0,0
2021-09-30T00:00:00.000Z,,0,0,0,0,0,0
2021-09-30T00:00:00.000Z,,1,0,1,0,0,0
2021-09-30T00:00:00.000Z,,0,0,0,0,0,0
2021-09-30T00:00:00.000Z,,53,0,17,0,0,0
2021-09-30T00:00:00.000Z,,411,0,63,1,0,3
2021-09-30T00:00:00.000Z,,3,0,0,0,0,0
2021-09-30T00:00:00.000Z,,1,0,1,0,0,0
2021-09-30T00:00:00.000Z,,2,0,0,0,0,0
2021-09-30T00:00:00.000Z,,2155,0,113,0,0,0
2021-09-30T00:00:00.000Z,,854,0,46,0,0,0
2021-09-30T00:00:00.000Z,,0,0,0,0,0,0
2021-09-30T00:00:00.000Z,,2,0,0,0,0,0
2021-09-30T00:00:00.000Z,,1,0,0,0,0,0
2021-09-30T00:00:00.000Z,,2,0,0,0,0,0
2021-09-30T00:00:00.000Z,,1,0,0,0,0,0
2021-09-30T00:00:00.000Z,,3,0,1,0,0,0
2021-09-30T00:00:00.000Z,,9,0,2,0,0,0
2021-09-30T00:00:00.000Z,,1,0,0,0,0,0
2021-09-30T00:00:00.000Z,,2387,0,311,8,0,8
2021-09-30T00:00:00.000Z,,49,0,1,0,0,0
2021-09-30T00:00:00.000Z,,229,0,51,3,0,1
2021-09-30T00:00:00.000Z,,3,0,0,0,0,0
2021-09-30T00:00:00.000Z,,1,0,0,0,0,0
2021-09-30T00:00:00.000Z,,5,0,1,0,0,0
2021-09-30T00:00:00.000Z,,1,0,2,0,0,0
2021-09-30T00:00:00.000Z,,98,0,5,0,0,0
2021-09-30T00:00:00.000Z,,789,0,63,0,0,0
2021-09-30T00:00:00.000Z,,2,0,0,0,0,0
2021-09-30T00:00:00.000Z,,362,0,34,1,0,1
2021-09-30T00:00:00.000Z,,120,0,18,1,0,1
2021-09-30T00:00:00.000Z,,5,0,1,0,0,0
2021-09-30T00:00:00.000Z,,0,0,0,0,0,0
2021-09-30T00:00:00.000Z,,84,0,5,2,0,0
2021-09-30T00:00:00.000Z,,1025,0,102,0,0,0
2021-09-30T00:00:00.000Z,,6,0,1,0,0,0
2021-09-30T00:00:00.000Z,,0,0,0,0,0,0
2021-09-30T00:00:00.000Z,,127,0,5,0,0,1
2021-09-30T00:00:00.000Z,,42,0,4,0,0,0
2021-09-30T00:00:00.000Z,,1,0,0,0,0,0
2021-09-30T00:00:00.000Z,,328,0,30,0,0,0
2021-09-30T00:00:00.000Z,,13,0,23,0,0,1
2021-09-30T00:00:00.000Z,,331,0,37,1,0,1
2021-09-30T00:00:00.000Z,,1,0,0,0,0,0
2021-09-30T00:00:00.000Z,,0,0,0,0,0,0
2021-09-30T00:00:00.000Z,,5,0,2,0,0,0
2021-09-30T00:00:00.000Z,,6,0,3,0,0,0
2021-09-30T00:00:00.000Z,,1,0,0,0,0,0
2021-09-30T00:00:00.000Z,,52,0,12,1,0,0
2021-09-30T00:00:00.000Z,,726,0,41,0,0,0
2021-09-30T00:00:00.000Z,,16,0,1,0,0,0
2021-09-30T00:00:00.000Z,,909,0,86,4,0,1
2021-09-30T00:00:00.000Z,,8,0,4,0,0,0
2021-09-30T00:00:00.000Z,,1,0,0,0,0,0
2021-09-30T00:00:00.000Z,,33,0,7,0,0,1
2021-09-30T00:00:00.000Z,,338,0,23,0,0,0
2021-09-30T00:00:00.000Z,,6,0,1,1,0,0
2021-09-30T00:00:00.000Z,,2,0,0,0,0,0
2021-09-30T00:00:00.000Z,,305,0,11,0,0,0
2021-09-30T00:00:00.000Z,,13,0,11,0,0,0
2021-09-30T00:00:00.000Z,,7,0,8,0,0,0
2021-09-30T00:00:00.000Z,,3,0,0,0,0,0
2021-09-30T00:00:00.000Z,,6,0,0,0,0,0
2021-09-30T00:00:00.000Z,,40,0,9,0,0,0
2021-09-30T00:00:00.000Z,,3,0,0,0,0,0
2021-09-30T00:00:00.000Z,,5,0,0,0,0,0
2021-09-30T00:00:00.000Z,,433,0,29,0,0,0
2021-09-30T00:00:00.000Z,,3,0,0,0,0,0
2021-09-30T00:00:00.000Z,,17424,0,1620,25,0,22
2021-09-30T00:00:00.000Z,,2,0,0,0,0,0
2021-09-30T00:00:00.000Z,,1,0,0,0,0,0
2021-09-30T00:00:00.000Z,,2,0,0,0,0,0
2021-09-30T00:00:00.000Z,,123,0,17,0,0,0
2021-09-30T00:00:00.000Z,,3,0,0,0,0,0
2021-09-30T00:00:00.000Z,,1,0,0,0,0,0
2021-09-30T00:00:00.000Z,,0,0,0,0,0,0
2021-09-30T00:00:00.000Z,,116,0,10,0,0,0
2021-09-30T00:00:00.000Z,,13,0,0,0,0,0
2021-09-30T00:00:00.000Z,,682,0,35,2,0,1
2021-09-30T00:00:00.000Z,,106,0,2,0,0,0
2021-09-30T00:00:00.000Z,,1,0,0,0,0,0
2021-09-30T00:00:00.000Z,,1,0,0,0,0,0
2021-09-30T00:00:00.000Z,,17,0,1,0,0,0
2021-09-30T00:00:00.000Z,,364,0,52,0,0,0
2021-09-30T00:00:00.000Z,,1,0,0,0,0,0
2021-09-30T00:00:00.000Z,,0,0,0,0,0,0
2021-09-30T00:00:00.000Z,,717,0,53,0,0,0
2021-09-30T00:00:00.000Z,,327,0,10,0,0,0
2021-09-30T00:00:00.000Z,,122,0,26,0,0,0
2021-09-30T00:00:00.000Z,,0,0,0,0,0,0
2021-09-30T00:00:00.000Z,,0,0,0,0,0,0
2021-09-30T00:00:00.000Z,,329,0,22,0,0,0
2021-09-30T00:00:00.000Z,,2,0,0,0,0,0
2021-09-30T00:00:00.000Z,,422,0,40,0,0,0
2021-09-30T00:00:00.000Z,,105,0,14,0,0,0
2021-09-30T00:00:00.000Z,,130,0,8,0,0,0
2021-10-01T00:00:00.000Z,,54,0,2,0,0,0
2021-10-01T00:00:00.000Z,,2,0,0,0,0,0
2021-10-01T00:00:00.000Z,,1,0,0,0,0,0
2021-10-01T00:00:00.000Z,,2,0,0,0,0,0
2021-10-01T00:00:00.000Z,,65,0,3,0,0,0
2021-10-01T00:00:00.000Z,,869,0,50,0,0,0
2021-10-01T00:00:00.000Z,,102,0,27,0,0,0
2021-10-01T00:00:00.000Z,,0,0,0,0,0,0
2021-10-01T00:00:00.000Z,,169,0,30,0,0,0
2021-10-01T00:00:00.000Z,,1,0,0,0,0,0
2021-10-01T00:00:00.000Z,,336,0,32,1,0,0
2021-10-01T00:00:00.000Z,,30,0,0,0,0,0
2021-10-01T00:00:00.000Z,,0,0,0,0,0,0
2021-10-01T00:00:00.000Z,,504,0,27,0,0,0
2021-10-01T00:00:00.000Z,,12,0,0,0,0,0
2021-10-01T00:00:00.000Z,,0,0,0,0,0,0
2021-10-01T00:00:00.000Z,,2,0,0,0,0,0
2021-10-01T00:00:00.000Z,,97,0,11,0,0,1
2021-10-01T00:00:00.000Z,,3,0,0,0,0,0
2021-10-01T00:00:00.000Z,,9,0,1,0,0,0
2021-10-01T00:00:00.000Z,,0,0,1,0,0,0
2021-10-01T00:00:00.000Z,,4,0,0,0,0,0
2021-10-01T00:00:00.000Z,,5,0,0,0,0,0
2021-10-01T00:00:00.000Z,,169,0,31,0,0,0
2021-10-01T00:00:00.000Z,,5,0,1,0,0,0
2021-10-01T00:00:00.000Z,,16,0,1,0,0,0
2021-10-01T00:00:00.000Z,,330,0,50,0,0,0
2021-10-01T00:00:00.000Z,,847,0,41,0,0,0
2021-10-01T00:00:00.000Z,,6,0,1,0,0,0
2021-10-01T00:00:00.000Z,,0,0,1,0,0,0
