actualSick,city,sickCount,status,testLast7Days,verifiedLast7Days
210,דימונה,284,"נדרשת הידברות, הסברה ואכיפה",824,32
188,באקה אל-גרביה,253,"נדרשת הידברות, הסברה ואכיפה",567,42
187,ראש העין,257,"נדרשת הידברות, הסברה ואכיפה",1186,61
185,כפר סבא,282,"נדרשת הידברות, הסברה ואכיפה",1935,72
180,חדרה,278,"נדרשת הידברות, הסברה ואכיפה",2034,67
174,אילת,218,"נדרשת הידברות, הסברה ואכיפה",764,76
158,קרית אתא,193,"נדרשת הידברות, הסברה ואכיפה",1264,67
154,יבנה,229,"נדרשת הידברות, הסברה ואכיפה",843,52
147,כפר קאסם,186,"נדרשת הידברות, הסברה ואכיפה",252,20
141,נס ציונה,182,"נדרשת הידברות, הסברה ואכיפה",848,63
136,כפר קרע,175,"נדרשת הידברות, הסברה ואכיפה",578,42
135,גבעתיים,203,"נדרשת הידברות, הסברה ואכיפה",988,45
130,טייבה,189,"נדרשת הידברות, הסברה ואכיפה",755,55
125,כסיפה,147,"נדרשת הידברות, הסברה ואכיפה",268,34
123,הוד השרון,187,"נדרשת הידברות, הסברה ואכיפה",985,35
122,ערערה-בנגב,301,"נדרשת הידברות, הסברה ואכיפה",110, קטן מ-15 
118,נהריה,198,"נדרשת הידברות, הסברה ואכיפה",1105,47
117,נתיבות,240,"נדרשת הידברות, הסברה ואכיפה",898,53
114,פרדס חנה-כרכור,148,"נדרשת הידברות, הסברה ואכיפה",841,60
113,רמת השרון,166,"נדרשת הידברות, הסברה ואכיפה",963,32
107,מעלה אדומים,169,"נדרשת הידברות, הסברה ואכיפה",831,44
104,בית שאן,135,"נדרשת הידברות, הסברה ואכיפה",252,28
101,קרית אונו,166,"נדרשת הידברות, הסברה ואכיפה",655,29
94,ערד,123,"נדרשת הידברות, הסברה ואכיפה",625,36
86,אום אל-פחם,198,"נדרשת הידברות, הסברה ואכיפה",493,34
83,באר יעקב,129,"נדרשת הידברות, הסברה ואכיפה",773,31
82,יהוד,167,"נדרשת הידברות, הסברה ואכיפה",537,36
73,גבעת שמואל,131,"נדרשת הידברות, הסברה ואכיפה",507,40
69,גדרה,133,"נדרשת הידברות, הסברה ואכיפה",612,22
67,טירה,86,"נדרשת הידברות, הסברה ואכיפה",471, קטן מ-15 
67,צפת,176,"נדרשת הידברות, הסברה ואכיפה",321,20
64,גני תקווה,122,"נדרשת הידברות, הסברה ואכיפה",538,19
63,ערערה,79,"נדרשת הידברות, הסברה ואכיפה",496,17
60,קרית שמונה,79,"נדרשת הידברות, הסברה ואכיפה",501,16
58,שוהם,103,"נדרשת הידברות, הסברה ואכיפה",321, קטן מ-15 
53,ג'לג'וליה,70,"נדרשת הידברות, הסברה ואכיפה",204,15
49,עכו,91,"נדרשת הידברות, הסברה ואכיפה",654,29
47,קרית יערים,94,"נדרשת הידברות, הסברה ואכיפה",163,17
47,מזכרת בתיה,70,"נדרשת הידברות, הסברה ואכיפה",248,22
46,חורה,257,"נדרשת הידברות, הסברה ואכיפה",128,15
46,נחף,62,"נדרשת הידברות, הסברה ואכיפה",302,22
44,עפולה,125,"נדרשת הידברות, הסברה ואכיפה",651, קטן מ-15 
44,"כפר חב""ד",91,"נדרשת הידברות, הסברה ואכיפה",224,19
41,טירת כרמל,61,"נדרשת הידברות, הסברה ואכיפה",450,20
39,שדרות,109,"נדרשת הידברות, הסברה ואכיפה",275, קטן מ-15 
36,יפיע,44,"נדרשת הידברות, הסברה ואכיפה",226,17
35,אזור,75,"נדרשת הידברות, הסברה ואכיפה",295,18
34,מבשרת ציון,60,"נדרשת הידברות, הסברה ואכיפה",471, קטן מ-15 
33,קרית ים,62,"נדרשת הידברות, הסברה ואכיפה",999,17
32,קרית ביאליק,53,"נדרשת הידברות, הסברה ואכיפה",529,16
32,טמרה,58,"נדרשת הידברות, הסברה ואכיפה",467, קטן מ-15 
32,קדימה-צורן,54,"נדרשת הידברות, הסברה ואכיפה",351, קטן מ-15 
30,אכסאל,40,"נדרשת הידברות, הסברה ואכיפה",254,16
28,אלפי מנשה,34,"נדרשת הידברות, הסברה ואכיפה",129, קטן מ-15 
27,שפרעם,46,"נדרשת הידברות, הסברה ואכיפה",741, קטן מ-15 
27,חריש,41,"נדרשת הידברות, הסברה ואכיפה",273, קטן מ-15 
27,כפר יונה,44,"נדרשת הידברות, הסברה ואכיפה",353, קטן מ-15 
26,מגדל העמק,127,"נדרשת הידברות, הסברה ואכיפה",247, קטן מ-15 
26,כרמיאל,81,"נדרשת הידברות, הסברה ואכיפה",649, קטן מ-15 
25,כוכב יעקב,93,"נדרשת הידברות, הסברה ואכיפה",84, קטן מ-15 
25,נוף הגליל,60,"נדרשת הידברות, הסברה ואכיפה",443, קטן מ-15 
23,בית דגן,35,"נדרשת הידברות, הסברה ואכיפה",128, קטן מ-15 
22,אריאל,45,"נדרשת הידברות, הסברה ואכיפה",235, קטן מ-15 
22,סביון,31,"נדרשת הידברות, הסברה ואכיפה",105, קטן מ-15 
21,בית אריה,35,"נדרשת הידברות, הסברה ואכיפה",66, קטן מ-15 
20,תפרח,27,"נדרשת הידברות, הסברה ואכיפה",32, קטן מ-15 
19,זכרון יעקב,59,"נדרשת הידברות, הסברה ואכיפה",217, קטן מ-15 
19,קרית עקרון,32,"נדרשת הידברות, הסברה ואכיפה",199, קטן מ-15 
19,יד בנימין,31,"נדרשת הידברות, הסברה ואכיפה",111, קטן מ-15 
18,לקיה,36,"נדרשת הידברות, הסברה ואכיפה",99, קטן מ-15 
17,נשר,22,"נדרשת הידברות, הסברה ואכיפה",268, קטן מ-15 
16,עתלית,23,"נדרשת הידברות, הסברה ואכיפה",101, קטן מ-15 
16,חצור הגלילית,20,"נדרשת הידברות, הסברה ואכיפה",165, קטן מ-15 
15,מג'ד אל-כרום,38,"נדרשת הידברות, הסברה ואכיפה",124, קטן מ-15 
15,"בני עי""ש",21,"נדרשת הידברות, הסברה ואכיפה",98, קטן מ-15 
15,אבן יהודה,55,"נדרשת הידברות, הסברה ואכיפה",175, קטן מ-15 
 קטן מ-15 ,כפר ברא,23,"נדרשת הידברות, הסברה ואכיפה",40, קטן מ-15 
 קטן מ-15 ,תל שבע,19,"נדרשת הידברות, הסברה ואכיפה",109, קטן מ-15 
 קטן מ-15 ,שלומי,24,"נדרשת הידברות, הסברה ואכיפה",109, קטן מ-15 
 קטן מ-15 ,בית אל,28,"נדרשת הידברות, הסברה ואכיפה",68, קטן מ-15 
 קטן מ-15 ,קדומים, קטן מ-15 ,"נדרשת הידברות, הסברה ואכיפה",29, קטן מ-15 
 קטן מ-15 ,בית ג'ן,17,"נדרשת הידברות, הסברה ואכיפה",107, קטן מ-15 
 קטן מ-15 ,שערי תקווה,19,"נדרשת הידברות, הסברה ואכיפה",96, קטן מ-15 
 קטן מ-15 ,ראמה,20,"נדרשת הידברות, הסברה ואכיפה",62, קטן מ-15 
 קטן מ-15 ,כפר מצר, קטן מ-15 ,"נדרשת הידברות, הסברה ואכיפה",50,0
 קטן מ-15 ,בת חפר, קטן מ-15 ,"נדרשת הידברות, הסברה ואכיפה",93, קטן מ-15 
 קטן מ-15 ,כפר יאסיף,20,"נדרשת הידברות, הסברה ואכיפה",130, קטן מ-15 
 קטן מ-15 ,צור הדסה,26,"נדרשת הידברות, הסברה ואכיפה",159, קטן מ-15 
 קטן מ-15 ,ג'דיידה-מכר,20,"נדרשת הידברות, הסברה ואכיפה",186, קטן מ-15 
 קטן מ-15 ,סח'נין,31,"נדרשת הידברות, הסברה ואכיפה",380, קטן מ-15 
 קטן מ-15 ,עראבה,20,"נדרשת הידברות, הסברה ואכיפה",194, קטן מ-15 
 קטן מ-15 ,עפרה,23,"נדרשת הידברות, הסברה ואכיפה",53, קטן מ-15 
 קטן מ-15 ,הר אדר,23,"נדרשת הידברות, הסברה ואכיפה",48, קטן מ-15 
 קטן מ-15 ,עומר,30,"נדרשת הידברות, הסברה ואכיפה",126, קטן מ-15 
 קטן מ-15 ,מיתר,34,"נדרשת הידברות, הסברה ואכיפה",150, קטן מ-15 
 קטן מ-15 ,כאבול,21,"נדרשת הידברות, הסברה ואכיפה",188, קטן מ-15 
 קטן מ-15 ,קרית טבעון,18,"נדרשת הידברות, הסברה ואכיפה",223, קטן מ-15 
