actualSick,city,sickCount,status,testLast7Days,verifiedLast7Days
2214,בני ברק,5616,"נדרשים הסברה, בדיקות ואכיפת בידוד",5465,914
1033,ביתר עילית,1401,"נדרשים הסברה, בדיקות ואכיפת בידוד",1749,452
733,בית שמש,1340,"נדרשים הסברה, בדיקות ואכיפת בידוד",2065,340
175,קלנסווה,191,"נדרשים הסברה, בדיקות ואכיפת בידוד",875,123
 קטן מ-15 ,הושעיה, קטן מ-15 ,"נדרשים הסברה, בדיקות ואכיפת בידוד",44, קטן מ-15 
4350,ירושלים,8746,נדרשת הגדלה של מספר הבדיקות,17063,1696
1993,תל אביב - יפו,3036,נדרשת הגדלה של מספר הבדיקות,8335,462
480,מודיעין עילית,998,נדרשת הגדלה של מספר הבדיקות,1394,193
356,קרית גת,483,נדרשת הגדלה של מספר הבדיקות,1369,162
298,אלעד,780,נדרשת הגדלה של מספר הבדיקות,746,144
294,קרית מלאכי,371,נדרשת הגדלה של מספר הבדיקות,582,64
149,גן יבנה,192,נדרשת הגדלה של מספר הבדיקות,935,89
125,נצרת,154,נדרשת הגדלה של מספר הבדיקות,753,79
123,אופקים,185,נדרשת הגדלה של מספר הבדיקות,740,66
109,רכסים,171,נדרשת הגדלה של מספר הבדיקות,368,48
100,גבעת זאב,163,נדרשת הגדלה של מספר הבדיקות,471,50
99,אור עקיבא,110,נדרשת הגדלה של מספר הבדיקות,726,67
61,יבנאל,79,נדרשת הגדלה של מספר הבדיקות,72, קטן מ-15 
52,ג'סר א-זרקא,99,נדרשת הגדלה של מספר הבדיקות,642,33
50,קרית מוצקין,77,נדרשת הגדלה של מספר הבדיקות,1405,37
48,עין מאהל,55,נדרשת הגדלה של מספר הבדיקות,293,44
48,ג'ת,86,נדרשת הגדלה של מספר הבדיקות,229,28
25,עמנואל,40,נדרשת הגדלה של מספר הבדיקות,61, קטן מ-15 
24,כפר מנדא,24,נדרשת הגדלה של מספר הבדיקות,164,22
22,ירוחם,34,נדרשת הגדלה של מספר הבדיקות,200,15
22,אפרת,86,נדרשת הגדלה של מספר הבדיקות,167,15
18,ריינה,18,נדרשת הגדלה של מספר הבדיקות,130,16
15,עספיא,21,נדרשת הגדלה של מספר הבדיקות,139, קטן מ-15 
15,בנימינה-גבעת עדה,22,נדרשת הגדלה של מספר הבדיקות,211, קטן מ-15 
 קטן מ-15 ,מגאר,23,נדרשת הגדלה של מספר הבדיקות,283, קטן מ-15 
 קטן מ-15 ,אעבלין, קטן מ-15 ,נדרשת הגדלה של מספר הבדיקות,129, קטן מ-15 
 קטן מ-15 ,אלון שבות,21,נדרשת הגדלה של מספר הבדיקות,49, קטן מ-15 
 קטן מ-15 ,מעלות-תרשיחא,26,נדרשת הגדלה של מספר הבדיקות,223, קטן מ-15 
 קטן מ-15 ,גבע בנימין,22,נדרשת הגדלה של מספר הבדיקות,110, קטן מ-15 
1106,אשדוד,1730,"נדרשת הידברות, הסברה ואכיפה",4592,320
826,פתח תקווה,1302,"נדרשת הידברות, הסברה ואכיפה",5294,329
609,לוד,763,"נדרשת הידברות, הסברה ואכיפה",2497,235
597,ראשון לציון,967,"נדרשת הידברות, הסברה ואכיפה",4428,217
543,חולון,866,"נדרשת הידברות, הסברה ואכיפה",3418,219
497,בת ים,883,"נדרשת הידברות, הסברה ואכיפה",2092,117
478,חיפה,772,"נדרשת הידברות, הסברה ואכיפה",4957,252
462,נתניה,771,"נדרשת הידברות, הסברה ואכיפה",4055,145
449,באר שבע,781,"נדרשת הידברות, הסברה ואכיפה",4181,160
414,רמת גן,672,"נדרשת הידברות, הסברה ואכיפה",3048,143
401,רחובות,598,"נדרשת הידברות, הסברה ואכיפה",2527,160
389,רמלה,531,"נדרשת הידברות, הסברה ואכיפה",1810,139
343,אשקלון,654,"נדרשת הידברות, הסברה ואכיפה",3139,191
278,רעננה,447,"נדרשת הידברות, הסברה ואכיפה",1898,70
266,מודיעין-מכבים-רעות,408,"נדרשת הידברות, הסברה ואכיפה",2013,77
263,רהט,475,"נדרשת הידברות, הסברה ואכיפה",916,86
238,טבריה,497,"נדרשת הידברות, הסברה ואכיפה",891,66
237,הרצליה,401,"נדרשת הידברות, הסברה ואכיפה",1864,61
211,אור יהודה,397,"נדרשת הידברות, הסברה ואכיפה",866,50
