coronaOccupancy,isolatedTeam,name,normalOccupancy
164,127,הדסה עין כרם,112.9554672241211
126,76,שמיר (אסף הרופא),70.37036895751953
108,85,שערי צדק,97.66584777832031
108,71,סוראסקי,101.9641342163086
90,54,שיבא,93.73417663574219
74,64,הלל יפה,84.27184295654297
64,51,קפלן,95.84837341308594
62,53,ברזילי,69.66666412353516
57.99999999999999,43,מאיר,76.09254455566406
52,61,מעייני הישועה,89.45687103271484
50,91,רבין ק. בילינסון,95.6886215209961
50,90,"רמב""ם",90.72164916992188
48,52,וולפסון,65.73938751220703
46,33,"אסותא אשדוד בי""ח",
44,84,המרכזי בעמק,75.68965148925781
42,49,סורוקה,70.37358856201172
40,21,לניאדו,0.835654616355896
34,164,נהריה,82.29598999023438
22,15,פוריה,63.66197204589844
20,22,בני ציון,81.98614501953125
8,61,שניידר,85.23207092285156
2,10,זיו צפת,79.82708740234375
2,18,השרון ק. גולדה,51.4522819519043
0,3,יוספטל,43.07692337036133
0,3,אסותא ראשון לציון,
0,26,הכרמל,70.34764862060547
0,40,הסקוטי,99.24812316894531
0,0,אל מקאסד,
0,1,המשפחה הקדושה,158.3333282470703
0,0,הסהר האדום,
0,36,הר הצופים,81.94444274902344
0,11,הצרפתי,71.64179229736328
0,11,אסותא רמת החייל,
0,5,אלישע,
0,1,אסותא באר שבע,
0,1,אסותא חיפה,
0,0,סנט ג'וזף,
