coronaOccupancy,isolatedTeam,name,normalOccupancy
118.0327868852459,32,שערי צדק,102.2113037109375
116.9230769230769,84,נהריה,74.13554382324219
100,29,הדסה הר הצופים,86.80555725097656
90,124,"רמב""ם",90
85.18518518518519,28,זיו צפת,74.06340026855469
79.36507936507937,62,הלל יפה,83.68932342529297
77.94117647058823,51,שיבא,94.30379486083984
75.72815533980582,116,הדסה עין כרם,117.4089050292969
67.24137931034483,63,רבין ק. בילינסון,80
64.86486486486487,29,וולפסון,69.10688018798828
63.829787234042556,48,פוריה,67.04225158691406
61.36363636363637,74,המרכזי בעמק,86.20689392089844
60.37735849056604,31,בני ציון,82.21708679199219
59.375,50,מאיר,81.7480697631836
58.620689655172406,41,קפלן,113.5379028320313
55.55555555555556,121,הכרמל,64.62167358398438
54.054054054054056,0,סנט ג'וזף,
51.64835164835166,55,ברזילי,74.16666412353516
50.76923076923077,32,שמיר (אסף הרופא),61.16722869873047
49.05660377358491,80,לניאדו,86.07242584228516
48.14814814814815,34,מעייני הישועה,90.73482513427734
45.83333333333333,17,המשפחה הקדושה,141.6666717529297
43.47826086956522,0,אל מקאסד,
42.85714285714286,65,סוראסקי,100.5977783203125
40.625,4,הסקוטי,90.0709228515625
37.5,15,אסותא אשדוד,
34.090909090909086,69,סורוקה,75.41268157958984
25,7,השרון ק. גולדה,53.11203384399414
25,7,השרון ק. גולדה,53.11203384399414
16.66666666666667,35,שניידר,108.4388198852539
0,1,יוספטל,36.92307662963867
0,15,סנט וינסנט,49.25373077392578
0,0,האיטלקי,
0,0,אוגוסטה ויקטוריה,
0,0,אלישע,
