coronaOccupancy,isolatedTeam,name,normalOccupancy
146,119,הדסה עין כרם,112.2807006835938
112.00000000000001,73,שמיר (אסף הרופא),66.44219970703125
94,63,שיבא,96.83544158935547
90,37,שערי צדק,96.19164276123047
82,71,סוראסקי,106.8317642211914
68,90,הלל יפה,83.49514770507812
56.00000000000001,66,מאיר,80.33419036865234
54,62,רבין ק. בילינסון,93.29341125488281
48,28,ברזילי,76.5
46,21,"רמב""ם",92.98969268798828
46,54,קפלן,98.01444244384766
42,67,מעייני הישועה,90.0958480834961
42,54,סורוקה,71.4161605834961
40,25,לניאדו,1.392757654190064
40,43,וולפסון,65.73938751220703
36,79,המרכזי בעמק,76.03448486328125
32,41,"אסותא אשדוד בי""ח",
18,91,נהריה,88.2434310913086
6,61,שניידר,80.59071350097656
2,28,בני ציון,81.0623550415039
2,13,זיו צפת,86.74351501464844
2,24,השרון ק. גולדה,58.92116165161133
0,31,הסקוטי,88.7218017578125
0,0,יוספטל,60
0,5,אסותא ראשון לציון,
0,6,הכרמל,74.64212799072266
0,37,הר הצופים,85.06944274902344
0,0,הסהר האדום,
0,4,המשפחה הקדושה,140.8333282470703
0,0,אל מקאסד,
0,11,הצרפתי,76.11940002441406
0,16,אסותא רמת החייל,
0,0,אלישע,
0,1,אסותא באר שבע,
0,1,אסותא חיפה,
0,21,פוריה,69.57746124267578
