cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Abu Ghosh,קטן מ-15,אין מידע,37,47.06,5.54,צהוב,7862
Abu Juwei'id,קטן מ-15,אין מידע,27,58.08,9.3,אדום,4649
Abu Sinan,קטן מ-15,אין מידע,107,74.79,9.24,אדום,14306
Afula,23,6.05,380,66.85,8.36,אדום,56844
Ahuzzat Baraq,קטן מ-15,אין מידע,16,66.72,5.96,צהוב,2398
Akko,25,9.33,268,54.12,7.11,כתום,49517
Alfe Menashe,קטן מ-15,אין מידע,27,33.70,8.3,אדום,8011
Ar'ara,קטן מ-15,אין מידע,51,19.98,6.76,כתום,25525
Arad,קטן מ-15,אין מידע,112,41.22,7.89,אדום,27170
Ari'el,קטן מ-15,אין מידע,74,36.12,7.4,כתום,20488
Arrabe,16,24.62,65,24.74,7.39,כתום,26274
Ashdod,84,8.96,938,41.44,7.53,אדום,226329
Ashqelon,129,11.26,1146,78.26,9.04,אדום,146442
Atlit,קטן מ-15,אין מידע,35,36.02,7.42,כתום,9716
Azor,קטן מ-15,אין מידע,91,68.79,7.35,כתום,13228
Baqa Al-Gharbiyye,קטן מ-15,אין מידע,84,27.59,7.13,כתום,30448
Basma,קטן מ-15,אין מידע,27,26.34,6.15,כתום,10252
Basmat Tab'un,קטן מ-15,אין מידע,21,26.25,5.2,צהוב,8001
Bat Hefer,קטן מ-15,אין מידע,28,53.05,9.75,אדום,5278
Bat Yam,61,7.76,786,61.52,8.11,אדום,127772
Be'er Sheva,160,10.66,1501,71.26,7.53,אדום,210624
Be'er Ya'aqov,26,22.22,117,40.60,9.83,אדום,28818
Beit Jann,קטן מ-15,אין מידע,21,17.26,6.56,כתום,12169
Bene Ayish,קטן מ-15,אין מידע,29,42.02,5.96,צהוב,6902
Bene Beraq,39,11.96,326,15.67,4.78,צהוב,208031
Bet Arye,קטן מ-15,אין מידע,18,33.70,9.92,אדום,5342
Bet Dagan,קטן מ-15,אין מידע,25,34.26,8.75,אדום,7298
Bet She'an,קטן מ-15,אין מידע,175,92.20,8,אדום,18980
Bet Shemesh,19,11.45,166,12.56,6.72,כתום,132210
Bet Yizhaq-Sh. Hefer,קטן מ-15,אין מידע,18,83.96,5.55,צהוב,2144
Bi'ne,קטן מ-15,אין מידע,22,26.13,5.94,צהוב,8421
Binyamina-Giv'at Ada,קטן מ-15,אין מידע,53,33.19,8.47,אדום,15971
Bir El-Maksur,קטן מ-15,אין מידע,19,19.53,6.12,כתום,9729
Daburiyya,קטן מ-15,אין מידע,32,29.96,5.18,צהוב,10682
Daliyat Al-Karmel,קטן מ-15,אין מידע,32,17.92,5.47,צהוב,17862
Deir Al-Asad,קטן מ-15,אין מידע,34,26.75,6.4,כתום,12710
Deir Hanna,קטן מ-15,אין מידע,75,71.71,7.85,אדום,10459
Dimona,22,12.02,183,52.35,7.36,כתום,34954
Efrat,קטן מ-15,אין מידע,16,14.01,5.48,צהוב,11420
Eilabun,קטן מ-15,אין מידע,33,57.08,8.34,אדום,5781
Ein Mahel,קטן מ-15,אין מידע,17,12.55,7.16,כתום,13545
El'ad,קטן מ-15,אין מידע,53,10.78,4.44,ירוק,49179
Elat,33,18.03,183,34.85,8.29,אדום,52507
Elqana,קטן מ-15,אין מידע,16,40.41,7.14,כתום,3959
Elyakhin,קטן מ-15,אין מידע,20,57.70,5.59,צהוב,3466
Even Yehuda,קטן מ-15,אין מידע,100,71.25,6.83,כתום,14036
Fureidis,קטן מ-15,אין מידע,19,14.14,6.72,כתום,13439
Gan Ner,קטן מ-15,אין מידע,20,74.07,6.2,כתום,2700
Gan Yavne,קטן מ-15,אין מידע,91,38.10,9.47,אדום,23887
Ganne Tiqwa,קטן מ-15,אין מידע,131,60.91,8.48,אדום,21508
Gedera,25,14.71,170,59.02,7.33,כתום,28805
Giv'at Avni,קטן מ-15,אין מידע,16,76.92,6.42,כתום,2080
Giv'at Shemu'el,17,12.78,133,48.83,7.93,אדום,27236
Giv'at Ze'ev,קטן מ-15,אין מידע,29,15.10,8.96,אדום,19205
Giv'atayim,29,10.21,284,46.66,7.6,אדום,60872
Hadera,43,8.58,501,50.64,7.51,אדום,98928
Haifa,136,7.23,1881,66.00,8.06,אדום,284981
Harish,קטן מ-15,אין מידע,70,35.70,9.9,אדום,19608
Hazor Hagelilit,קטן מ-15,אין מידע,33,34.60,7.92,אדום,9538
Herzliyya,85,13.96,609,61.39,8.33,אדום,99208
Hod Hasharon,30,8.55,351,54.20,7.64,אדום,64755
Holon,102,9.52,1071,54.50,8.31,אדום,196510
Hura,קטן מ-15,אין מידע,22,9.54,4.4,ירוק,23062
I'billin,קטן מ-15,אין מידע,36,26.64,4.58,צהוב,13515
Iksal,קטן מ-15,אין מידע,28,18.62,3.82,ירוק,15039
Ilut,קטן מ-15,אין מידע,19,22.28,7.28,כתום,8527
Isifya,קטן מ-15,אין מידע,21,16.64,6.21,כתום,12617
Jaljulye,קטן מ-15,אין מידע,37,35.94,6.44,כתום,10295
Jatt,קטן מ-15,אין מידע,46,37.54,8.57,אדום,12252
Jerusalem,177,9.05,1955,20.52,6.46,כתום,952916
Jisr Az-Zarqa,קטן מ-15,אין מידע,31,20.51,4.61,צהוב,15113
Judeide-Maker,קטן מ-15,אין מידע,42,19.69,4.7,צהוב,21331
Kabul,קטן מ-15,אין מידע,31,21.78,5.16,צהוב,14234
Kafar Kanna,קטן מ-15,אין מידע,32,13.76,4.62,צהוב,23251
Kafar Manda,קטן מ-15,אין מידע,37,17.95,3.27,ירוק,20610
Kafar Qara,קטן מ-15,אין מידע,46,23.80,8.48,אדום,19330
Kafar Qasem,קטן מ-15,אין מידע,47,19.39,7.44,כתום,24236
Kafar Yasif,קטן מ-15,אין מידע,40,39.03,6.5,כתום,10249
Karmi'el,32,11.43,280,60.62,8.7,אדום,46190
Kefar Sava,70,9.02,776,76.33,8,אדום,101664
Kefar Tavor,קטן מ-15,אין מידע,32,72.71,9.55,אדום,4401
