averageInfected,begin_date,end_date,isCurrentWeek
12708,2022-03-20T00:00:00.000Z,2022-03-26T00:00:00.000Z,False
12309,2022-03-27T00:00:00.000Z,2022-04-02T00:00:00.000Z,False
8181,2022-04-03T00:00:00.000Z,2022-04-09T00:00:00.000Z,False
5655,2022-04-10T00:00:00.000Z,2022-04-15T00:00:00.000Z,True
