section,female,male,period
0-9,"{'amount': 52, 'percentage': 0.4}","{'amount': 79, 'percentage': 0.6}",שנה
0-9,"{'amount': 9, 'percentage': 0.3}","{'amount': 8, 'percentage': 0.3}",3 חודשים
0-9,"{'amount': 12, 'percentage': 0.3}","{'amount': 25, 'percentage': 0.6}",6 חודשים
0-9,"{'amount': 1, 'percentage': 0.2}","{'amount': 2, 'percentage': 0.4}",חודש אחרון
0-9,"{'amount': 78, 'percentage': 0.2}","{'amount': 124, 'percentage': 0.4}",מתחילת קורונה
10-19,"{'amount': 4, 'percentage': 0.1}","{'amount': 4, 'percentage': 0.1}",3 חודשים
10-19,"{'amount': 29, 'percentage': 0.2}","{'amount': 40, 'percentage': 0.3}",שנה
10-19,"{'amount': 8, 'percentage': 0.2}","{'amount': 5, 'percentage': 0.1}",6 חודשים
10-19,"{'amount': 81, 'percentage': 0.3}","{'amount': 82, 'percentage': 0.3}",מתחילת קורונה
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.2}",חודש אחרון
20-29,"{'amount': 16, 'percentage': 0.4}","{'amount': 13, 'percentage': 0.3}",6 חודשים
20-29,"{'amount': 14, 'percentage': 0.5}","{'amount': 7, 'percentage': 0.2}",3 חודשים
20-29,"{'amount': 5, 'percentage': 1}","{'amount': 2, 'percentage': 0.4}",חודש אחרון
20-29,"{'amount': 284, 'percentage': 0.9}","{'amount': 250, 'percentage': 0.8}",מתחילת קורונה
20-29,"{'amount': 91, 'percentage': 0.7}","{'amount': 79, 'percentage': 0.6}",שנה
30-39,"{'amount': 160, 'percentage': 1.3}","{'amount': 173, 'percentage': 1.4}",שנה
30-39,"{'amount': 8, 'percentage': 0.3}","{'amount': 14, 'percentage': 0.5}",3 חודשים
30-39,"{'amount': 23, 'percentage': 0.6}","{'amount': 28, 'percentage': 0.7}",6 חודשים
30-39,"{'amount': 1, 'percentage': 0.2}","{'amount': 4, 'percentage': 0.8}",חודש אחרון
30-39,"{'amount': 599, 'percentage': 1.9}","{'amount': 642, 'percentage': 2}",מתחילת קורונה
40-49,"{'amount': 22, 'percentage': 0.8}","{'amount': 30, 'percentage': 1.1}",3 חודשים
40-49,"{'amount': 33, 'percentage': 0.8}","{'amount': 48, 'percentage': 1.2}",6 חודשים
40-49,"{'amount': 1, 'percentage': 0.2}","{'amount': 2, 'percentage': 0.4}",חודש אחרון
40-49,"{'amount': 981, 'percentage': 3.1}","{'amount': 1434, 'percentage': 4.5}",מתחילת קורונה
40-49,"{'amount': 261, 'percentage': 2.1}","{'amount': 358, 'percentage': 2.9}",שנה
50-59,"{'amount': 435, 'percentage': 3.6}","{'amount': 610, 'percentage': 5}",שנה
50-59,"{'amount': 54, 'percentage': 1.9}","{'amount': 76, 'percentage': 2.7}",3 חודשים
50-59,"{'amount': 1624, 'percentage': 5.1}","{'amount': 2300, 'percentage': 7.2}",מתחילת קורונה
50-59,"{'amount': 86, 'percentage': 2.1}","{'amount': 120, 'percentage': 2.9}",6 חודשים
50-59,"{'amount': 11, 'percentage': 2.2}","{'amount': 15, 'percentage': 3}",חודש אחרון
60-69,"{'amount': 143, 'percentage': 5}","{'amount': 226, 'percentage': 8}",3 חודשים
60-69,"{'amount': 215, 'percentage': 5.2}","{'amount': 333, 'percentage': 8}",6 חודשים
60-69,"{'amount': 29, 'percentage': 5.8}","{'amount': 43, 'percentage': 8.6}",חודש אחרון
60-69,"{'amount': 2358, 'percentage': 7.4}","{'amount': 3492, 'percentage': 11}",מתחילת קורונה
60-69,"{'amount': 796, 'percentage': 6.5}","{'amount': 1095, 'percentage': 9}",שנה
70-79,"{'amount': 1266, 'percentage': 10.4}","{'amount': 1607, 'percentage': 13.2}",שנה
70-79,"{'amount': 315, 'percentage': 11.1}","{'amount': 410, 'percentage': 14.5}",3 חודשים
70-79,"{'amount': 443, 'percentage': 10.7}","{'amount': 611, 'percentage': 14.7}",6 חודשים
70-79,"{'amount': 49, 'percentage': 9.8}","{'amount': 82, 'percentage': 16.4}",חודש אחרון
70-79,"{'amount': 3092, 'percentage': 9.7}","{'amount': 4081, 'percentage': 12.9}",מתחילת קורונה
80-89,"{'amount': 1742, 'percentage': 14.3}","{'amount': 1682, 'percentage': 13.8}",שנה
80-89,"{'amount': 474, 'percentage': 16.7}","{'amount': 489, 'percentage': 17.2}",3 חודשים
80-89,"{'amount': 682, 'percentage': 16.4}","{'amount': 693, 'percentage': 16.7}",6 חודשים
80-89,"{'amount': 77, 'percentage': 15.4}","{'amount': 97, 'percentage': 19.4}",חודש אחרון
80-89,"{'amount': 3625, 'percentage': 11.4}","{'amount': 3532, 'percentage': 11.1}",מתחילת קורונה
90+,"{'amount': 331, 'percentage': 11.7}","{'amount': 198, 'percentage': 7}",3 חודשים
90+,"{'amount': 979, 'percentage': 8}","{'amount': 681, 'percentage': 5.6}",שנה
90+,"{'amount': 454, 'percentage': 10.9}","{'amount': 306, 'percentage': 7.4}",6 חודשים
90+,"{'amount': 1850, 'percentage': 5.8}","{'amount': 1233, 'percentage': 3.9}",מתחילת קורונה
90+,"{'amount': 49, 'percentage': 9.8}","{'amount': 28, 'percentage': 5.6}",חודש אחרון
