period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,11090,2017,18.19
3_Month,0-9,88781,40902,46.07
6_Month,0-9,314670,93825,29.82
1_Year,0-9,1377392,590445,42.87
All,0-9,1711090,765338,44.73
1_Month,10-19,12809,2097,16.37
3_Month,10-19,88719,37886,42.7
6_Month,10-19,332791,90154,27.09
1_Year,10-19,1274835,610031,47.85
All,10-19,1628285,806242,49.51
1_Month,20-29,20507,3188,15.55
3_Month,20-29,118197,49267,41.68
6_Month,20-29,447259,108696,24.3
1_Year,20-29,1135692,441850,38.91
All,20-29,1469958,601394,40.91
1_Month,30-39,21089,3770,17.88
3_Month,30-39,134259,61126,45.53
6_Month,30-39,443989,131417,29.6
1_Year,30-39,1091803,486726,44.58
All,30-39,1369669,609202,44.48
1_Month,40-49,21250,4016,18.9
3_Month,40-49,131610,61355,46.62
6_Month,40-49,423776,129585,30.58
1_Year,40-49,984157,449446,45.67
All,40-49,1216797,552709,45.42
1_Month,50-59,21393,4049,18.93
3_Month,50-59,121064,58096,47.99
6_Month,50-59,376836,114460,30.37
1_Year,50-59,770762,318743,41.35
All,50-59,952017,392502,41.23
1_Month,60-69,24607,4949,20.11
3_Month,60-69,129751,63279,48.77
6_Month,60-69,348277,114208,32.79
1_Year,60-69,643639,247553,38.46
All,60-69,785415,296522,37.75
1_Month,70-79,25133,4999,19.89
3_Month,70-79,117296,56594,48.25
6_Month,70-79,254234,93834,36.91
1_Year,70-79,420685,161809,38.46
All,70-79,509498,188315,36.96
1_Month,80-89,17542,2303,13.13
3_Month,80-89,62306,25212,40.46
6_Month,80-89,102951,38674,37.57
1_Year,80-89,163768,65080,39.74
All,80-89,216792,78862,36.38
1_Month,90+,5945,652,10.97
3_Month,90+,17921,6335,35.35
6_Month,90+,25435,9330,36.68
1_Year,90+,38940,16209,41.63
All,90+,56383,20548,36.44
