city,diff,percentOfCityPopulation,sickCount,status,testsCount
כפר קאסם,26.31578947368421,0.299077843316441,72,,2277
גבעת זאב,1.449275362318841,0.368111064366849,70,,2426
כוכב יעקב,1.470588235294118,0.7720711648204095,69,,973
רכסים,0,0.5406714009038088,67,,1771
אופקים,3.076923076923077,0.210460185330611,67,,3400
מעלה אדומים,4.838709677419355,0.1733564475263369,65,,5139
אפרת,0,0.5612558098745943,64,,1693
טייבה,8.620689655172415,0.1433186223213067,63,,3397
גדרה,3.278688524590164,0.2529714102152265,63,,4065
כרמיאל,0,0.12472313614175429,58,,4388
גני תקווה,0,0.2859292701279157,57,,2464
רמת השרון,3.7735849056603774,0.1213083658660314,55,,4271
גבעת שמואל,1.851851851851852,0.2193244805997527,55,,2715
באר יעקב,2,0.1972768064366394,51,,2436
ג'ת,4.166666666666666,0.4096346059315091,50,,1745
קרית יערים,0,0.7816238634550965,49,,1188
שוהם,4.25531914893617,0.2445842068483578,49,,2576
ג'סר א-זרקא,0,0.32738691788601587,49,,3190
אזור,0,0.3928123694107814,47,,1447
"כפר חב""ד",0,0.6546406750072737,45,,1180
נס ציונה,7.317073170731707,0.09600488752154655,44,,3574
זכרון יעקב,0,0.18404632580688599,41,,1656
קרית אתא,0,0.07108306315990222,41,,4950
עכו,5.128205128205128,0.08006405124099279,41,,4471
בענה,0,0.4743270484999407,40,,2154
גן יבנה,14.70588235294118,0.17320246924545898,39,,1762
בית שאן,15.151515151515149,0.1967892283790782,38,,1521
אבן יהודה,0,0.2854996243425995,38,,1527
נוף הגליל,0,0.08371987781423239,37,,3995
פרדס חנה-כרכור,9.090909090909092,0.08666137069401314,36,,5635
טירה,9.090909090909092,0.1355421686746988,36,,2379
דבוריה,0,0.3223971173904798,34,,1843
ערד,10.71428571428571,0.11496384201743,31,,1983
קרית ים,3.3333333333333335,0.0789065085142668,31,,3230
כפר קרע,3.448275862068966,0.1566579634464752,30,,1628
מצפה רמון,0,0.5789578758235177,29,,453
קרית מוצקין,0,0.06597206424314118,29,,4750
נצרת,3.571428571428571,0.03692903258668772,29,,2803
מג'ד אל-כרום,3.703703703703704,0.1815235008103728,28,,2301
מזכרת בתיה,0,0.1860588743438102,28,,1979
כסיפה,16.66666666666667,0.15816528272044292,28,,913
ערערה,12.5,0.1350270054010802,27,,1908
אריאל,0,0.1475571100666739,27,,1683
טמרה,0,0.07573109635325644,26,,2006
מבשרת ציון,0,0.1123255713483389,26,,3158
ג'לג'וליה,0,0.2453867294856694,25,,891
להבים,0,0.40096230954290296,25,,1629
מעלה עירון,0,0.16568361057724168,25,,1166
לקיה,0,0.15638235485762692,24,,1117
מיתר,0,0.229701388195346,23,,1793
טירת כרמל,4.545454545454546,0.09962316455147918,23,,1420
קדימה-צורן,0,0.1045279612296289,22,,1484
שפרעם,4.761904761904763,0.05330748727889508,22,,2575
יבנאל,0,0.5057803468208093,21,,399
עומר,0,0.2646502835538753,21,,1338
קרית ביאליק,0,0.05081946385465633,20,,3058
יקנעם עילית,0,0.08637070305752288,20,,1593
עלי,0,0.4873294346978557,20,,382
קרית שמונה,5.555555555555555,0.08601566390511114,19,,1377
סח'נין,0,0.054985337243401766,18,,2021
יד בנימין,13.33333333333333,0.39507320474087854,17,,491
חריש,0,0.11810476587466999,17,,1051
כפר יונה,0,0.07418721361553567,17,,1565
כפר כנא,0,0.07460721495655227,17,,1514
קלנסווה,0,0.07363451292935418,17,,1702
כוכב יאיר,0,0.1754193619120711,16,,897
הר אדר,0,0.39662865642042644,16,,793
תל מונד,0,0.124804992199688,16,,1617
אלפי מנשה,0,0.20418580908626852,16,,817
פוריידיס,6.666666666666667,0.12035504738979991,16,,939
עמנואל,0,0.3808616995953344,16,,278
נחף,25,0.11181513231457318,15,,861
מעלות-תרשיחא,0,0.06638049298579458,15,,1804
מרכז שפירא,0,0.7201152184349496,15,,279
בית אריה,0,0.2932551319648094,15,,511
קרית עקרון,0,0.1411100658513641,15,,813
פקיעין (בוקייעה),0,0.2540220152413209,15,,758
נוף איילון,0,0.2604166666666667, קטן מ-15 ,,339
בת חפר,0,0.01961938395134393, קטן מ-15 ,,418
בסמת טבעון,0,0.02527167045741723, קטן מ-15 ,,288
"בני עי""ש",16.66666666666667,0.10327530244909999, קטן מ-15 ,,1026
צופים,0,0.1698513800424629, קטן מ-15 ,,189
אליכין,0,0.02906976744186047, קטן מ-15 ,,210
בית חשמונאי,33.33333333333333,0.1870032725572698, קטן מ-15 ,,161
צור הדסה,7.6923076923076925,0.1501823642995065, קטן מ-15 ,,1392
ג'דיידה-מכר,11.11111111111111,0.04815795810257645, קטן מ-15 ,,1169
סאג'ור,0,0.1214181641573579, קטן מ-15 ,,349
נווה דניאל,0,0.5301794453507341, קטן מ-15 ,,314
עיילבון,0,0.1225275687029582, קטן מ-15 ,,656
אבו רובייעה (שבט),0,0.01165365342034728, קטן מ-15 ,,142
אבו סנאן,0,0.06007359014793121, קטן מ-15 ,,689
אבו גוש,0,0.037669512807634364, קטן מ-15 ,,697
עלי זהב,0,0.1084304689617783, קטן מ-15 ,,271
קצרין,0,0.1866666666666667, קטן מ-15 ,,477
דייר חנא,0,0.1220428088621855, קטן מ-15 ,,757
עץ אפרים,0,0.04130524576621231, קטן מ-15 ,,188
הוואשלה (שבט),0,0.1261564339781329, קטן מ-15 ,,23
הושעיה,0,0.1472754050073638, קטן מ-15 ,,147
סביון,0,0.1614763552479816, קטן מ-15 ,,448
פרדסיה,0,0.032557382386456134, קטן מ-15 ,,1043
ראמה,0,0.1078877966914409, קטן מ-15 ,,626
