city,diff,percentOfCityPopulation,sickCount,status,testsCount
ירושלים,2.010265183917879,0.5122026647424168,4770,,121281
בני ברק,1.275148767356192,1.7798272959971322,3574,,51459
תל אביב - יפו,2.773722627737226,0.3084952312509175,1408,,57866
אשדוד,9.281437125748502,0.3234281612887505,730,,23114
בית שמש,1.713395638629283,0.5147974709490248,653,,11936
פתח תקווה,3.3333333333333335,0.214635099966196,527,,28412
אלעד,1.8181818181818181,1.0599814923866409,504,בסגר חלקי,8421
מודיעין עילית,1.214574898785425,0.6495953021267751,500,,9834
בת ים,2.795698924731183,0.368066036282995,478,,17509
באר שבע,3.0226700251889174,0.20743731234277368,409,,28042
ביתר עילית,6.349206349206349,0.6520892810796781,402,,5882
ראשון לציון,2.34375,0.1618616144975288,393,,24682
חולון,2.028985507246377,0.1883964889745237,352,,21120
נתניה,0.6042296072507553,0.1535290944549717,333,,19011
אשקלון,1.30718954248366,0.2185915651861201,310,,16028
רהט,4.778156996587031,0.4587772912712763,307,בסגר חלקי,7007
חיפה,3.4129692832764515,0.1108164944683185,303,,25655
טבריה,3.546099290780142,0.6497552291944816,292,בסגר חלקי,7617
רמת גן,3.597122302158273,0.19582245430809403,288,,18342
ערערה-בנגב,0.37453183520599254,1.48025407346037,268,בסגר חלקי,3819
חורה,0,1.24696721773966,221,,2887
אור יהודה,1.869158878504673,0.6271035296148204,218,,5522
רחובות,4.102564102564103,0.14578515720379762,203,,15288
לוד,4.3243243243243255,0.2529853583085373,193,,7035
רעננה,2.272727272727273,0.2393903525687915,180,,10097
הרצליה,2.424242424242424,0.1821788155143048,169,,9848
רמלה,3.703703703703704,0.2218436794358832,168,,7452
מודיעין-מכבים-רעות,5.696202531645569,0.190680627076649,167,,8757
קרית גת,6.493506493506493,0.285267002957036,164,,5763
דייר אל-אסד,0,1.214864221057647,153,,4972
נתיבות,3.03030303030303,0.3534395384495439,136,,4021
צפת,0.7874015748031495,0.3558817805210332,128,,4080
כפר סבא,3.3057851239669422,0.1275744524504501,125,,10885
דימונה,34.782608695652165,0.347125020995465,124,,4182
אום אל-פחם,0.8264462809917356,0.2171204840718989,122,,4642
באקה אל-גרביה,6.5420560747663545,0.38560411311053977,114,,3565
מגדל העמק,1,0.3880734649965419,101,,2821
חדרה,1.030927835051546,0.1026564987848823,98,,13249
יהוד,0,0.3032809484422388,88,,3022
עפולה,1.162790697674419,0.1627537180806286,87,,4520
נהריה,6.172839506172839,0.1438271398468074,86,,7855
ראש העין,3.658536585365853,0.143049478290138,85,,6005
שדרות,2.439024390243903,0.3104901308494123,84,,4428
יבנה,3.9473684210526305,0.17021093228190382,79,,4526
קרית מלאכי,2.631578947368421,0.319619734469759,78,,1771
גבעתיים,2.631578947368421,0.1411151716901256,78,,6012
קרית אונו,2.666666666666667,0.2053990610328639,77,,4144
הוד השרון,2.777777777777778,0.12346090960659349,74,,5452
אילת,1.408450704225352,0.12728944204794568,72,,3716
