section,female,male,period,order_period
0-9,"{'amount': 23223, 'percentage': 16}","{'amount': 23421, 'percentage': 16.2}",חודש אחרון,5
0-9,"{'amount': 107693, 'percentage': 10.7}","{'amount': 109921, 'percentage': 11}",שנה,2
0-9,"{'amount': 61664, 'percentage': 13.4}","{'amount': 61961, 'percentage': 13.4}",6 חודשים,3
0-9,"{'amount': 60742, 'percentage': 13.5}","{'amount': 61094, 'percentage': 13.5}",3 חודשים,4
0-9,"{'amount': 123278, 'percentage': 9.6}","{'amount': 125891, 'percentage': 9.8}",מתחילת קורונה,1
10-19,"{'amount': 140109, 'percentage': 10.9}","{'amount': 136863, 'percentage': 10.6}",מתחילת קורונה,1
10-19,"{'amount': 17872, 'percentage': 12.3}","{'amount': 15369, 'percentage': 10.6}",חודש אחרון,5
10-19,"{'amount': 50318, 'percentage': 11.2}","{'amount': 43775, 'percentage': 9.7}",3 חודשים,4
10-19,"{'amount': 51942, 'percentage': 11.3}","{'amount': 45073, 'percentage': 9.8}",6 חודשים,3
10-19,"{'amount': 113191, 'percentage': 11.3}","{'amount': 100893, 'percentage': 10.1}",שנה,2
20-29,"{'amount': 36504, 'percentage': 7.9}","{'amount': 27527, 'percentage': 6}",6 חודשים,3
20-29,"{'amount': 36051, 'percentage': 8}","{'amount': 27093, 'percentage': 6}",3 חודשים,4
20-29,"{'amount': 10910, 'percentage': 7.5}","{'amount': 7345, 'percentage': 5.1}",חודש אחרון,5
20-29,"{'amount': 119114, 'percentage': 9.2}","{'amount': 99405, 'percentage': 7.7}",מתחילת קורונה,1
20-29,"{'amount': 90766, 'percentage': 9.1}","{'amount': 70552, 'percentage': 7}",שנה,2
30-39,"{'amount': 79230, 'percentage': 7.9}","{'amount': 61530, 'percentage': 6.1}",שנה,2
30-39,"{'amount': 38307, 'percentage': 8.3}","{'amount': 27111, 'percentage': 5.9}",6 חודשים,3
30-39,"{'amount': 37770, 'percentage': 8.4}","{'amount': 26683, 'percentage': 5.9}",3 חודשים,4
30-39,"{'amount': 12555, 'percentage': 8.7}","{'amount': 7784, 'percentage': 5.4}",חודש אחרון,5
30-39,"{'amount': 99311, 'percentage': 7.7}","{'amount': 80949, 'percentage': 6.3}",מתחילת קורונה,1
40-49,"{'amount': 62017, 'percentage': 6.2}","{'amount': 50221, 'percentage': 5}",שנה,2
40-49,"{'amount': 28106, 'percentage': 6.1}","{'amount': 22052, 'percentage': 4.8}",6 חודשים,3
40-49,"{'amount': 27412, 'percentage': 6.1}","{'amount': 21528, 'percentage': 4.8}",3 חודשים,4
40-49,"{'amount': 7659, 'percentage': 5.3}","{'amount': 5853, 'percentage': 4}",חודש אחרון,5
40-49,"{'amount': 80829, 'percentage': 6.3}","{'amount': 67111, 'percentage': 5.2}",מתחילת קורונה,1
50-59,"{'amount': 15771, 'percentage': 3.4}","{'amount': 12356, 'percentage': 2.7}",6 חודשים,3
50-59,"{'amount': 15341, 'percentage': 3.4}","{'amount': 12001, 'percentage': 2.7}",3 חודשים,4
50-59,"{'amount': 39294, 'percentage': 3.9}","{'amount': 32659, 'percentage': 3.3}",שנה,2
50-59,"{'amount': 53501, 'percentage': 4.1}","{'amount': 45817, 'percentage': 3.6}",מתחילת קורונה,1
50-59,"{'amount': 3689, 'percentage': 2.5}","{'amount': 2710, 'percentage': 1.9}",חודש אחרון,5
60-69,"{'amount': 9224, 'percentage': 2}","{'amount': 7636, 'percentage': 1.7}",3 חודשים,4
60-69,"{'amount': 9606, 'percentage': 2.1}","{'amount': 7973, 'percentage': 1.7}",6 חודשים,3
60-69,"{'amount': 2041, 'percentage': 1.4}","{'amount': 1531, 'percentage': 1.1}",חודש אחרון,5
60-69,"{'amount': 32834, 'percentage': 2.5}","{'amount': 30707, 'percentage': 2.4}",מתחילת קורונה,1
60-69,"{'amount': 23996, 'percentage': 2.4}","{'amount': 21119, 'percentage': 2.1}",שנה,2
70-79,"{'amount': 945, 'percentage': 0.7}","{'amount': 738, 'percentage': 0.5}",חודש אחרון,5
70-79,"{'amount': 4899, 'percentage': 1.1}","{'amount': 4114, 'percentage': 0.9}",3 חודשים,4
70-79,"{'amount': 5144, 'percentage': 1.1}","{'amount': 4336, 'percentage': 0.9}",6 חודשים,3
70-79,"{'amount': 12514, 'percentage': 1.2}","{'amount': 10900, 'percentage': 1.1}",שנה,2
70-79,"{'amount': 16879, 'percentage': 1.3}","{'amount': 15575, 'percentage': 1.2}",מתחילת קורונה,1
80-89,"{'amount': 2496, 'percentage': 0.6}","{'amount': 1909, 'percentage': 0.4}",3 חודשים,4
80-89,"{'amount': 7114, 'percentage': 0.7}","{'amount': 5027, 'percentage': 0.5}",שנה,2
80-89,"{'amount': 2580, 'percentage': 0.6}","{'amount': 1988, 'percentage': 0.4}",6 חודשים,3
80-89,"{'amount': 513, 'percentage': 0.4}","{'amount': 354, 'percentage': 0.2}",חודש אחרון,5
80-89,"{'amount': 9652, 'percentage': 0.7}","{'amount': 7034, 'percentage': 0.5}",מתחילת קורונה,1
90+,"{'amount': 3529, 'percentage': 0.3}","{'amount': 1721, 'percentage': 0.1}",מתחילת קורונה,1
90+,"{'amount': 150, 'percentage': 0.1}","{'amount': 96, 'percentage': 0.1}",חודש אחרון,5
90+,"{'amount': 760, 'percentage': 0.2}","{'amount': 422, 'percentage': 0.1}",3 חודשים,4
90+,"{'amount': 796, 'percentage': 0.2}","{'amount': 431, 'percentage': 0.1}",6 חודשים,3
90+,"{'amount': 2468, 'percentage': 0.2}","{'amount': 1261, 'percentage': 0.1}",שנה,2
