date,visited_country,israeli_positive,foreigner_positive,israeli_percnet_positive,foreigner_percnet_positive
2021-05-01T00:00:00.000Z,Armenia ,0,0,0,0
2021-05-01T00:00:00.000Z,Greece ,0,0,0,0
2021-05-01T00:00:00.000Z,Belarus ,0,0,0,0
2021-05-02T00:00:00.000Z,Chile  ,0,0,0,0
2021-05-02T00:00:00.000Z,Taiwan,0,0,0,0
2021-05-02T00:00:00.000Z,Kenya ,0,0,0,0
2021-05-02T00:00:00.000Z,Mexico,0,0,0,0
2021-05-02T00:00:00.000Z,United Kingdom,0,0,0,0
2021-05-02T00:00:00.000Z,Luxembourg  ,0,0,0,0
2021-05-02T00:00:00.000Z,Nepal ,0,0,0,0
2021-05-02T00:00:00.000Z,Tunisia ,0,0,0,0
2021-05-03T00:00:00.000Z,Poland,0,0,0,0
2021-05-03T00:00:00.000Z,United Kingdom,0,0,0,0
2021-05-03T00:00:00.000Z,Egypt ,0,0,0,0
2021-05-03T00:00:00.000Z,Hungary,0,0,0,0
2021-05-03T00:00:00.000Z,Turkey,0,0,0,0
2021-05-03T00:00:00.000Z,Chile  ,0,0,0,0
2021-05-03T00:00:00.000Z,Ghana ,0,0,0,0
2021-05-03T00:00:00.000Z,Austria ,0,0,0,0
2021-05-03T00:00:00.000Z,Singapore ,0,0,0,0
2021-05-03T00:00:00.000Z,Belgium,0,0,0,0
2021-05-03T00:00:00.000Z,Ethiopia ,0,0,0,0
2021-05-03T00:00:00.000Z,Ukraine ,0,0,0,0
2021-05-04T00:00:00.000Z,Denmark,0,0,0,0
2021-05-04T00:00:00.000Z,Nepal ,0,0,0,0
2021-05-04T00:00:00.000Z,Turkey,0,0,0,0
2021-05-04T00:00:00.000Z,Panama  ,0,0,0,0
2021-05-05T00:00:00.000Z,Ethiopia ,0,0,0,0
2021-05-05T00:00:00.000Z,Mexico,0,0,0,0
2021-05-05T00:00:00.000Z,Kyrgyzstan ,0,0,0,0
2021-05-05T00:00:00.000Z,United States ,0,0,0,0
2021-05-05T00:00:00.000Z,France,0,1,0,0.9
2021-05-05T00:00:00.000Z,Azerbaijan,0,0,0,0
2021-05-05T00:00:00.000Z,Bulgaria,0,0,0,0
2021-05-05T00:00:00.000Z,Zambia ,0,0,0,0
2021-05-05T00:00:00.000Z,Uzbekistan ,0,0,0,0
2021-05-05T00:00:00.000Z,Spain ,0,0,0,0
2021-05-05T00:00:00.000Z,Maldives,0,0,0,0
2021-05-05T00:00:00.000Z,Turkey,0,0,0,0
2021-05-06T00:00:00.000Z,Sweden  ,0,0,0,0
2021-05-06T00:00:00.000Z,Kazakhstan,0,0,0,0
2021-05-06T00:00:00.000Z,Philippines,0,0,0,0
2021-05-06T00:00:00.000Z,Qatar,0,0,0,0
2021-05-06T00:00:00.000Z,Moldova,0,0,0,0
2021-05-06T00:00:00.000Z,Serbia,0,0,0,0
2021-05-06T00:00:00.000Z,Gabon ,0,0,0,0
2021-05-06T00:00:00.000Z,Maldives,0,0,0,0
2021-05-06T00:00:00.000Z,Uruguay ,0,0,0,0
2021-05-06T00:00:00.000Z,Taiwan,0,0,0,0
2021-05-06T00:00:00.000Z,Guatemala  ,0,0,0,0
2021-05-07T00:00:00.000Z,Hungary,0,0,0,0
2021-05-07T00:00:00.000Z,Belarus ,0,0,0,0
2021-05-07T00:00:00.000Z,India ,0,0,0,0
2021-05-07T00:00:00.000Z,Sweden  ,0,0,0,0
2021-05-07T00:00:00.000Z,Seychelles,0,0,0,0
2021-05-07T00:00:00.000Z,Slovenia ,0,0,0,0
2021-05-08T00:00:00.000Z,France,0,0,0,0
2021-05-08T00:00:00.000Z,Ethiopia ,0,0,0,0
2021-05-09T00:00:00.000Z,Austria ,0,0,0,0
2021-05-09T00:00:00.000Z,Latvia ,0,0,0,0
2021-05-09T00:00:00.000Z,Croatia ,0,0,0,0
2021-05-09T00:00:00.000Z,Spain ,0,0,0,0
2021-05-09T00:00:00.000Z,Denmark,0,0,0,0
2021-05-09T00:00:00.000Z,Switzerland  ,0,0,0,0
2021-05-09T00:00:00.000Z,Egypt ,0,0,0,0
2021-05-09T00:00:00.000Z,France,0,0,0,0
2021-05-09T00:00:00.000Z,Poland,0,0,0,0
2021-05-09T00:00:00.000Z,Montenegro,0,0,0,0
2021-05-09T00:00:00.000Z,Norway  ,0,0,0,0
2021-05-09T00:00:00.000Z,Belgium,0,0,0,0
2021-05-10T00:00:00.000Z,Australia,0,0,0,0
2021-05-10T00:00:00.000Z,France,0,1,0,0.7
2021-05-10T00:00:00.000Z,Honduras ,0,0,0,0
