period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,8165,1075,13.17
3_Month,0-9,18861,2928,15.52
6_Month,0-9,99498,40800,41.01
1_Year,0-9,1220121,535783,43.91
All,0-9,1715147,767674,44.76
1_Month,10-19,12918,3356,25.98
3_Month,10-19,28952,7072,24.43
6_Month,10-19,106887,40762,38.14
1_Year,10-19,1143178,575240,50.32
All,10-19,1631796,810600,49.68
1_Month,20-29,18326,5055,27.58
3_Month,20-29,41339,9832,23.78
6_Month,20-29,143474,54847,38.23
1_Year,20-29,1005918,428311,42.58
All,20-29,1477368,608078,41.16
1_Month,30-39,18455,5387,29.19
3_Month,30-39,40911,11016,26.93
6_Month,30-39,155454,66938,43.06
1_Year,30-39,979096,471488,48.16
All,30-39,1375218,616766,44.85
1_Month,40-49,19536,5953,30.47
3_Month,40-49,42856,12429,29
6_Month,40-49,152867,68464,44.79
1_Year,40-49,895324,442491,49.42
All,40-49,1221959,561026,45.91
1_Month,50-59,20080,6109,30.42
3_Month,50-59,43767,13145,30.03
6_Month,50-59,142582,66051,46.32
1_Year,50-59,703481,322023,45.78
All,50-59,957727,402523,42.03
1_Month,60-69,22191,6515,29.36
3_Month,60-69,49587,15148,30.55
6_Month,60-69,154161,73152,47.45
1_Year,60-69,594195,256734,43.21
All,60-69,792006,309432,39.07
1_Month,70-79,24023,6383,26.57
3_Month,70-79,51971,15719,30.25
6_Month,70-79,141730,67769,47.82
1_Year,70-79,397088,174684,43.99
All,70-79,518168,202914,39.16
1_Month,80-89,20200,3444,17.05
3_Month,80-89,35178,7874,22.38
6_Month,80-89,74855,31390,41.93
1_Year,80-89,156779,71494,45.6
All,80-89,222051,86099,38.77
1_Month,90+,7385,1071,14.5
3_Month,90+,11779,2178,18.49
6_Month,90+,21551,8162,37.87
1_Year,90+,37726,17865,47.35
All,90+,58363,22408,38.39
