name,value
פסיכולוגיה,1
מערך לוגיסטי,2
שירות סוציאלי,2
רוקחות,3
קלינאות תקשורת,4
ריפוי בעיסוק,4
מעבדה,4
כוח עזר,8
פיזיותרפיה,16
מינהל ומשק,29
סקטורים אחרים,34
