section,female,male,period
0-9,"{'amount': 219598, 'percentage': 7.8}","{'amount': 278827, 'percentage': 9.9}",6 חודשים
0-9,"{'amount': 286698, 'percentage': 8.6}","{'amount': 351896, 'percentage': 10.6}",שנה
0-9,"{'amount': 2851, 'percentage': 3.3}","{'amount': 3461, 'percentage': 4}",חודש אחרון
0-9,"{'amount': 22950, 'percentage': 5}","{'amount': 28296, 'percentage': 6.2}",3 חודשים
0-9,"{'amount': 344731, 'percentage': 8.3}","{'amount': 420315, 'percentage': 10.1}",מתחילת קורונה
10-19,"{'amount': 4413, 'percentage': 5.1}","{'amount': 4407, 'percentage': 5.1}",חודש אחרון
10-19,"{'amount': 325729, 'percentage': 9.8}","{'amount': 325052, 'percentage': 9.8}",שנה
10-19,"{'amount': 270336, 'percentage': 9.6}","{'amount': 271447, 'percentage': 9.7}",6 חודשים
10-19,"{'amount': 26029, 'percentage': 5.7}","{'amount': 25126, 'percentage': 5.5}",3 חודשים
10-19,"{'amount': 410905, 'percentage': 9.9}","{'amount': 421427, 'percentage': 10.2}",מתחילת קורונה
20-29,"{'amount': 353868, 'percentage': 8.5}","{'amount': 247955, 'percentage': 6}",מתחילת קורונה
20-29,"{'amount': 270009, 'percentage': 8.1}","{'amount': 177280, 'percentage': 5.3}",שנה
20-29,"{'amount': 231070, 'percentage': 8.2}","{'amount': 147784, 'percentage': 5.3}",6 חודשים
20-29,"{'amount': 34686, 'percentage': 7.6}","{'amount': 23400, 'percentage': 5.1}",3 חודשים
20-29,"{'amount': 5390, 'percentage': 6.2}","{'amount': 3594, 'percentage': 4.1}",חודש אחרון
30-39,"{'amount': 249847, 'percentage': 8.9}","{'amount': 161417, 'percentage': 5.7}",6 חודשים
30-39,"{'amount': 291668, 'percentage': 8.8}","{'amount': 190495, 'percentage': 5.7}",שנה
30-39,"{'amount': 6419, 'percentage': 7.4}","{'amount': 4672, 'percentage': 5.4}",חודש אחרון
30-39,"{'amount': 39892, 'percentage': 8.7}","{'amount': 29094, 'percentage': 6.4}",3 חודשים
30-39,"{'amount': 354123, 'percentage': 8.5}","{'amount': 243145, 'percentage': 5.9}",מתחילת קורונה
40-49,"{'amount': 314104, 'percentage': 7.6}","{'amount': 218594, 'percentage': 5.3}",מתחילת קורונה
40-49,"{'amount': 229300, 'percentage': 8.2}","{'amount': 150858, 'percentage': 5.4}",6 חודשים
40-49,"{'amount': 7105, 'percentage': 8.2}","{'amount': 4868, 'percentage': 5.6}",חודש אחרון
40-49,"{'amount': 259905, 'percentage': 7.8}","{'amount': 174512, 'percentage': 5.3}",שנה
40-49,"{'amount': 39651, 'percentage': 8.7}","{'amount': 27337, 'percentage': 6}",3 חודשים
50-59,"{'amount': 7062, 'percentage': 8.1}","{'amount': 4426, 'percentage': 5.1}",חודש אחרון
50-59,"{'amount': 172333, 'percentage': 5.2}","{'amount': 115727, 'percentage': 3.5}",שנה
50-59,"{'amount': 155584, 'percentage': 5.5}","{'amount': 102599, 'percentage': 3.7}",6 חודשים
50-59,"{'amount': 34137, 'percentage': 7.5}","{'amount': 21636, 'percentage': 4.7}",3 חודשים
50-59,"{'amount': 211179, 'percentage': 5.1}","{'amount': 148471, 'percentage': 3.6}",מתחילת קורונה
60-69,"{'amount': 142466, 'percentage': 3.4}","{'amount': 106550, 'percentage': 2.6}",מתחילת קורונה
60-69,"{'amount': 30786, 'percentage': 6.7}","{'amount': 20237, 'percentage': 4.4}",3 חודשים
60-69,"{'amount': 7435, 'percentage': 8.6}","{'amount': 4825, 'percentage': 5.6}",חודש אחרון
60-69,"{'amount': 118664, 'percentage': 3.6}","{'amount': 84132, 'percentage': 2.5}",שנה
60-69,"{'amount': 108362, 'percentage': 3.9}","{'amount': 75730, 'percentage': 2.7}",6 חודשים
70-79,"{'amount': 6276, 'percentage': 7.2}","{'amount': 4901, 'percentage': 5.6}",חודש אחרון
70-79,"{'amount': 64252, 'percentage': 1.9}","{'amount': 52029, 'percentage': 1.6}",שנה
70-79,"{'amount': 58792, 'percentage': 2.1}","{'amount': 47465, 'percentage': 1.7}",6 חודשים
70-79,"{'amount': 21146, 'percentage': 4.6}","{'amount': 16776, 'percentage': 3.7}",3 חודשים
70-79,"{'amount': 76245, 'percentage': 1.8}","{'amount': 63222, 'percentage': 1.5}",מתחילת קורונה
80-89,"{'amount': 2210, 'percentage': 2.5}","{'amount': 1714, 'percentage': 2}",חודש אחרון
80-89,"{'amount': 26188, 'percentage': 0.8}","{'amount': 19002, 'percentage': 0.6}",שנה
80-89,"{'amount': 23468, 'percentage': 0.8}","{'amount': 16933, 'percentage': 0.6}",6 חודשים
80-89,"{'amount': 7815, 'percentage': 1.7}","{'amount': 5995, 'percentage': 1.3}",3 חודשים
80-89,"{'amount': 33409, 'percentage': 0.8}","{'amount': 24055, 'percentage': 0.6}",מתחילת קורונה
90+,"{'amount': 10246, 'percentage': 0.2}","{'amount': 5231, 'percentage': 0.1}",מתחילת קורונה
90+,"{'amount': 525, 'percentage': 0.6}","{'amount': 283, 'percentage': 0.3}",חודש אחרון
90+,"{'amount': 7450, 'percentage': 0.2}","{'amount': 3948, 'percentage': 0.1}",שנה
90+,"{'amount': 6619, 'percentage': 0.2}","{'amount': 3502, 'percentage': 0.1}",6 חודשים
90+,"{'amount': 2003, 'percentage': 0.4}","{'amount': 1079, 'percentage': 0.2}",3 חודשים
