period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,44543,6723,15.09
3_Month,0-9,239938,52975,22.08
6_Month,0-9,1202003,503558,41.89
1_Year,0-9,1489943,629468,42.25
All,0-9,1700741,737426,43.36
1_Month,10-19,48728,9332,19.15
3_Month,10-19,261394,52593,20.12
6_Month,10-19,1124350,543098,48.3
1_Year,10-19,1389712,635521,45.73
All,10-19,1620699,781046,48.19
1_Month,20-29,70917,9563,13.48
3_Month,20-29,356488,59708,16.75
6_Month,20-29,967249,380297,39.32
1_Year,20-29,1224220,443351,36.21
All,20-29,1455491,564949,38.82
1_Month,30-39,72962,11684,16.01
3_Month,30-39,346094,70911,20.49
6_Month,30-39,942773,412912,43.8
1_Year,30-39,1166873,477658,40.93
All,30-39,1355658,563790,41.59
1_Month,40-49,72947,12585,17.25
3_Month,40-49,332679,68899,20.71
6_Month,40-49,861353,381762,44.32
1_Year,40-49,1045498,431643,41.29
All,40-49,1202825,505699,42.04
1_Month,50-59,69097,12100,17.51
3_Month,50-59,296447,57423,19.37
6_Month,50-59,665457,259712,39.03
1_Year,50-59,810041,287824,35.53
All,50-59,936931,344815,36.8
1_Month,60-69,67890,12888,18.98
3_Month,60-69,265507,52605,19.81
6_Month,60-69,550029,185441,33.71
1_Year,60-69,667029,203269,30.47
All,60-69,767350,241543,31.48
1_Month,70-79,53503,11684,21.84
3_Month,70-79,182026,39031,21.44
6_Month,70-79,347844,107187,30.81
1_Year,70-79,422755,116911,27.65
All,70-79,487370,137281,28.17
1_Month,80-89,27225,4128,15.16
3_Month,80-89,70010,14207,20.29
6_Month,80-89,129944,40715,31.33
1_Year,80-89,162291,45346,27.94
All,80-89,204266,56319,27.57
1_Month,90+,8325,859,10.32
3_Month,90+,17433,3166,18.16
6_Month,90+,30348,10168,33.5
1_Year,90+,38405,11381,29.63
All,90+,52743,15037,28.51
