period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,6737,1043,15.48
3_Month,0-9,21081,3838,18.21
6_Month,0-9,125450,47186,37.61
1_Year,0-9,1247493,540554,43.33
All,0-9,1713806,767044,44.76
1_Month,10-19,10181,2447,24.03
3_Month,10-19,28948,6271,21.66
6_Month,10-19,132539,48059,36.26
1_Year,10-19,1170992,577507,49.32
All,10-19,1630787,809130,49.62
1_Month,20-29,16373,3239,19.78
3_Month,20-29,43336,7667,17.69
6_Month,20-29,166197,60887,36.64
1_Year,20-29,1036431,426615,41.16
All,20-29,1474913,605370,41.04
1_Month,30-39,16058,3469,21.6
3_Month,30-39,42161,9095,21.57
6_Month,30-39,179065,75152,41.97
1_Year,30-39,1005733,470132,46.75
All,30-39,1373597,613950,44.7
1_Month,40-49,17188,4057,23.6
3_Month,40-49,43642,10393,23.81
6_Month,40-49,175566,77003,43.86
1_Year,40-49,917820,440593,48
All,40-49,1220425,558125,45.73
1_Month,50-59,17976,4204,23.39
3_Month,50-59,44281,10928,24.68
6_Month,50-59,163129,74068,45.4
1_Year,50-59,721146,318653,44.19
All,50-59,956005,398910,41.73
1_Month,60-69,20481,4805,23.46
3_Month,60-69,50769,13247,26.09
6_Month,60-69,174634,81704,46.79
1_Year,60-69,606836,252466,41.6
All,60-69,789947,305103,38.62
1_Month,70-79,22392,4820,21.53
3_Month,70-79,52196,14105,27.02
6_Month,70-79,156957,75226,47.93
1_Year,70-79,402716,169927,42.2
All,70-79,515541,198200,38.45
1_Month,80-89,18536,2449,13.21
3_Month,80-89,33571,6528,19.45
6_Month,80-89,78627,33105,42.1
1_Year,80-89,157720,68881,43.67
All,80-89,220284,83513,37.91
1_Month,90+,6689,673,10.06
3_Month,90+,11158,1677,15.03
6_Month,90+,21928,8186,37.33
1_Year,90+,37753,17087,45.26
All,90+,57673,21648,37.54
