instituteDesc,occupancy,gOccupancy,occupancyDate
סורוקה,60.5,72.7,2022-05-03T00:00:00.000Z
פוריה,71.8,76.1,2022-05-03T00:00:00.000Z
רבין ק. השרון,75.4,66,2022-05-03T00:00:00.000Z
הדסה הר הצופים,77.8,80.9,2022-05-03T00:00:00.000Z
מאיר,77.5,83.5,2022-05-03T00:00:00.000Z
וולפסון,84.4,73.8,2022-05-03T00:00:00.000Z
שמיר,88.4,71.4,2022-05-03T00:00:00.000Z
המרכזי בעמק,92.9,71.2,2022-05-03T00:00:00.000Z
קפלן,94.7,84.5,2022-05-03T00:00:00.000Z
בני ציון,96.7,84.5,2022-05-03T00:00:00.000Z
לניאדו,98.7,93.3,2022-05-03T00:00:00.000Z
ברזילי,99.5,83.9,2022-05-03T00:00:00.000Z
"רמב""ם",99.5,85.2,2022-05-03T00:00:00.000Z
נהריה,103.7,85.9,2022-05-03T00:00:00.000Z
הלל יפה,106.8,82.9,2022-05-03T00:00:00.000Z
זיו צפת,107.8,71.2,2022-05-03T00:00:00.000Z
אסותא אשדוד,111.9,104.8,2022-05-03T00:00:00.000Z
הדסה עין כרם,116.5,90.3,2022-05-03T00:00:00.000Z
רבין ק. בילינסון,119.4,91.4,2022-05-03T00:00:00.000Z
