date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel
2020-03-02T00:00:00.000Z,1,11,11,0,0,11,0,0,1765,0.006232294617563739,5632,-234,0
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,1765,0.0056657223796034,7857,-231,0
2020-03-04T00:00:00.000Z,0,12,11,0,0,12,0,0,1765,0.006798866855524079,7012,-233,0
2020-03-05T00:00:00.000Z,1,13,13,1,0,12,0,0,1765,0.00736543909348442,7012,-233,0
2020-03-06T00:00:00.000Z,1,16,16,2,0,14,1,0,1765,0.009065155807365438,5177,-232,0
2020-03-07T00:00:00.000Z,1,20,20,3,0,17,2,0,1765,0.0113314447592068,4861,-232,0
2020-03-08T00:00:00.000Z,2,26,26,5,0,21,4,0,1765,0.01473087818696884,7330,-230,0
2020-03-09T00:00:00.000Z,7,39,39,6,0,33,5,0,1765,0.02209631728045326,6205,-239,0
2020-03-10T00:00:00.000Z,2,59,59,6,0,53,5,0,1765,0.03342776203966006,6021,-226,0
2020-03-11T00:00:00.000Z,10,81,81,7,1,73,6,0,1765,0.04589235127478754,5981,-229,0
2020-03-12T00:00:00.000Z,6,103,101,7,1,95,6,0,1765,0.05835694050991502,5983,-227,0
2020-03-13T00:00:00.000Z,10,123,122,7,4,112,6,0,1765,0.06968838526912181,4121,-214,0
2020-03-14T00:00:00.000Z,20,161,160,6,4,151,4,0,1765,0.09121813031161473,3692,-223,0
2020-03-15T00:00:00.000Z,37,202,200,9,6,187,6,0,1765,0.1144475920679887,5489,-224,0
2020-03-16T00:00:00.000Z,27,221,215,11,5,205,7,0,1765,0.1252124645892351,4757,-166,0
2020-03-17T00:00:00.000Z,46,256,256,12,6,238,7,0,1765,0.145042492917847,4338,-117,0
2020-03-18T00:00:00.000Z,54,306,269,16,11,279,7,0,1765,0.173371104815864,3920,-17,0
2020-03-19T00:00:00.000Z,31,295,264,21,11,263,12,0,1765,0.1671388101983003,4053,114,0
2020-03-20T00:00:00.000Z,30,289,251,23,14,252,12,1,1765,0.1637393767705382,3207,289,0
2020-03-21T00:00:00.000Z,35,277,274,27,21,229,15,0,1765,0.1569405099150142,2905,472,0
2020-03-22T00:00:00.000Z,54,324,305,37,32,255,22,0,1765,0.1835694050991502,4523,687,0
2020-03-23T00:00:00.000Z,58,352,323,42,36,274,24,0,1765,0.1994334277620397,4053,1008,0
2020-03-24T00:00:00.000Z,82,395,343,45,48,302,26,3,1765,0.2237960339943343,3963,1399,0
2020-03-25T00:00:00.000Z,81,413,397,49,53,311,28,1,1765,0.2339943342776204,3666,1756,0
2020-03-26T00:00:00.000Z,83,464,413,54,65,345,31,5,1765,0.2628895184135978,3925,2239,0
2020-03-27T00:00:00.000Z,110,515,468,65,69,381,37,2,1765,0.2917847025495751,3267,2603,0
2020-03-28T00:00:00.000Z,53,513,485,69,82,362,41,1,1765,0.2906515580736544,2834,3041,0
2020-03-29T00:00:00.000Z,70,544,516,79,88,377,50,3,1765,0.3082152974504249,4289,3505,0
2020-03-30T00:00:00.000Z,121,619,570,87,104,428,54,1,1765,0.3507082152974504,3886,3957,0
2020-03-31T00:00:00.000Z,111,668,628,97,115,456,64,4,1765,0.3784702549575071,4005,4565,0
2020-04-01T00:00:00.000Z,147,769,728,111,143,515,72,8,1765,0.4356940509915014,4088,4403,689
2020-04-02T00:00:00.000Z,115,813,728,113,145,555,79,10,1765,0.4606232294617564,4284,4985,720
2020-04-03T00:00:00.000Z,97,804,719,130,159,515,93,5,1765,0.4555240793201133,3494,5496,717
2020-04-04T00:00:00.000Z,73,791,752,139,171,481,107,7,1765,0.4481586402266289,3155,5822,718
2020-04-05T00:00:00.000Z,100,827,743,135,194,498,107,6,1765,0.4685552407932012,4495,6319,693
2020-04-06T00:00:00.000Z,93,814,703,147,209,458,110,7,1765,0.4611898016997167,4088,6595,796
2020-04-07T00:00:00.000Z,72,748,656,159,201,388,106,7,1765,0.4237960339943343,4313,6846,819
2020-04-08T00:00:00.000Z,57,695,622,166,193,336,115,9,1765,0.3937677053824363,3511,7016,859
2020-04-09T00:00:00.000Z,65,665,634,166,187,312,117,9,1765,0.3767705382436261,3363,7129,944
2020-04-10T00:00:00.000Z,56,670,598,170,170,330,128,8,1765,0.3796033994334278,4086,7253,1002
2020-04-11T00:00:00.000Z,39,627,595,182,162,283,130,6,1765,0.3552407932011332,3172,7363,1061
2020-04-12T00:00:00.000Z,90,667,620,177,174,316,130,7,1765,0.3779036827195467,4965,7499,1074
2020-04-13T00:00:00.000Z,91,691,629,192,169,330,137,8,1765,0.3915014164305949,4653,7477,1181
2020-04-14T00:00:00.000Z,75,676,631,178,170,328,134,8,1765,0.3830028328611898,4376,7441,1229
2020-04-15T00:00:00.000Z,69,673,655,180,174,319,133,13,1765,0.3813031161473088,3492,7390,1238
2020-04-16T00:00:00.000Z,51,702,643,181,163,358,136,7,1765,0.3977337110481586,5388,7198,1366
2020-04-17T00:00:00.000Z,48,666,613,166,163,337,125,9,1765,0.3773371104815864,4188,7155,1348
2020-04-18T00:00:00.000Z,42,644,619,174,141,329,118,11,1765,0.3648725212464589,3825,6723,1661
