coronaOccupancy,isolatedTeam,name,normalOccupancy
100,68,לניאדו,81.33704376220703
100,47,שערי צדק,88.69779205322266
91.66666666666666,2,הסקוטי,90.0709228515625
88.52459016393442,27,שמיר (אסף הרופא),60.60606002807617
86.66666666666667,10,בני ציון,71.59353637695312
85.84905660377359,97,הדסה עין כרם,99.73009490966797
80.32786885245902,63,נהריה,63.76210403442383
80.3030303030303,52,"רמב""ם",90.20618438720703
80,35,שיבא,93.16455841064453
73.07692307692307,15,זיו צפת,74.6397705078125
72.91666666666666,56,ברזילי,64
70.37037037037037,12,מעייני הישועה,89.13738250732422
70,24,הלל יפה,86.21359252929688
62,22,קפלן,82.85198211669922
50,23,המשפחה הקדושה,143.3333282470703
50,29,פוריה,62.53520965576172
48.64864864864865,0,סנט ג'וזף,
45.6140350877193,76,מאיר,66.83804321289062
40.74074074074074,10,אסותא אשדוד,
40,66,רבין ק. בילינסון,74.49102020263672
38.271604938271594,37,המרכזי בעמק,67.75862121582031
38.235294117647065,25,וולפסון,62.66471481323242
34.782608695652165,0,אל מקאסד,
34.444444444444436,27,סוראסקי,97.77967834472656
32.05128205128205,45,סורוקה,62.98870468139648
31.25,5,השרון ק. גולדה,50.62240600585938
28.57142857142857,12,הכרמל,64.21267700195312
25,19,שניידר,80.16877746582031
16.66666666666667,0,אוגוסטה ויקטוריה,
