section,male,female,period
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",3 חודשים
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
0-9,"{'amount': 5, 'percentage': 0.1}","{'amount': 2, 'percentage': 0}",שנה
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",6 חודשים
0-9,"{'amount': 7, 'percentage': 0.1}","{'amount': 5, 'percentage': 0}",מתחילת קורונה
10-19,"{'amount': 7, 'percentage': 0.1}","{'amount': 8, 'percentage': 0.1}",מתחילת קורונה
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
10-19,"{'amount': 5, 'percentage': 0.1}","{'amount': 4, 'percentage': 0.1}",שנה
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.1}",6 חודשים
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",3 חודשים
20-29,"{'amount': 6, 'percentage': 0.1}","{'amount': 8, 'percentage': 0.2}",שנה
20-29,"{'amount': 2, 'percentage': 0.2}","{'amount': 0, 'percentage': 0}",6 חודשים
20-29,"{'amount': 1, 'percentage': 0.1}","{'amount': 0, 'percentage': 0}",3 חודשים
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
20-29,"{'amount': 25, 'percentage': 0.2}","{'amount': 22, 'percentage': 0.2}",מתחילת קורונה
30-39,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 0.3}",3 חודשים
30-39,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.6}",חודש אחרון
30-39,"{'amount': 53, 'percentage': 0.5}","{'amount': 40, 'percentage': 0.3}",מתחילת קורונה
30-39,"{'amount': 21, 'percentage': 0.5}","{'amount': 16, 'percentage': 0.4}",שנה
30-39,"{'amount': 4, 'percentage': 0.3}","{'amount': 4, 'percentage': 0.3}",6 חודשים
40-49,"{'amount': 5, 'percentage': 0.7}","{'amount': 4, 'percentage': 0.5}",3 חודשים
40-49,"{'amount': 1, 'percentage': 0.6}","{'amount': 1, 'percentage': 0.6}",חודש אחרון
40-49,"{'amount': 51, 'percentage': 1.1}","{'amount': 25, 'percentage': 0.6}",שנה
40-49,"{'amount': 9, 'percentage': 0.7}","{'amount': 6, 'percentage': 0.5}",6 חודשים
40-49,"{'amount': 125, 'percentage': 1.1}","{'amount': 80, 'percentage': 0.7}",מתחילת קורונה
50-59,"{'amount': 3, 'percentage': 1.9}","{'amount': 2, 'percentage': 1.2}",חודש אחרון
50-59,"{'amount': 9, 'percentage': 1.2}","{'amount': 5, 'percentage': 0.7}",3 חודשים
50-59,"{'amount': 398, 'percentage': 3.4}","{'amount': 204, 'percentage': 1.8}",מתחילת קורונה
50-59,"{'amount': 133, 'percentage': 3}","{'amount': 70, 'percentage': 1.6}",שנה
50-59,"{'amount': 28, 'percentage': 2.2}","{'amount': 12, 'percentage': 0.9}",6 חודשים
60-69,"{'amount': 335, 'percentage': 7.5}","{'amount': 225, 'percentage': 5}",שנה
60-69,"{'amount': 37, 'percentage': 5}","{'amount': 12, 'percentage': 1.6}",3 חודשים
60-69,"{'amount': 5, 'percentage': 3.1}","{'amount': 2, 'percentage': 1.2}",חודש אחרון
60-69,"{'amount': 77, 'percentage': 6}","{'amount': 40, 'percentage': 3.1}",6 חודשים
60-69,"{'amount': 1035, 'percentage': 8.9}","{'amount': 570, 'percentage': 4.9}",מתחילת קורונה
70-79,"{'amount': 19, 'percentage': 11.8}","{'amount': 14, 'percentage': 8.7}",חודש אחרון
70-79,"{'amount': 96, 'percentage': 13}","{'amount': 68, 'percentage': 9.2}",3 חודשים
70-79,"{'amount': 1739, 'percentage': 15}","{'amount': 1110, 'percentage': 9.6}",מתחילת קורונה
70-79,"{'amount': 596, 'percentage': 13.3}","{'amount': 455, 'percentage': 10.2}",שנה
70-79,"{'amount': 174, 'percentage': 13.5}","{'amount': 121, 'percentage': 9.4}",6 חודשים
80-89,"{'amount': 133, 'percentage': 17.9}","{'amount': 136, 'percentage': 18.4}",3 חודשים
80-89,"{'amount': 29, 'percentage': 18}","{'amount': 29, 'percentage': 18}",חודש אחרון
80-89,"{'amount': 790, 'percentage': 17.6}","{'amount': 756, 'percentage': 16.9}",שנה
80-89,"{'amount': 228, 'percentage': 17.7}","{'amount': 218, 'percentage': 17}",6 חודשים
80-89,"{'amount': 2044, 'percentage': 17.6}","{'amount': 1885, 'percentage': 16.2}",מתחילת קורונה
90+,"{'amount': 26, 'percentage': 16.1}","{'amount': 29, 'percentage': 18}",חודש אחרון
90+,"{'amount': 436, 'percentage': 9.7}","{'amount': 540, 'percentage': 12.1}",שנה
90+,"{'amount': 169, 'percentage': 13.2}","{'amount': 192, 'percentage': 14.9}",6 חודשים
90+,"{'amount': 107, 'percentage': 14.4}","{'amount': 126, 'percentage': 17}",3 חודשים
90+,"{'amount': 980, 'percentage': 8.4}","{'amount': 1277, 'percentage': 11}",מתחילת קורונה
