age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,650926,550451,1538337,42.3,35.8
20-29,1028892,939417,1300361,79.1,72.2
30-39,998082,930511,1197026,83.4,77.7
40-49,949586,890978,1098556,86.4,81.1
50-59,762780,718860,849966,89.7,84.6
60-69,674334,645624,741639,90.9,87.1
70-79,468921,456161,490784,95.5,92.9
80-89,212172,206141,225538,94.1,91.4
90+,48157,46373,51496,93.5,90.1
